Igehely	Szósorszám	Strong-szám	Angol szó	Morfológiai kód
Gen.15.13	2	H87	unto Abram	
Gen.15.13	3	H3045	, Know	[H8799]
Gen.15.13	4	H3045	of a surety	[H8800]
Gen.15.13	5	H2233	that thy seed	
Gen.15.13	6	H1616	shall be a stranger	
Gen.15.13	7	H776	in a land	
Gen.15.13	8	H5647	that is not theirs, and shall serve	[H8804]
Gen.15.13	9	H6031	them; and they shall afflict	[H8765]
Gen.15.13	10	H702	them four	
Gen.15.13	11	H3967	hundred	
Gen.15.13	12	H8141	years;	
Gen.15.14	1	H1471	And also that nation	
Gen.15.14	2	H5647	, whom they shall serve	[H8799]
Gen.15.14	3	H1777	, will I judge	[H8802]
Gen.15.14	4	H310	: and afterward	
Gen.15.14	5	H3651		
Gen.15.14	6	H3318	shall they come out	[H8799]
Gen.15.14	7	H1419	with great	
Gen.15.14	8	H7399	substance.	
Gen.15.15	1	H935	And thou shalt go	[H8799]
Gen.15.15	2	H1	to thy fathers	
Gen.15.15	3	H7965	in peace	
Gen.15.15	4	H6912	; thou shalt be buried	[H8735]
Gen.15.15	5	H2896	in a good	
Gen.15.15	6	H7872	old age.	
Gen.15.16	1	H7243	But in the fourth	
Gen.15.16	2	H1755	generation	
Gen.15.16	3	H2008	they shall come hither	
Gen.15.16	4	H7725	again	[H8799]
Gen.15.16	5	H5771	: for the iniquity	
Gen.15.16	6	H567	of the Amorites	
Gen.15.16	7	H2008	is not yet	
Gen.15.16	8	H8003	full.	
Gen.15.17	1	H8121	And it came to pass, that, when the sun	
Gen.15.17	2	H935	went down	[H8804]
Gen.15.17	3	H5939	, and it was dark	
Gen.15.17	4	H6227	, behold a smoking	
Gen.15.17	5	H8574	furnace	
Gen.15.17	6	H784	, and a burning	
Gen.15.17	7	H3940	lamp	
Gen.15.17	8	H5674	that passed	[H8804]
Gen.15.17	9	H996	between	
Gen.15.17	10	H1506	those pieces.	
Gen.15.18	1	H1931	In the same	
Gen.15.18	2	H3117	day	
Gen.15.18	3	H3068	the LORD	
Gen.15.18	4	H3772	made	[H8804]
Gen.15.18	5	H1285	a covenant	
Gen.15.18	6	H87	with Abram	
Gen.15.18	7	H559	, saying	[H8800]
Gen.15.18	8	H2233	, Unto thy seed	
Gen.15.18	9	H5414	have I given	[H8804]
Gen.15.18	10	H776	this land	
Gen.15.18	11	H5104	, from the river	
Gen.15.18	12	H4714	of Egypt	
Gen.15.18	13	H1419	unto the great	
Gen.15.18	14	H5104	river	
Gen.15.18	15	H5104	, the river	
Gen.15.18	16	H6578	Euphrates:	
Gen.15.19	1	H7017	The Kenites	
Gen.15.19	2	H7074	, and the Kenizzites	
Gen.15.19	3	H6935	, and the Kadmonites,	
Gen.15.20	1	H2850	And the Hittites	
Gen.15.20	2	H6522	, and the Perizzites	
Gen.15.20	3	H7497	, and the Rephaims,	
Gen.15.21	1	H567	And the Amorites	
Gen.15.21	2	H3669	, and the Canaanites	
Gen.15.21	3	H1622	, and the Girgashites	
Gen.15.21	4	H2983	, and the Jebusites.	
Gen.16.1	1	H8297	Now Sarai	
Gen.16.1	2	H87	Abram's	
Gen.16.1	3	H802	wife	
Gen.16.1	4	H3205	bare	
Gen.16.1	5	H3808	him no	
Gen.16.1	6	H3205	children	[H8804]
Gen.16.1	7	H8198	: and she had an handmaid	
Gen.16.1	8	H4713	, an Egyptian	
Gen.16.1	9	H8034	, whose name	
Gen.16.1	10	H1904	was Hagar.	
Gen.16.2	1	H8297	And Sarai	
Gen.16.2	2	H559	said	[H8799]
Gen.16.2	3	H87	unto Abram	
Gen.16.2	4	H3068	, Behold now, the LORD	
Gen.16.2	5	H6113	hath restrained me	[H8804]
Gen.16.2	6	H3205	from bearing	[H8800]
Gen.16.2	7	H935	: I pray thee, go in	[H8798]
Gen.16.2	8	H8198	unto my maid	
Gen.16.2	9	H194	; it may	
Gen.16.2	10	H1129	be that I may obtain children	[H8735]
Gen.16.2	11	H87	by her. And Abram	
Gen.16.2	12	H8085	hearkened	[H8799]
Gen.16.2	13	H6963	to the voice	
Gen.16.2	14	H8297	of Sarai.	
Gen.16.3	1	H8297	And Sarai	
Gen.16.3	2	H87	Abram's	
Gen.16.3	3	H802	wife	
Gen.16.3	4	H3947	took	[H8799]
Gen.16.3	5	H1904	Hagar	
Gen.16.3	6	H8198	her maid	
Gen.16.3	7	H4713	the Egyptian	
Gen.16.3	8	H7093	, after	
Gen.16.3	9	H87	Abram	
Gen.16.3	10	H3427	had dwelt	[H8800]
Gen.16.3	11	H6235	ten	
Gen.16.3	12	H8141	years	
Gen.16.3	13	H776	in the land	
Gen.16.3	14	H3667	of Canaan	
Gen.16.3	15	H5414	, and gave	[H8799]
Gen.16.3	16	H376	her to her husband	
Gen.16.3	17	H87	Abram	
Gen.16.3	18	H802	to be his wife.	
Gen.16.4	1	H935	And he went in	[H8799]
Gen.16.4	2	H1904	unto Hagar	
Gen.16.4	3	H2029	, and she conceived	[H8799]
Gen.16.4	4	H7200	: and when she saw	[H8799]
Gen.16.4	5	H2029	that she had conceived	[H8804]
Gen.16.4	6	H1404	, her mistress	
Gen.16.4	7	H7043	was despised	[H8799]
Gen.16.4	8	H5869	in her eyes.	
Gen.16.5	1	H8297	And Sarai	
Gen.16.5	2	H559	said	[H8799]
Gen.16.5	3	H87	unto Abram	
Gen.16.5	4	H2555	, My wrong	
Gen.16.5	5	H5414	be upon thee: I have given	[H8804]
Gen.16.5	6	H8198	my maid	
Gen.16.5	7	H2436	into thy bosom	
Gen.16.5	8	H7200	; and when she saw	[H8799]
Gen.16.5	9	H2029	that she had conceived	[H8804]
Gen.16.5	10	H7043	, I was despised	[H8799]
Gen.16.5	11	H5869	in her eyes	
Gen.16.5	12	H3068	: the LORD	
Gen.16.5	13	H8199	judge	[H8799]
Gen.16.6	1	H87	But Abram	
Gen.16.6	2	H559	said	[H8799]
Gen.16.6	3	H8297	unto Sarai	
Gen.16.6	4	H8198	, Behold, thy maid	
Gen.16.6	5	H3027	is in thy hand	
Gen.16.6	6	H6213	; do	[H8798]
Gen.16.6	7	H2896	to her as it pleaseth thee	
Gen.16.6	8	H5869		
Gen.16.6	9	H8297	. And when Sarai	
Gen.16.6	10	H6031	dealt hardly with	[H8762]
Gen.16.6	11	H1272	her, she fled	[H8799]
Gen.16.6	12	H6440	from her face.	
Gen.16.7	1	H4397	And the angel	
Gen.16.7	2	H3068	of the LORD	
Gen.16.7	3	H4672	found her	[H8799]
Gen.16.7	4	H5869	by a fountain	
Gen.16.7	5	H4325	of water	
Gen.16.7	6	H4057	in the wilderness	
Gen.16.7	7	H5869	, by the fountain	
Gen.16.7	8	H1870	in the way	
Gen.16.7	9	H7793	to Shur.	
Gen.16.8	1	H559	And he said	[H8799]
Gen.16.8	2	H1904	, Hagar	
Gen.16.8	3	H8297	, Sarai's	
Gen.16.8	4	H8198	maid	
Gen.16.8	5	H335	, whence	
Gen.16.8	6	H935	camest thou	[H8804]
Gen.16.8	7	H3212	? and whither wilt thou go	[H8799]
Gen.16.8	8	H559	? And she said	[H8799]
Gen.16.8	9	H1272	, I flee	[H8802]
Gen.16.8	10	H6440	from the face	
Gen.16.8	11	H1404	of my mistress	
Gen.16.8	12	H8297	Sarai.	
Gen.16.9	1	H4397	And the angel	
Gen.16.9	2	H3068	of the LORD	
Gen.16.9	3	H559	said	[H8799]
Gen.16.9	4	H7725	unto her, Return	[H8798]
Gen.16.9	5	H1404	to thy mistress	
Gen.16.9	6	H6031	, and submit	[H8690]
Gen.16.9	7	H3027	thyself under her hands.	
Gen.16.10	1	H4397	And the angel	
Gen.16.10	2	H3068	of the LORD	
Gen.16.10	3	H559	said	[H8799]
Gen.16.10	4	H7235	unto her, I will multiply	[H8686]
Gen.16.10	5	H2233	thy seed	
Gen.16.10	6	H7235	exceedingly	[H8687]
Gen.16.10	7	H5608	, that it shall not be numbered	[H8735]
Gen.16.10	8	H7230	for multitude.	
Gen.16.11	1	H4397	And the angel	
Gen.16.11	2	H3068	of the LORD	
Gen.16.11	3	H559	said	[H8799]
Gen.16.11	4	H2009	unto her, Behold	
Gen.16.11	5	H2030	, thou art with child	
Gen.16.11	6	H3205	, and shalt bear	[H8802]
Gen.16.11	7	H1121	a son	
Gen.16.11	8	H7121	, and shalt call	[H8804]
Gen.16.11	9	H8034	his name	
Gen.16.11	10	H3458	Ishmael	
Gen.16.11	11	H3068	; because the LORD	
Gen.16.11	12	H8085	hath heard	[H8804]
Gen.16.11	13	H6040	thy affliction.	
Gen.16.12	1	H6501	And he will be a wild	
Gen.16.12	2	H120	man	
Gen.16.12	3	H3027	; his hand	
Gen.16.12	4	H3027	will be against every man, and every man's hand	
Gen.16.12	5	H7931	against him; and he shall dwell	[H8799]
Gen.16.12	6	H6440	in the presence	
Gen.16.12	7	H251	of all his brethren.	
Gen.16.13	1	H7121	And she called	[H8799]
Gen.16.13	2	H8034	the name	
Gen.16.13	3	H3068	of the LORD	
Gen.16.13	4	H1696	that spake	[H8802]
Gen.16.13	5	H410	unto her, Thou God	
Gen.16.13	6	H7210	seest me	
Gen.16.13	7	H559	: for she said	[H8804]
Gen.16.13	8	H1988	, Have I also here	
Gen.16.13	9	H7200	looked	[H8804]
Gen.16.13	10	H310	after him	
Gen.16.13	11	H7210	that seeth me?	
Gen.16.14	1	H875	Wherefore the well	
Gen.16.14	2	H7121	was called	[H8804]
Gen.16.14	3	H883	Beerlahairoi	
Gen.16.14	4	H2416		
Gen.16.14	5	H6946	; behold, it is between Kadesh	
Gen.16.14	6	H1260	and Bered.	
Gen.16.15	1	H1904	And Hagar	
Gen.16.15	2	H3205	bare	[H8799]
Gen.16.15	3	H87	Abram	
Gen.16.15	4	H1121	a son	
Gen.16.15	5	H87	: and Abram	
Gen.16.15	6	H7121	called	[H8799]
Gen.16.15	7	H1121	his son's	
Gen.16.15	8	H8034	name	
Gen.16.15	9	H1904	, which Hagar	
Gen.16.15	10	H3205	bare	[H8804]
Gen.16.15	11	H3458	, Ishmael.	
Gen.16.16	1	H87	And Abram	
Gen.16.16	2	H8084	was fourscore	
Gen.16.16	3	H8141		
Gen.16.16	4	H8337	and six	
Gen.16.16	5	H8141	years	
Gen.16.16	6	H1121	old	
Gen.16.16	7	H1904	, when Hagar	
Gen.16.16	8	H3205	bare	[H8800]
Gen.16.16	9	H3458	Ishmael	
Gen.16.16	10	H87	to Abram.	
Gen.17.1	1	H87	And when Abram	
Gen.17.1	2	H8673	was ninety	
Gen.17.1	3	H8141		
Gen.17.1	4	H8141	years	
Gen.17.1	5	H1121	old	
Gen.17.1	6	H8672	and nine	
Gen.17.1	7	H3068	, the LORD	
Gen.17.1	8	H7200	appeared	[H8735]
Gen.17.1	9	H87	to Abram	
Gen.17.1	10	H559	, and said	[H8799]
Gen.17.1	11	H7706	unto him, I am the Almighty	
Gen.17.1	12	H410	God	
Gen.17.1	13	H1980	; walk	[H8690]
Gen.17.1	14	H6440	before me	
Gen.17.1	15	H8549	, and be thou perfect.	
Gen.17.2	1	H5414	And I will make	[H8799]
Gen.17.2	2	H1285	my covenant	
Gen.17.2	3	H7235	between me and thee, and will multiply	[H8686]
Gen.17.2	4	H3966	thee exceedingly	
Gen.17.2	5	H3966	.	
Gen.17.3	1	H87	And Abram	
Gen.17.3	2	H5307	fell	[H8799]
Gen.17.3	3	H6440	on his face	
Gen.17.3	4	H430	: and God	
Gen.17.3	5	H1696	talked	[H8762]
Gen.17.3	6	H559	with him, saying	[H8800]
Gen.17.4	1	H589	As for me	
Gen.17.4	2	H1285	, behold, my covenant	
Gen.17.4	3	H1	is with thee, and thou shalt be a father	
Gen.17.4	4	H1995	of many	
Gen.17.4	5	H1471	nations.	
Gen.17.5	1	H8034	Neither shall thy name	
Gen.17.5	2	H7121	any more be called	[H8735]
Gen.17.5	3	H87	Abram	
Gen.17.5	4	H8034	, but thy name	
Gen.17.5	5	H85	shall be Abraham	
Gen.17.5	6	H1	; for a father	
Gen.17.5	7	H1995	of many	
Gen.17.5	8	H1471	nations	
Gen.17.5	9	H5414	have I made thee	[H8804]
Gen.17.6	1	H6509	And I will make	
Gen.17.6	2	H3966	thee exceeding	
Gen.17.6	3	H3966		
Gen.17.6	4	H6509	fruitful	[H8689]
Gen.17.6	5	H5414	, and I will make	[H8804]
Gen.17.6	6	H1471	nations	
Gen.17.6	7	H4428	of thee, and kings	
Gen.17.6	8	H3318	shall come out	[H8799]
Gen.17.7	1	H6965	And I will establish	[H8689]
Gen.17.7	2	H1285	my covenant	
Gen.17.7	3	H2233	between me and thee and thy seed	
Gen.17.7	4	H310	after thee	
Gen.17.7	5	H1755	in their generations	
Gen.17.7	6	H5769	for an everlasting	
Gen.17.7	7	H1285	covenant	
Gen.17.7	8	H430	, to be a God	
Gen.17.7	9	H2233	unto thee, and to thy seed	
Gen.17.7	10	H310	after thee.	
Gen.17.8	1	H5414	And I will give	[H8804]
Gen.17.8	2	H2233	unto thee, and to thy seed	
Gen.17.8	3	H310	after thee	
Gen.17.8	4	H776	, the land	
Gen.17.8	5	H4033	wherein thou art a stranger	
Gen.17.8	6	H776	, all the land	
Gen.17.8	7	H3667	of Canaan	
Gen.17.8	8	H5769	, for an everlasting	
Gen.17.8	9	H272	possession	
Gen.17.8	10	H430	; and I will be their God.	
Gen.17.9	1	H430	And God	
Gen.17.9	2	H559	said	[H8799]
Gen.17.9	3	H85	unto Abraham	
Gen.17.9	4	H8104	, Thou shalt keep	[H8799]
Gen.17.9	5	H1285	my covenant	
Gen.17.9	6	H2233	therefore, thou, and thy seed	
Gen.17.9	7	H310	after thee	
Gen.17.9	8	H1755	in their generations.	
Gen.17.10	1	H1285	This is my covenant	
Gen.17.10	2	H8104	, which ye shall keep	[H8799]
Gen.17.10	3	H2233	, between me and you and thy seed	
Gen.17.10	4	H310	after thee	
Gen.17.10	5	H2145	; Every man child	
Gen.17.10	6	H4135	among you shall be circumcised	[H8736]
Gen.17.11	1	H5243	And ye shall circumcise	[H8804]
Gen.17.11	2	H1320	the flesh	
Gen.17.11	3	H6190	of your foreskin	
Gen.17.11	4	H226	; and it shall be a token	
Gen.17.11	5	H1285	of the covenant betwixt me and you.	
Gen.17.12	1	H8083	And he that is eight	
Gen.17.12	2	H3117	days	
Gen.17.12	3	H1121	old	
Gen.17.12	4	H4135	shall be circumcised	[H8735]
Gen.17.12	5	H2145	among you, every man child	
Gen.17.12	6	H1755	in your generations	
Gen.17.12	7	H3211	, he that is born	
Gen.17.12	8	H1004	in the house	
Gen.17.12	9	H4736	, or bought	
Gen.17.12	10	H3701	with money	
Gen.17.12	11	H1121	of any stranger	
Gen.17.12	12	H5236		
Gen.17.12	13	H2233	, which is not of thy seed.	
Gen.17.13	1	H3211	He that is born	
Gen.17.13	2	H1004	in thy house	
Gen.17.13	3	H4736	, and he that is bought	
Gen.17.13	4	H3701	with thy money	
Gen.17.13	5	H4135	, must needs	[H8736]
Gen.17.13	6	H4135	be circumcised	[H8735]
Gen.17.13	7	H1285	: and my covenant	
Gen.17.13	8	H1320	shall be in your flesh	
Gen.17.13	9	H5769	for an everlasting	
Gen.17.13	10	H1285	covenant.	
Gen.17.14	1	H6189	And the uncircumcised	
Gen.17.14	2	H2145	man child	
Gen.17.14	3	H834	whose	
Gen.17.14	4	H1320	flesh	
Gen.17.14	5	H6190	of his foreskin	
Gen.17.14	6	H4135	is not circumcised	[H8735]
Gen.17.14	7	H5315	, that soul	
Gen.17.14	8	H3772	shall be cut off	[H8738]
Gen.17.14	9	H5971	from his people	
Gen.17.14	10	H6565	; he hath broken	[H8689]
Gen.17.14	11	H1285	my covenant.	
Gen.17.15	1	H430	And God	
Gen.17.15	2	H559	said	[H8799]
Gen.17.15	3	H85	unto Abraham	
Gen.17.15	4	H8297	, As for Sarai	
Gen.17.15	5	H802	thy wife	
Gen.17.15	6	H7121	, thou shalt not call	[H8799]
Gen.17.15	7	H8034	her name	
Gen.17.15	8	H8297	Sarai	
Gen.17.15	9	H3588	, but	
Gen.17.15	10	H8283	Sarah	
Gen.17.15	11	H8034	shall her name be .	
Gen.17.16	1	H1288	And I will bless	[H8765]
Gen.17.16	2	H5414	her, and give	[H8804]
Gen.17.16	3	H1121	thee a son	
Gen.17.16	4	H1288	also of her: yea, I will bless	[H8765]
Gen.17.16	5	H1471	her, and she shall be a mother of nations	
Gen.17.16	6	H4428	; kings	
Gen.17.16	7	H5971	of people shall be of her.	
Gen.17.17	1	H85	Then Abraham	
Gen.17.17	2	H5307	fell	[H8799]
Gen.17.17	3	H6440	upon his face	
Gen.17.17	4	H6711	, and laughed	[H8799]
Gen.17.17	5	H559	, and said	[H8799]
Gen.17.17	6	H3820	in his heart	
Gen.17.17	7	H3205	, Shall a child be born	[H8735]
Gen.17.17	8	H3967	unto him that is an hundred	
Gen.17.17	9	H8141	years	
Gen.17.17	10	H1121	old	
Gen.17.17	11	H8283	? and shall Sarah	
Gen.17.17	12	H8673	, that is ninety	
Gen.17.17	13	H8141	years	
Gen.17.17	14	H1323	old	
Gen.17.17	15	H3205	, bear	[H8799]
Gen.17.18	1	H85	And Abraham	
Gen.17.18	2	H559	said	[H8799]
Gen.17.18	3	H430	unto God	
Gen.17.18	4	H3863	, O that	
Gen.17.18	5	H3458	Ishmael	
Gen.17.18	6	H2421	might live	[H8799]
Gen.17.18	7	H6440	before thee!	
Gen.17.19	1	H430	And God	
Gen.17.19	2	H559	said	[H8799]
Gen.17.19	3	H8283	, Sarah	
Gen.17.19	4	H802	thy wife	
Gen.17.19	5	H3205	shall bear	[H8802]
Gen.17.19	6	H1121	thee a son	
Gen.17.19	7	H61	indeed	
Gen.17.19	8	H7121	; and thou shalt call	[H8804]
Gen.17.19	9	H8034	his name	
Gen.17.19	10	H3327	Isaac	
Gen.17.19	11	H6965	: and I will establish	[H8689]
Gen.17.19	12	H1285	my covenant	
Gen.17.19	13	H5769	with him for an everlasting	
Gen.17.19	14	H1285	covenant	
Gen.17.19	15	H2233	, and with his seed	
Gen.17.19	16	H310	after him.	
Gen.17.20	1	H3458	And as for Ishmael	
Gen.17.20	2	H8085	, I have heard thee	[H8804]
Gen.17.20	3	H1288	: Behold, I have blessed	[H8765]
Gen.17.20	4	H6509	him, and will make him fruitful	[H8689]
Gen.17.20	5	H7235	, and will multiply	[H8689]
Gen.17.20	6	H3966	him exceedingly	
Gen.17.20	7	H3966		
Gen.17.20	8	H6240	; twelve	
Gen.17.20	9	H8147		
Gen.17.20	10	H5387	princes	
Gen.17.20	11	H3205	shall he beget	[H8686]
Gen.17.20	12	H5414	, and I will make him	[H8804]
Gen.17.20	13	H1419	a great	
Gen.17.20	14	H1471	nation.	
Gen.17.21	1	H1285	But my covenant	
Gen.17.21	2	H6965	will I establish	[H8686]
Gen.17.21	3	H3327	with Isaac	
Gen.17.21	4	H8283	, which Sarah	
Gen.17.21	5	H3205	shall bear	[H8799]
Gen.17.21	6	H4150	unto thee at this set time	
Gen.17.21	7	H312	in the next	
Gen.17.21	8	H8141	year.	
Gen.17.22	1	H3615	And he left off	[H8762]
Gen.17.22	2	H1696	talking	[H8763]
Gen.17.22	3	H430	with him, and God	
Gen.17.22	4	H5927	went up	[H8799]
Gen.17.22	5	H85	from Abraham.	
Gen.17.23	1	H85	And Abraham	
Gen.17.23	2	H3947	took	[H8799]
Gen.17.23	3	H3458	Ishmael	
Gen.17.23	4	H1121	his son	
Gen.17.23	5	H3211	, and all that were born	
Gen.17.23	6	H1004	in his house	
Gen.17.23	7	H4736	, and all that were bought	
Gen.17.23	8	H3701	with his money	
Gen.17.23	9	H2145	, every male	
Gen.17.23	10	H582	among the men	
Gen.17.23	11	H85	of Abraham's	
Gen.17.23	12	H1004	house	
Gen.17.23	13	H4135	; and circumcised	[H8799]
Gen.17.23	14	H1320	the flesh	
Gen.17.23	15	H6190	of their foreskin	
Gen.17.23	16	H6106	in the selfsame	
Gen.17.23	17	H3117	day	
Gen.17.23	18	H430	, as God	
Gen.17.23	19	H1696	had said	[H8765]
Gen.17.24	1	H85	And Abraham	
Gen.17.24	2	H8673	was ninety	
Gen.17.24	3	H8141	years	
Gen.17.24	4	H1121	old	
Gen.17.24	5	H8672	and nine	
Gen.17.24	6	H4135	, when he was circumcised	[H8736]
Gen.17.24	7	H1320	in the flesh	
Gen.17.24	8	H6190	of his foreskin.	
Gen.17.25	1	H3458	And Ishmael	
Gen.17.25	2	H1121	his son	
Gen.17.25	3	H6240	was thirteen	
Gen.17.25	4	H7969		
Gen.17.25	5	H8141	years	
Gen.17.25	6	H1121	old	
Gen.17.25	7	H4135	, when he was circumcised	[H8736]
Gen.17.25	8	H1320	in the flesh	
Gen.17.25	9	H6190	of his foreskin.	
Gen.17.26	1	H6106	In the selfsame	
Gen.17.26	2	H3117	day	
Gen.17.26	3	H85	was Abraham	
Gen.17.26	4	H4135	circumcised	[H8738]
Gen.17.26	5	H3458	, and Ishmael	
Gen.17.26	6	H1121	his son.	
Gen.17.27	1	H582	And all the men	
Gen.17.27	2	H1004	of his house	
Gen.17.27	3	H3211	, born	
Gen.17.27	4	H1004	in the house	
Gen.17.27	5	H4736	, and bought	
Gen.17.27	6	H3701	with money	
Gen.17.27	7	H1121	of the stranger	
Gen.17.27	8	H5236		
Gen.17.27	9	H4135	, were circumcised	[H8738]
Gen.18.1	1	H3068	And the LORD	
Gen.18.1	2	H7200	appeared	[H8735]
Gen.18.1	3	H436	unto him in the plains	
Gen.18.1	4	H4471	of Mamre	
Gen.18.1	5	H3427	: and he sat	[H8802]
Gen.18.1	6	H168	in the tent	
Gen.18.1	7	H6607	door	
Gen.18.1	8	H2527	in the heat	
Gen.18.1	9	H3117	of the day;	
Gen.18.2	1	H5375	And he lift up	[H8799]
Gen.18.2	2	H5869	his eyes	
Gen.18.2	3	H7200	and looked	[H8799]
Gen.18.2	4	H7969	, and, lo, three	
Gen.18.2	5	H582	men	
Gen.18.2	6	H5324	stood	[H8737]
Gen.18.2	7	H7200	by him: and when he saw	[H8799]
Gen.18.2	8	H7323	them, he ran	[H8799]
Gen.18.2	9	H7125	to meet	[H8800]
Gen.18.2	10	H168	them from the tent	
Gen.18.2	11	H6607	door	
Gen.18.2	12	H7812	, and bowed	[H8691]
Gen.18.2	13	H776	himself toward the ground,	
Gen.18.3	1	H559	And said	[H8799]
Gen.18.3	2	H136	, My Lord	
Gen.18.3	3	H4672	, if now I have found	[H8804]
Gen.18.3	4	H2580	favour	
Gen.18.3	5	H5869	in thy sight	
Gen.18.3	6	H5674	, pass not away	[H8799]
Gen.18.3	7	H5650	, I pray thee, from thy servant:	
Gen.18.4	1	H4592	Let a little	
Gen.18.4	2	H4325	water	
Gen.18.4	3	H4994	, I pray you	
Gen.18.4	4	H3947	, be fetched	[H8714]
Gen.18.4	5	H7364	, and wash	[H8798]
Gen.18.4	6	H7272	your feet	
Gen.18.4	7	H8172	, and rest yourselves	[H8734]
Gen.18.4	8	H6086	under the tree:	
Gen.18.5	1	H3947	And I will fetch	[H8799]
Gen.18.5	2	H6595	a morsel	
Gen.18.5	3	H3899	of bread	
Gen.18.5	4	H5582	, and comfort ye	[H8798]
Gen.18.5	5	H3820	your hearts	
Gen.18.5	6	H310	; after that	
Gen.18.5	7	H5674	ye shall pass on	[H8799]
Gen.18.5	8	H5674	: for therefore are ye come	[H8804]
Gen.18.5	9	H5921	to	
Gen.18.5	10	H5650	your servant	
Gen.18.5	11	H1696	. And they said	[H8765]
Gen.18.5	12	H6213	, So do	[H8799]
Gen.18.5	13	H559	, as thou hast said	[H8799]
Gen.18.6	1	H85	And Abraham	
Gen.18.6	2	H4116	hastened	[H8762]
Gen.18.6	3	H168	into the tent	
Gen.18.6	4	H8283	unto Sarah	
Gen.18.6	5	H559	, and said	[H8799]
Gen.18.6	6	H4116	, Make ready quickly	[H8761]
Gen.18.6	7	H7969	three	
Gen.18.6	8	H5429	measures	
Gen.18.6	9	H5560	of fine	
Gen.18.6	10	H7058	meal	
Gen.18.6	11	H3888	, knead	[H8798]
Gen.18.6	12	H6213	it, and make	
Gen.18.6	13	H5692	cakes	
Gen.18.6	14	H6213	upon the hearth	[H8798]
Gen.18.7	1	H85	And Abraham	
Gen.18.7	2	H7323	ran	[H8804]
Gen.18.7	3	H1241	unto the herd	
Gen.18.7	4	H3947	, and fetcht	[H8799]
Gen.18.7	5	H1121	a calf	
Gen.18.7	6	H1241		
Gen.18.7	7	H7390	tender	
Gen.18.7	8	H2896	and good	
Gen.18.7	9	H5414	, and gave	[H8799]
Gen.18.7	10	H5288	it unto a young man	
Gen.18.7	11	H4116	; and he hasted	[H8762]
Gen.18.7	12	H6213	to dress	[H8800]
Gen.18.8	1	H3947	And he took	[H8799]
Gen.18.8	2	H2529	butter	
Gen.18.8	3	H2461	, and milk	
Gen.18.8	4	H1121	, and the calf	
Gen.18.8	5	H1241		
Gen.18.8	6	H6213	which he had dressed	[H8804]
Gen.18.8	7	H5414	, and set	[H8799]
Gen.18.8	8	H6440	it before them	
Gen.18.8	9	H5975	; and he stood	[H8802]
Gen.18.8	10	H6086	by them under the tree	
Gen.18.8	11	H398	, and they did eat	[H8799]
Gen.18.9	1	H559	And they said	[H8799]
Gen.18.9	2	H346	unto him, Where	
Gen.18.9	3	H8283	is Sarah	
Gen.18.9	4	H802	thy wife	
Gen.18.9	5	H559	? And he said	[H8799]
Gen.18.9	6	H168	, Behold, in the tent.	
Gen.18.10	1	H559	And he said	[H8799]
Gen.18.10	2	H7725	, I will certainly	[H8800]
Gen.18.10	3	H7725	return	[H8799]
Gen.18.10	4	H6256	unto thee according to the time	
Gen.18.10	5	H2416	of life	
Gen.18.10	6	H8283	; and, lo, Sarah	
Gen.18.10	7	H802	thy wife	
Gen.18.10	8	H1121	shall have a son	
Gen.18.10	9	H8283	. And Sarah	
Gen.18.10	10	H8085	heard	[H8802]
Gen.18.10	11	H168	it in the tent	
Gen.18.10	12	H6607	door	
Gen.18.10	13	H310	, which was behind him.	
Gen.18.11	1	H85	Now Abraham	
Gen.18.11	2	H8283	and Sarah	
Gen.18.11	3	H2205	were old	
Gen.18.11	4	H935	and well stricken	[H8802]
Gen.18.11	5	H3117	in age	
Gen.18.11	6	H2308	; and it ceased	[H8804]
Gen.18.11	7	H8283	to be with Sarah	
Gen.18.11	8	H734	after the manner	
Gen.18.11	9	H802	of women.	
Gen.18.12	1	H8283	Therefore Sarah	
Gen.18.12	2	H6711	laughed	[H8799]
Gen.18.12	3	H7130	within herself	
Gen.18.12	4	H559	, saying	[H8800]
Gen.18.12	5	H310	, After	
Gen.18.12	6	H1086	I am waxed old	[H8800]
Gen.18.12	7	H5730	shall I have pleasure	
Gen.18.12	8	H113	, my lord	
Gen.18.12	9	H2204	being old also	[H8804]
Gen.18.13	1	H3068	And the LORD	
Gen.18.13	2	H559	said	[H8799]
Gen.18.13	3	H85	unto Abraham	
Gen.18.13	4	H4100	, Wherefore	
Gen.18.13	5	H8283	did Sarah	
Gen.18.13	6	H6711	laugh	[H8804]
Gen.18.13	7	H559	, saying	[H8800]
Gen.18.13	8	H552	, Shall I of a surety	
Gen.18.13	9	H3205	bear	[H8799]
Gen.18.13	10	H589	a child, which	
Gen.18.13	11	H2204	am old	[H8804]
Gen.18.14	1	H6381	Is	
Gen.18.14	2	H1697	any thing	
Gen.18.14	3	H6381	too hard	[H8735]
Gen.18.14	4	H3068	for the LORD	
Gen.18.14	5	H4150	? At the time appointed	
Gen.18.14	6	H7725	I will return	[H8799]
Gen.18.14	7	H6256	unto thee, according to the time	
Gen.18.14	8	H2416	of life	
Gen.18.14	9	H8283	, and Sarah	
Gen.18.14	10	H1121	shall have a son.	
Gen.18.15	1	H8283	Then Sarah	
Gen.18.15	2	H3584	denied	[H8762]
Gen.18.15	3	H559	, saying	[H8800]
