Igehely	Szósorszám	Strong-szám	Angol szó	Morfológiai kód
Gen.31.20	6	H5921	, in that	
Gen.31.20	7	H5046	he told	[H8689]
Gen.31.20	8	H1097	him not	
Gen.31.20	9	H1272	that he fled	[H8802]
Gen.31.21	1	H1272	So he fled	[H8799]
Gen.31.21	2	H6965	with all that he had; and he rose up	[H8799]
Gen.31.21	3	H5674	, and passed over	[H8799]
Gen.31.21	4	H5104	the river	
Gen.31.21	5	H7760	, and set	[H8799]
Gen.31.21	6	H6440	his face	
Gen.31.21	7	H2022	toward the mount	
Gen.31.21	8	H1568	Gilead.	
Gen.31.22	1	H5046	And it was told	[H8714]
Gen.31.22	2	H3837	Laban	
Gen.31.22	3	H7992	on the third	
Gen.31.22	4	H3117	day	
Gen.31.22	5	H3290	that Jacob	
Gen.31.22	6	H1272	was fled	[H8804]
Gen.31.23	1	H3947	And he took	[H8799]
Gen.31.23	2	H251	his brethren	
Gen.31.23	3	H7291	with him, and pursued	[H8799]
Gen.31.23	4	H310	after him	
Gen.31.23	5	H7651	seven	
Gen.31.23	6	H3117	days	
Gen.31.23	7	H1870	' journey	
Gen.31.23	8	H1692	; and they overtook	[H8686]
Gen.31.23	9	H2022	him in the mount	
Gen.31.23	10	H1568	Gilead.	
Gen.31.24	1	H430	And God	
Gen.31.24	2	H935	came	[H8799]
Gen.31.24	3	H3837	to Laban	
Gen.31.24	4	H761	the Syrian	
Gen.31.24	5	H2472	in a dream	
Gen.31.24	6	H3915	by night	
Gen.31.24	7	H559	, and said	[H8799]
Gen.31.24	8	H8104	unto him, Take heed	[H8734]
Gen.31.24	9	H1696	that thou speak	[H8762]
Gen.31.24	10	H5973	not to	
Gen.31.24	11	H3290	Jacob	
Gen.31.24	12	H2896	either good	
Gen.31.24	13	H5704	or	
Gen.31.24	14	H7451	bad.	
Gen.31.25	1	H3837	Then Laban	
Gen.31.25	2	H5381	overtook	[H8686]
Gen.31.25	3	H3290	Jacob	
Gen.31.25	4	H3290	. Now Jacob	
Gen.31.25	5	H8628	had pitched	[H8804]
Gen.31.25	6	H168	his tent	
Gen.31.25	7	H2022	in the mount	
Gen.31.25	8	H3837	: and Laban	
Gen.31.25	9	H251	with his brethren	
Gen.31.25	10	H8628	pitched	[H8804]
Gen.31.25	11	H2022	in the mount	
Gen.31.25	12	H1568	of Gilead.	
Gen.31.26	1	H3837	And Laban	
Gen.31.26	2	H559	said	[H8799]
Gen.31.26	3	H3290	to Jacob	
Gen.31.26	4	H6213	, What hast thou done	[H8804]
Gen.31.26	5	H1589	, that thou hast stolen away	[H8799]
Gen.31.26	6	H3824	unawares	
Gen.31.26	7	H5090	to me, and carried away	[H8762]
Gen.31.26	8	H1323	my daughters	
Gen.31.26	9	H7617	, as captives	[H8803]
Gen.31.26	10	H2719	taken with the sword?	
Gen.31.27	1	H1272	Wherefore didst thou flee away	[H8800]
Gen.31.27	2	H2244	secretly	[H8738]
Gen.31.27	3	H1589	, and steal away	[H8799]
Gen.31.27	4	H5046	from me; and didst not tell	[H8689]
Gen.31.27	5	H7971	me, that I might have sent thee away	[H8762]
Gen.31.27	6	H8057	with mirth	
Gen.31.27	7	H7892	, and with songs	
Gen.31.27	8	H8596	, with tabret	
Gen.31.27	9	H3658	, and with harp?	
Gen.31.28	1	H5203	And hast not suffered	[H8804]
Gen.31.28	2	H5401	me to kiss	[H8763]
Gen.31.28	3	H1121	my sons	
Gen.31.28	4	H1323	and my daughters	
Gen.31.28	5	H5528	? thou hast now done foolishly	[H8689]
Gen.31.28	6	H6213	in so doing	[H8800]
Gen.31.29	1	H3426	It is	
Gen.31.29	2	H410	in the power	
Gen.31.29	3	H3027	of my hand	
Gen.31.29	4	H6213	to do	[H8800]
Gen.31.29	5	H7451	you hurt	
Gen.31.29	6	H430	: but the God	
Gen.31.29	7	H1	of your father	
Gen.31.29	8	H559	spake	[H8804]
Gen.31.29	9	H570	unto me yesternight	
Gen.31.29	10	H559	, saying	[H8800]
Gen.31.29	11	H8104	, Take thou heed	[H8734]
Gen.31.29	12	H1696	that thou speak not	[H8763]
Gen.31.29	13	H3290	to Jacob	
Gen.31.29	14	H2896	either good	
Gen.31.29	15	H7451	or bad.	
Gen.31.30	1	H1980	And now, though thou wouldest needs	[H8800]
Gen.31.30	2	H1980	be gone	[H8804]
Gen.31.30	3	H3700	, because thou sore	[H8736]
Gen.31.30	4	H3700	longedst	[H8738]
Gen.31.30	5	H1	after thy father's	
Gen.31.30	6	H1004	house	
Gen.31.30	7	H1589	, yet wherefore hast thou stolen	[H8804]
Gen.31.30	8	H430	my gods?	
Gen.31.31	1	H3290	And Jacob	
Gen.31.31	2	H6030	answered	[H8799]
Gen.31.31	3	H559	and said	[H8799]
Gen.31.31	4	H3837	to Laban	
Gen.31.31	5	H3372	, Because I was afraid	[H8804]
Gen.31.31	6	H559	: for I said	[H8804]
Gen.31.31	7	H6435	, Peradventure	
Gen.31.31	8	H1497	thou wouldest take by force	[H8799]
Gen.31.31	9	H1323	thy daughters from me.	
Gen.31.32	1	H834	With whomsoever	
Gen.31.32	2	H4672	thou findest	[H8799]
Gen.31.32	3	H430	thy gods	
Gen.31.32	4	H2421	, let him not live	[H8799]
Gen.31.32	5	H5048	: before	
Gen.31.32	6	H251	our brethren	
Gen.31.32	7	H5234	discern	[H8685]
Gen.31.32	8	H3947	thou what is thine with me, and take	[H8798]
Gen.31.32	9	H3290	it to thee. For Jacob	
Gen.31.32	10	H3045	knew	[H8804]
Gen.31.32	11	H7354	not that Rachel	
Gen.31.32	12	H1589	had stolen	[H8804]
Gen.31.33	1	H3837	And Laban	
Gen.31.33	2	H935	went	[H8799]
Gen.31.33	3	H3290	into Jacob's	
Gen.31.33	4	H168	tent	
Gen.31.33	5	H3812	, and into Leah's	
Gen.31.33	6	H168	tent	
Gen.31.33	7	H8147	, and into the two	
Gen.31.33	8	H519	maidservants	
Gen.31.33	9	H168	' tents	
Gen.31.33	10	H4672	; but he found	[H8804]
Gen.31.33	11	H3318	them not. Then went he out	[H8799]
Gen.31.33	12	H3812	of Leah's	
Gen.31.33	13	H168	tent	
Gen.31.33	14	H935	, and entered	[H8799]
Gen.31.33	15	H7354	into Rachel's	
Gen.31.33	16	H168	tent.	
Gen.31.34	1	H7354	Now Rachel	
Gen.31.34	2	H3947	had taken	[H8804]
Gen.31.34	3	H8655	the images	
Gen.31.34	4	H7760	, and put	[H8799]
Gen.31.34	5	H1581	them in the camel's	
Gen.31.34	6	H3733	furniture	
Gen.31.34	7	H3427	, and sat	[H8799]
Gen.31.34	8	H3837	upon them. And Laban	
Gen.31.34	9	H4959	searched	[H8762]
Gen.31.34	10	H168	all the tent	
Gen.31.34	11	H4672	, but found	[H8804]
Gen.31.35	1	H559	And she said	[H8799]
Gen.31.35	2	H1	to her father	
Gen.31.35	3	H2734	, Let it not displease	[H8799]
Gen.31.35	4	H5869		
Gen.31.35	5	H113	my lord	
Gen.31.35	6	H3201	that I cannot	[H8799]
Gen.31.35	7	H6965	rise up	[H8800]
Gen.31.35	8	H6440	before thee	
Gen.31.35	9	H1870	; for the custom	
Gen.31.35	10	H802	of women	
Gen.31.35	11	H2664	is upon me. And he searched	[H8762]
Gen.31.35	12	H4672	, but found	[H8804]
Gen.31.35	13	H8655	not the images.	
Gen.31.36	1	H3290	And Jacob	
Gen.31.36	2	H2734	was wroth	[H8799]
Gen.31.36	3	H7378	, and chode	[H8799]
Gen.31.36	4	H3837	with Laban	
Gen.31.36	5	H3290	: and Jacob	
Gen.31.36	6	H6030	answered	[H8799]
Gen.31.36	7	H559	and said	[H8799]
Gen.31.36	8	H3837	to Laban	
Gen.31.36	9	H6588	, What is my trespass	
Gen.31.36	10	H2403	? what is my sin	
Gen.31.36	11	H1814	, that thou hast so hotly pursued	[H8804]
Gen.31.36	12	H310	after me?	
Gen.31.37	1	H3588	Whereas	
Gen.31.37	2	H4959	thou hast searched	[H8765]
Gen.31.37	3	H3627	all my stuff	
Gen.31.37	4	H4672	, what hast thou found	[H8804]
Gen.31.37	5	H1004	of all thy household	
Gen.31.37	6	H3627	stuff	
Gen.31.37	7	H7760	? set	[H8798]
Gen.31.37	8	H3541	it here	
Gen.31.37	9	H251	before my brethren	
Gen.31.37	10	H251	and thy brethren	
Gen.31.37	11	H3198	, that they may judge	[H8686]
Gen.31.37	12	H996	betwixt	
Gen.31.37	13	H8147	us both.	
Gen.31.38	1	H6242	This twenty	
Gen.31.38	2	H8141	years	
Gen.31.38	3	H7353	have I been with thee; thy ewes	
Gen.31.38	4	H5795	and thy she goats	
Gen.31.38	5	H7921	have not cast their young	[H8765]
Gen.31.38	6	H352	, and the rams	
Gen.31.38	7	H6629	of thy flock	
Gen.31.38	8	H398	have I not eaten	[H8804]
Gen.31.39	1	H2966	That which was torn	
Gen.31.39	2	H935	of beasts I brought	[H8689]
Gen.31.39	3	H2398	not unto thee; I bare the loss	[H8762]
Gen.31.39	4	H3027	of it; of my hand	
Gen.31.39	5	H1245	didst thou require	[H8762]
Gen.31.39	6	H1589	it, whether stolen	[H8803]
Gen.31.39	7	H3117	by day	
Gen.31.39	8	H1589	, or stolen	[H8803]
Gen.31.39	9	H3915	by night.	
Gen.31.40	1	H3117	Thus I was; in the day	
Gen.31.40	2	H2721	the drought	
Gen.31.40	3	H398	consumed	[H8804]
Gen.31.40	4	H7140	me, and the frost	
Gen.31.40	5	H3915	by night	
Gen.31.40	6	H8142	; and my sleep	
Gen.31.40	7	H5074	departed	[H8799]
Gen.31.40	8	H5869	from mine eyes.	
Gen.31.41	1	H6242	Thus have I been twenty	
Gen.31.41	2	H8141	years	
Gen.31.41	3	H1004	in thy house	
Gen.31.41	4	H5647	; I served thee	[H8804]
Gen.31.41	5	H702	fourteen	
Gen.31.41	6	H6240		
Gen.31.41	7	H8141	years	
Gen.31.41	8	H8147	for thy two	
Gen.31.41	9	H1323	daughters	
Gen.31.41	10	H8337	, and six	
Gen.31.41	11	H8141	years	
Gen.31.41	12	H6629	for thy cattle	
Gen.31.41	13	H2498	: and thou hast changed	[H8686]
Gen.31.41	14	H4909	my wages	
Gen.31.41	15	H6235	ten	
Gen.31.41	16	H4489	times.	
Gen.31.42	1	H3884	Except	
Gen.31.42	2	H430	the God	
Gen.31.42	3	H1	of my father	
Gen.31.42	4	H430	, the God	
Gen.31.42	5	H85	of Abraham	
Gen.31.42	6	H6343	, and the fear	
Gen.31.42	7	H3327	of Isaac	
Gen.31.42	8	H7971	, had been with me, surely thou hadst sent me away	[H8765]
Gen.31.42	9	H7387	now empty	
Gen.31.42	10	H430	. God	
Gen.31.42	11	H7200	hath seen	[H8804]
Gen.31.42	12	H6040	mine affliction	
Gen.31.42	13	H3018	and the labour	
Gen.31.42	14	H3709	of my hands	
Gen.31.42	15	H3198	, and rebuked	[H8686]
Gen.31.42	16	H570	thee yesternight.	
Gen.31.43	1	H3837	And Laban	
Gen.31.43	2	H6030	answered	[H8799]
Gen.31.43	3	H559	and said	[H8799]
Gen.31.43	4	H3290	unto Jacob	
Gen.31.43	5	H1323	, These daughters	
Gen.31.43	6	H1323	are my daughters	
Gen.31.43	7	H1121	, and these children	
Gen.31.43	8	H1121	are my children	
Gen.31.43	9	H6629	, and these cattle	
Gen.31.43	10	H6629	are my cattle	
Gen.31.43	11	H7200	, and all that thou seest	[H8802]
Gen.31.43	12	H6213	is mine: and what can I do	[H8799]
Gen.31.43	13	H3117	this day	
Gen.31.43	14	H1323	unto these my daughters	
Gen.31.43	15	H176	, or	
Gen.31.43	16	H1121	unto their children	
Gen.31.43	17	H3205	which they have born	[H8804]
Gen.31.44	1	H3212	Now therefore come thou	[H8798]
Gen.31.44	2	H3772	, let us make	[H8799]
Gen.31.44	3	H1285	a covenant	
Gen.31.44	4	H5707	, I and thou; and let it be for a witness between me and thee.	
Gen.31.45	1	H3290	And Jacob	
Gen.31.45	2	H3947	took	[H8799]
Gen.31.45	3	H68	a stone	
Gen.31.45	4	H7311	, and set it up	[H8686]
Gen.31.45	5	H4676	for a pillar.	
Gen.31.46	1	H3290	And Jacob	
Gen.31.46	2	H559	said	[H8799]
Gen.31.46	3	H251	unto his brethren	
Gen.31.46	4	H3950	, Gather	[H8798]
Gen.31.46	5	H68	stones	
Gen.31.46	6	H3947	; and they took	[H8799]
Gen.31.46	7	H68	stones	
Gen.31.46	8	H6213	, and made	[H8799]
Gen.31.46	9	H1530	an heap	
Gen.31.46	10	H398	: and they did eat	[H8799]
Gen.31.46	11	H1530	there upon the heap.	
Gen.31.47	1	H3837	And Laban	
Gen.31.47	2	H7121	called	[H8799]
Gen.31.47	3	H3026	it Jegarsahadutha	
Gen.31.47	4	H3290	: but Jacob	
Gen.31.47	5	H7121	called	[H8804]
Gen.31.47	6	H1567	it Galeed.	
Gen.31.48	1	H3837	And Laban	
Gen.31.48	2	H559	said	[H8799]
Gen.31.48	3	H1530	, This heap	
Gen.31.48	4	H5707	is a witness	
Gen.31.48	5	H3117	between me and thee this day	
Gen.31.48	6	H8034	. Therefore was the name	
Gen.31.48	7	H7121	of it called	[H8804]
Gen.31.48	8	H1567	Galeed;	
Gen.31.49	1	H4709	And Mizpah	
Gen.31.49	2	H834	; for	
Gen.31.49	3	H559	he said	[H8804]
Gen.31.49	4	H3068	, The LORD	
Gen.31.49	5	H6822	watch	[H8799]
Gen.31.49	6	H5641	between me and thee, when we are absent	[H8735]
Gen.31.49	7	H376	one	
Gen.31.49	8	H7453	from another.	
Gen.31.50	1	H6031	If thou shalt afflict	[H8762]
Gen.31.50	2	H1323	my daughters	
Gen.31.50	3	H3947	, or if thou shalt take	[H8799]
Gen.31.50	4	H802	other wives	
Gen.31.50	5	H5921	beside	
Gen.31.50	6	H1323	my daughters	
Gen.31.50	7	H376	, no man	
Gen.31.50	8	H7200	is with us; see	[H8798]
Gen.31.50	9	H430	, God	
Gen.31.50	10	H5707	is witness betwixt me and thee.	
Gen.31.51	1	H3837	And Laban	
Gen.31.51	2	H559	said	[H8799]
Gen.31.51	3	H3290	to Jacob	
Gen.31.51	4	H1530	, Behold this heap	
Gen.31.51	5	H4676	, and behold this pillar	
Gen.31.51	6	H3384	, which I have cast	[H8804]
Gen.31.52	1	H1530	This heap	
Gen.31.52	2	H5707	be witness	
Gen.31.52	3	H4676	, and this pillar	
Gen.31.52	4	H5713	be witness	
Gen.31.52	5	H5674	, that I will not pass over	[H8799]
Gen.31.52	6	H1530	this heap	
Gen.31.52	7	H5674	to thee, and that thou shalt not pass over	[H8799]
Gen.31.52	8	H1530	this heap	
Gen.31.52	9	H4676	and this pillar	
Gen.31.52	10	H7451	unto me, for harm.	
Gen.31.53	1	H430	The God	
Gen.31.53	2	H85	of Abraham	
Gen.31.53	3	H430	, and the God	
Gen.31.53	4	H5152	of Nahor	
Gen.31.53	5	H430	, the God	
Gen.31.53	6	H1	of their father	
Gen.31.53	7	H8199	, judge	[H8799]
Gen.31.53	8	H3290	betwixt us. And Jacob	
Gen.31.53	9	H7650	sware	[H8735]
Gen.31.53	10	H6343	by the fear	
Gen.31.53	11	H1	of his father	
Gen.31.53	12	H3327	Isaac.	
Gen.31.54	1	H3290	Then Jacob	
Gen.31.54	2	H2076	offered	[H8799]
Gen.31.54	3	H2077	sacrifice	
Gen.31.54	4	H2022	upon the mount	
Gen.31.54	5	H7121	, and called	[H8799]
Gen.31.54	6	H251	his brethren	
Gen.31.54	7	H398	to eat	[H8800]
Gen.31.54	8	H3899	bread	
Gen.31.54	9	H398	: and they did eat	[H8799]
Gen.31.54	10	H3899	bread	
Gen.31.54	11	H3885	, and tarried all night	[H8799]
Gen.31.54	12	H2022	in the mount.	
Gen.31.55	1	H7925	And early	
Gen.31.55	2	H1242	in the morning	
Gen.31.55	3	H3837	Laban	
Gen.31.55	4	H7925	rose up	[H8686]
Gen.31.55	5	H5401	, and kissed	[H8762]
Gen.31.55	6	H1121	his sons	
Gen.31.55	7	H1323	and his daughters	
Gen.31.55	8	H1288	, and blessed	[H8762]
Gen.31.55	9	H3837	them: and Laban	
Gen.31.55	10	H3212	departed	[H8799]
Gen.31.55	11	H7725	, and returned	[H8799]
Gen.31.55	12	H4725	unto his place.	
Gen.32.1	1	H3290	And Jacob	
Gen.32.1	2	H1980	went	[H8804]
Gen.32.1	3	H1870	on his way	
Gen.32.1	4	H4397	, and the angels	
Gen.32.1	5	H430	of God	
Gen.32.1	6	H6293	met	[H8799]
Gen.32.2	1	H3290	And when Jacob	
Gen.32.2	2	H7200	saw them	[H8804]
Gen.32.2	3	H559	, he said	[H8799]
Gen.32.2	4	H430	, This is God's	
Gen.32.2	5	H4264	host	
Gen.32.2	6	H7121	: and he called	[H8799]
Gen.32.2	7	H8034	the name	
Gen.32.2	8	H4725	of that place	
Gen.32.2	9	H4266	Mahanaim.	
Gen.32.3	1	H3290	And Jacob	
Gen.32.3	2	H7971	sent	[H8799]
Gen.32.3	3	H4397	messengers	
Gen.32.3	4	H6440	before him	
Gen.32.3	5	H6215	to Esau	
Gen.32.3	6	H251	his brother	
Gen.32.3	7	H776	unto the land	
Gen.32.3	8	H8165	of Seir	
Gen.32.3	9	H7704	, the country	
Gen.32.3	10	H123	of Edom.	
Gen.32.4	1	H6680	And he commanded	[H8762]
Gen.32.4	2	H559	them, saying	[H8800]
Gen.32.4	3	H559	, Thus shall ye speak	[H8799]
Gen.32.4	4	H113	unto my lord	
Gen.32.4	5	H6215	Esau	
Gen.32.4	6	H5650	; Thy servant	
Gen.32.4	7	H3290	Jacob	
Gen.32.4	8	H559	saith	[H8804]
Gen.32.4	9	H1481	thus, I have sojourned	[H8804]
Gen.32.4	10	H3837	with Laban	
Gen.32.4	11	H309	, and stayed there	[H8799]
Gen.32.5	1	H7794	And I have oxen	
Gen.32.5	2	H2543	, and asses	
Gen.32.5	3	H6629	, flocks	
Gen.32.5	4	H5650	, and menservants	
Gen.32.5	5	H8198	, and womenservants	
Gen.32.5	6	H7971	: and I have sent	[H8799]
Gen.32.5	7	H5046	to tell	[H8687]
Gen.32.5	8	H113	my lord	
Gen.32.5	9	H4672	, that I may find	[H8800]
Gen.32.5	10	H2580	grace	
Gen.32.5	11	H5869	in thy sight.	
Gen.32.6	1	H4397	And the messengers	
Gen.32.6	2	H7725	returned	[H8799]
Gen.32.6	3	H3290	to Jacob	
Gen.32.6	4	H559	, saying	[H8800]
Gen.32.6	5	H935	, We came	[H8804]
Gen.32.6	6	H251	to thy brother	
Gen.32.6	7	H6215	Esau	
Gen.32.6	8	H1980	, and also he cometh	[H8802]
Gen.32.6	9	H7125	to meet thee	[H8800]
Gen.32.6	10	H3967	, and four hundred	
Gen.32.6	11	H376	men with him.	
Gen.32.7	1	H3290	Then Jacob	
Gen.32.7	2	H3966	was greatly	
Gen.32.7	3	H3372	afraid	[H8799]
Gen.32.7	4	H3334	and distressed	[H8799]
Gen.32.7	5	H2673	: and he divided	[H8799]
Gen.32.7	6	H5971	the people	
Gen.32.7	7	H6629	that was with him, and the flocks	
Gen.32.7	8	H1241	, and herds	
Gen.32.7	9	H1581	, and the camels	
Gen.32.7	10	H8147	, into two	
Gen.32.7	11	H4264	bands;	
Gen.32.8	1	H559	And said	[H8799]
Gen.32.8	2	H6215	, If Esau	
Gen.32.8	3	H935	come	[H8799]
Gen.32.8	4	H259	to the one	
Gen.32.8	5	H4264	company	
Gen.32.8	6	H5221	, and smite it	[H8689]
Gen.32.8	7	H4264	, then the other company	
Gen.32.8	8	H7604	which is left	[H8737]
Gen.32.8	9	H6413	shall escape.	
Gen.32.9	1	H3290	And Jacob	
Gen.32.9	2	H559	said	[H8799]
Gen.32.9	3	H430	, O God	
Gen.32.9	4	H1	of my father	
Gen.32.9	5	H85	Abraham	
Gen.32.9	6	H430	, and God	
Gen.32.9	7	H1	of my father	
Gen.32.9	8	H3327	Isaac	
Gen.32.9	9	H3068	, the LORD	
Gen.32.9	10	H559	which saidst	[H8802]
Gen.32.9	11	H7725	unto me, Return	[H8798]
Gen.32.9	12	H776	unto thy country	
Gen.32.9	13	H4138	, and to thy kindred	
Gen.32.9	14	H3190	, and I will deal well	[H8686]
Gen.32.10	1	H6994	I am not worthy of the least	[H8804]
Gen.32.10	2	H2617	of all the mercies	
Gen.32.10	3	H571	, and of all the truth	
Gen.32.10	4	H6213	, which thou hast shewed	[H8804]
Gen.32.10	5	H5650	unto thy servant	
Gen.32.10	6	H4731	; for with my staff	
Gen.32.10	7	H5674	I passed over	[H8804]
Gen.32.10	8	H3383	this Jordan	
Gen.32.10	9	H8147	; and now I am become two	
Gen.32.10	10	H4264	bands.	
Gen.32.11	1	H5337	Deliver me	[H8685]
Gen.32.11	2	H3027	, I pray thee, from the hand	
Gen.32.11	3	H251	of my brother	
Gen.32.11	4	H3027	, from the hand	
Gen.32.11	5	H6215	of Esau	
Gen.32.11	6	H3373	: for I fear	
Gen.32.11	7	H935	him, lest he will come	[H8799]
Gen.32.11	8	H5221	and smite me	[H8689]
Gen.32.11	9	H517	, and the mother	
Gen.32.11	10	H5921	with	
Gen.32.11	11	H1121	the children.	
Gen.32.12	1	H559	And thou saidst	[H8804]
Gen.32.12	2	H3190	, I will surely	[H8687]
Gen.32.12	3	H3190	do thee good	[H8686]
Gen.32.12	4	H7760	, and make	[H8804]
Gen.32.12	5	H2233	thy seed	
Gen.32.12	6	H2344	as the sand	
Gen.32.12	7	H3220	of the sea	
Gen.32.12	8	H5608	, which cannot be numbered	[H8735]
Gen.32.12	9	H7230	for multitude.	
Gen.32.13	1	H3885	And he lodged	[H8799]
Gen.32.13	2	H3915	there that same night	
Gen.32.13	3	H3947	; and took	[H8799]
Gen.32.13	4	H935	of that which came	[H8802]
Gen.32.13	5	H3027	to his hand	
Gen.32.13	6	H4503	a present	
Gen.32.13	7	H6215	for Esau	
Gen.32.13	8	H251	his brother;	
Gen.32.14	1	H3967	Two hundred	
Gen.32.14	2	H5795	she goats	
Gen.32.14	3	H6242	, and twenty	
Gen.32.14	4	H8495	he goats	
Gen.32.14	5	H3967	, two hundred	
Gen.32.14	6	H7353	ewes	
Gen.32.14	7	H6242	, and twenty	
Gen.32.14	8	H352	rams,	
Gen.32.15	1	H7970	Thirty	
Gen.32.15	2	H3243	milch	[H8688]
Gen.32.15	3	H1581	camels	
Gen.32.15	4	H1121	with their colts	
Gen.32.15	5	H705	, forty	
Gen.32.15	6	H6510	kine	
Gen.32.15	7	H6235	, and ten	
Gen.32.15	8	H6499	bulls	
Gen.32.15	9	H6242	, twenty	
Gen.32.15	10	H860	she asses	
Gen.32.15	11	H6235	, and ten	
Gen.32.15	12	H5895	foals.	
Gen.32.16	1	H5414	And he delivered	[H8799]
Gen.32.16	2	H3027	them into the hand	
Gen.32.16	3	H5650	of his servants	
Gen.32.16	4	H5739	, every drove	
Gen.32.16	5	H559	by themselves; and said	[H8799]
Gen.32.16	6	H5650	unto his servants	
Gen.32.16	7	H5674	, Pass over	[H8798]
Gen.32.16	8	H6440	before me	
Gen.32.16	9	H7760	, and put	[H8799]
Gen.32.16	10	H7305	a space	
Gen.32.16	11	H996	betwixt	
Gen.32.16	12	H5739	drove	
Gen.32.16	13	H996	and	
Gen.32.16	14	H5739	drove.	
Gen.32.17	1	H6680	And he commanded	[H8762]
Gen.32.17	2	H7223	the foremost	
Gen.32.17	3	H559	, saying	[H8800]
Gen.32.17	4	H6215	, When Esau	
Gen.32.17	5	H251	my brother	
Gen.32.17	6	H6298	meeteth thee	[H8799]
Gen.32.17	7	H7592	, and asketh thee	[H8804]
Gen.32.17	8	H559	, saying	[H8800]
Gen.32.17	9	H3212	, Whose art thou? and whither goest	[H8799]
Gen.32.17	10	H6440	thou? and whose are these before thee?	
Gen.32.18	1	H559	Then thou shalt say	[H8804]
Gen.32.18	2	H5650	, They be thy servant	
Gen.32.18	3	H3290	Jacob's	
Gen.32.18	4	H4503	; it is a present	
Gen.32.18	5	H7971	sent	[H8803]
Gen.32.18	6	H113	unto my lord	
Gen.32.18	7	H6215	Esau	
Gen.32.18	8	H310	: and, behold, also he is behind us.	
Gen.32.19	1	H1571	And so	
Gen.32.19	2	H6680	commanded he	[H8762]
Gen.32.19	3	H8145	the second	
Gen.32.19	4	H7992	, and the third	
Gen.32.19	5	H1980	, and all that followed	[H8802]
Gen.32.19	6	H310		
Gen.32.19	7	H5739	the droves	
Gen.32.19	8	H559	, saying	[H8800]
Gen.32.19	9	H1697	, On this manner	
Gen.32.19	10	H1696	shall ye speak	[H8762]
Gen.32.19	11	H6215	unto Esau	
Gen.32.19	12	H4672	, when ye find	[H8800]
Gen.32.20	1	H559	And say ye	[H8804]
Gen.32.20	2	H1571	moreover	
Gen.32.20	3	H5650	, Behold, thy servant	
Gen.32.20	4	H3290	Jacob	
Gen.32.20	5	H310	is behind us	
Gen.32.20	6	H559	. For he said	[H8804]
Gen.32.20	7	H3722	, I will appease	[H8762]
Gen.32.20	8	H6440	him	
Gen.32.20	9	H4503	with the present	
Gen.32.20	10	H1980	that goeth	[H8802]
Gen.32.20	11	H6440	before me	
Gen.32.20	12	H310	, and afterward	
Gen.32.20	13	H7200	I will see	[H8799]
Gen.32.20	14	H6440	his face	
Gen.32.20	15	H5375	; peradventure he will accept	[H8799]
Gen.32.20	16	H6440	of me.	
Gen.32.21	1	H5674	So went	
Gen.32.21	2	H4503	the present	
Gen.32.21	3	H5674	over	[H8799]
Gen.32.21	4	H6440	before him	
Gen.32.21	5	H3885	: and himself lodged	[H8804]
Gen.32.21	6	H3915	that night	
Gen.32.21	7	H4264	in the company.	
Gen.32.22	1	H6965	And he rose up	[H8799]
Gen.32.22	2	H3915	that night	
Gen.32.22	3	H3947	, and took	[H8799]
Gen.32.22	4	H8147	his two	
Gen.32.22	5	H802	wives	
Gen.32.22	6	H8147	, and his two	
Gen.32.22	7	H8198	womenservants	
Gen.32.22	8	H6240	, and his eleven	
Gen.32.22	9	H259		
Gen.32.22	10	H3206	sons	
Gen.32.22	11	H5674	, and passed over	[H8799]
Gen.32.22	12	H4569	the ford	
Gen.32.22	13	H2999	Jabbok.	
Gen.32.23	1	H3947	And he took them	[H8799]
Gen.32.23	2	H5674	, and sent them over	[H8686]
Gen.32.23	3	H5158	the brook	
Gen.32.23	4	H5674	, and sent over	[H8686]
Gen.32.24	1	H3290	And Jacob	
Gen.32.24	2	H3498	was left	[H8735]
Gen.32.24	3	H79	alone; and there wrestled	[H8735]
Gen.32.24	4	H376	a man	
Gen.32.24	5	H5927	with him until the breaking	[H8800]
Gen.32.24	6	H7837	of the day.	
Gen.32.25	1	H7200	And when he saw	[H8799]
Gen.32.25	2	H3201	that he prevailed	[H8804]
Gen.32.25	3	H5060	not against him, he touched	[H8799]
Gen.32.25	4	H3409	the hollow of his thigh	
Gen.32.25	5	H3709	; and the hollow	
Gen.32.25	6	H3290	of Jacob's	
Gen.32.25	7	H3409	thigh	
Gen.32.25	8	H3363	was out of joint	[H8799]
Gen.32.25	9	H79	, as he wrestled	[H8736]
Gen.32.26	1	H559	And he said	[H8799]
Gen.32.26	2	H7971	, Let me go	[H8761]
Gen.32.26	3	H7837	, for the day	
Gen.32.26	4	H5927	breaketh	[H8804]
Gen.32.26	5	H559	. And he said	[H8799]
Gen.32.26	6	H7971	, I will not let thee go	[H8762]
Gen.32.26	7	H518	, except	
Gen.32.26	8	H1288	thou bless	[H8765]
Gen.32.27	1	H559	And he said	[H8799]
Gen.32.27	2	H8034	unto him, What is thy name	
Gen.32.27	3	H559	? And he said	[H8799]
Gen.32.27	4	H3290	, Jacob.	
Gen.32.28	1	H559	And he said	[H8799]
Gen.32.28	2	H8034	, Thy name	
Gen.32.28	3	H559	shall be called	[H8735]
Gen.32.28	4	H3290	no more Jacob	
Gen.32.28	5	H3478	, but Israel	
Gen.32.28	6	H8280	: for as a prince hast thou power	[H8804]
