Strong-szám	Szótő	Kiejtés	Rövid jelentés
G0131	αἱμορροέω	haimorroousa	to bleed
G0132	Αἰνέας	Ainean	Aeneas
G0133	αἴνεσις	aineseōs	praise
G0134	αἰνέω	ainountōn	to praise
G0135	αἴνιγμα	ainigmati	obscure thing
G0136	αἶνος	ainon	praise
G0137	Αἰνών	Ainōn	Aenon
G0138	αἱρέω	hairēsomai	to choose
G0139	αἵρεσις	airesis	sect
G0140	αἱρετίζω	hēretisa	to choose
G0141	αἱρετικός	hairetikon	schismatic
G0142	αἴρω	arousin	to take up
G0143	αἰσθάνομαι	aisthōntai	to perceive
G0144	αἴσθησις	aisthēsei	insight
G0145	αἰσθητήριον	aisthētēria	sense
G0146	αἰσχροκερδής	aischrokerdē	greedy
G0147	αἰσχροκερδῶς	aischrokerdōs	greedily
G0148	αἰσχρολογία	aischrologian	obscenity
G0150	αἰσχρός	aischron	shameful
G0151	αἰσχρότης	aischrotēs	obscenity
G0152	αἰσχύνη	aischunēs	shame
G0153	αἰσχύνω	aischunomai	be ashamed
G0154	αἰτέω	aitounti	to ask
G0155	αἴτημα	aitēma	request
G0156	αἰτία	aitian	cause/charge
G0157	αἰτίαμα	aitiōmata	charge
G0159	αἴτιος	aition	causer
G0160	αἰφνίδιος	aiphnidios	sudden
G0161	αἰχμαλωσία	aichmalōsian	captivity
G0162	αἰχμαλωτεύω	ēchmalōteusen	to take captive
G0163	αἰχμαλωτίζω	aichmalōtisthēsontai	to capture
G0164	αἰχμάλωτος	aichmalōtois	captive
G0165	αἰών	aiōnas	an age
G0166	αἰώνιος	aiōnion	eternal
G0167	ἀκαθαρσία	akatharsias	impurity
G0169	ἀκάθαρτος	akathartōn	unclean
G0170	ἀκαιρέω	ēkaireisthe	to lack opportunity
G0171	ἀκαίρως	akairōs	unseasonably
G0172	ἄκακος	akakōn	innocent
G0173	ἄκανθα	akanthōn	a thorn
G0174	ἀκάνθινος	akanthinon	thorny
G0175	ἄκαρπος	akarpos	unfruitful
G0176	ἀκατάγνωστος	akatagnōston	beyond reproach
G0177	ἀκατακάλυπτος	akatakaluptō	uncovered
G0178	ἀκατάκριτος	akatakritous	uncondemned
G0179	ἀκατάλυτος	akatalutou	indestructible
G0180	ἀκατάπαυστος	akatapaustous	unceasing
G0181	ἀκαταστασία	akatastasias	disorder
G0182	ἀκατάστατος	akatastatos	restless
G0184	Ἀκελδαμά	Hakeldamach	Akeldama
G0185	ἀκέραιος	akeraioi	innocent
G0186	ἀκλινής	aklinē	unwavering
G0187	ἀκμάζω	ēkmasan	to ripen
G0188	ἀκμήν	akmēn	still
G0189	ἀκοή	akoē	hearing
G0190	ἀκολουθέω	ēkolouthēsan	to follow
G0191	ἀκούω	Akousas	to hear
G0192	ἀκρασία	akrasias	self-indulgence
G0193	ἀκρατής	akrateis	intemperate
G0194	ἄκρατος	akratou	undiluted
G0195	ἀκρίβεια	akribeian	strictness
G0196	ἀκριβέστατος	akribestatēn	strictest
G0197	ἀκριβέστερον	akribesteron	stricter
G0198	ἀκριβόω	ēkribōsen	be exactly
G0199	ἀκριβῶς	akribōs	exactly
G0200	ἀκρίς	akrides	locust
G0201	ἀκροατήριον	akroatērion	hall
G0202	ἀκροατής	akroatai	hearer
G0203	ἀκροβυστία	akrobustian	uncircumcision
G0204	ἀκρογωνιαῖος	akrogōniaiou	cornerstone
G0205	ἀκροθίνιον	akrothiniōn	fine spoils
G0206	ἄκρον	akrōn	end
G0207	Ἀκύλας	Akulan	Aquila
G0208	ἀκυρόω	ēkurōsate	to nullify
G0209	ἀκωλύτως	akōlutōs	freely
G0210	ἄκων	akōn	unwilling
G0211	ἀλάβαστρον	alabastron	jar
G0212	ἀλαζονεία	alazoneiais	boasting
G0213	ἀλαζών	alazonas	braggart
G0214	ἀλαλάζω	alalazontas	to wail
G0215	ἀλάλητος	alalētois	inexpressible
G0216	ἄλαλος	alalous	mute
G0217	ἅλας	halas	salt
G0218	ἀλείφω	aleipsai	to anoint
G0219	ἀλεκτοροφωνία	alektorophōnias	crowing
G0220	ἀλέκτωρ	alektora	rooster
G0221	Ἀλεξανδρεύς	Alexandreōn	Alexandrian
G0222	Ἀλεξανδρῖνος	Alexandrinon	Alexandrian
G0223	Ἀλέξανδρος	Alexandrou	Alexander
G0224	ἄλευρον	aleurou	flour
G0225	ἀλήθεια	alētheia	truth
G0226	ἀληθεύω	alētheuōn	be truthful
G0227	ἀληθής	alēthēs	true
G0228	ἀληθινός	alēthinon	true
G0229	ἀλήθω	alēthousai	to grind
G0230	ἀληθῶς	alēthōs	truly
G0231	ἁλιεύς	halieis	fisherman
G0232	ἁλιεύω	halieuein	to fish
G0233	ἁλίζω	halisthēsetai	to salt
G0234	ἀλίσγημα	alisgēmatōn	defilement
G0235	ἀλλά	all᾽	but
G0236	ἀλλάσσω	allaxei	to change
G0237	ἀλλαχόθεν	allachou	from elsewhere
G0238	ἀλληγορέω	allēgoroumena	to use an analogy
G0239	ἀλληλουϊα	hallēlouia	hallelujah
G0240	ἀλλήλων	allēlous	one another
G0241	ἀλλογενής	allogenēs	foreign
G0242	ἅλλομαι	hallomenou	to spring
G0243	ἄλλος	allēs	another
G0244	ἀλλοτριεπίσκοπος	allotriepiskopos	meddler
G0245	ἀλλότριος	allotriōn	another’s
G0246	ἀλλόφυλος	allophulō	foreigner
G0247	ἄλλως	allōs	otherwise
G0248	ἀλοάω	aloōnta	to thresh
G0249	ἄλογος	alogon	unreasonable
G0250	ἀλόη	aloēs	aloes
G0251	ἅλς	hali	salt
G0252	ἁλυκός	halukon	salty
G0253	ἄλυπος	alupoteros	without anxiety
G0254	ἅλυσις	halusei	chain
G0255	ἀλυσιτελής	alusiteles	unprofitable
G0256	Ἀλφαῖος	Halphaiou	Alphaeus
G0257	ἅλων	halōna	threshing-floor
G0258	ἀλώπηξ	alōpekes	fox
G0259	ἅλωσις	halōsin	capture
G0260	ἅμα	hama	together
G0261	ἀμαθής	amatheis	ignorant
G0262	ἀμαράντινος	amarantinon	unfading
G0263	ἀμάραντος	amaranton	unfading
G0264	ἁμαρτάνω	hamartēsē	to sin
G0265	ἁμάρτημα	hamartēmata	sin
G0266	ἁμαρτία	hamartiōn	sin
G0267	ἀμάρτυρος	amarturon	without witness
G0268	ἁμαρτωλός	hamartōloi	sinful
G0269	ἄμαχος	amachon	peacable
G0270	ἀμάω	amēsantōn	to mow
G0271	ἀμέθυστος	amethustos	amethyst
G0272	ἀμελέω	amelēsantes	to neglect
G0273	ἄμεμπτος	amemptoi	blameless
G0274	ἀμέμπτως	amemptōs	blamelessly
G0275	ἀμέριμνος	amerimnous	untroubled
G0276	ἀμετάθετος	ametatheton	unchangeable
G0277	ἀμετακίνητος	ametakinētoi	immovable
G0278	ἀμεταμέλητος	ametamelēta	irrevocable
G0279	ἀμετανόητος	ametanoēton	unrepentant
G0280	ἄμετρος	ametra	immoderate
G0281	ἀμήν	amēn	amen
G0282	ἀμήτωρ	amētōr	motherless
G0283	ἀμίαντος	amiantos	pure
G0284	Ἀμιναδάβ	Aminadab	Amminadab
G0285	ἄμμος	ammon	sand
G0286	ἀμνός	amnos	lamb
G0287	ἀμοιβή	amoibas	repayment
G0288	ἄμπελος	ampelou	vine
G0289	ἀμπελουργός	ampelourgon	a vine-worker
G0290	ἀμπελών	ampelōna	vineyard
G0291	Ἀμπλίας	Ampliaton	Ampliatus
G0292	ἀμύνω	ēmunato	to defend
G0293	ἀμφίβληστρον	amphiblēstron	net
G0294	ἀμφιέννυμι	amphiennusin	to clothe
G0295	Ἀμφίπολις	Amphipolin	Amphipolis
G0296	ἄμφοδον	amphodou	street
G0297	ἀμφότερος	amphoteroi	both
G0298	ἀμώμητος	amōmētoi	blameless
G0299	ἄμωμος	amōmous	blameless
G0301	Ἀμώς	Amōs	Amos
G0302	ἄν	an	if
G0303	ἀνά	ana	each
G0304	ἀναβαθμός	anabathmous	stairs
G0305	ἀναβαίνω	anebē	to ascend
G0306	ἀναβάλλω	Anebaleto	to defer
G0307	ἀναβιβάζω	anabibasantes	to pull up
G0308	ἀναβλέπω	anablepousin	to look up/see again
G0309	ἀνάβλεψις	anablepsin	recovery of sight
G0310	ἀναβοάω	aneboēsen	to cry out
G0311	ἀναβολή	anabolēn	delay
G0312	ἀναγγέλλω	anangelei	to report
G0313	ἀναγεννάω	anagennēsas	to beget
G0314	ἀναγινώσκω	anegnōte	to read
G0315	ἀναγκάζω	ēnagkasen	to compel
G0316	ἀναγκαῖος	anagkaious	necessary
G0317	ἀναγκαστῶς	anagkastōs	necessarily
G0318	ἀνάγκη	anagkē	necessity
G0319	ἀναγνωρίζω	anegnōristhē	to recognize
G0320	ἀνάγνωσις	anagnōsin	reading
G0321	ἀνάγω	anēchthē	to lead
G0322	ἀναδείκνυμι	anedeixen	to appoint
G0323	ἀνάδειξις	anadeixeōs	public appearance
G0324	ἀναδέχομαι	anadexamenos	to receive
G0325	ἀναδίδωμι	anadontes	to deliver
G0326	ἀναζάω	anezēsen	to revive
G0327	ἀναζητέω	anezētoun	to search
G0328	ἀναζώννυμι	anazōsamenoi	to gird
G0329	ἀναζωπυρέω	anazōpurein	to rekindle
G0330	ἀναθάλλω	anethalete	to renew
G0331	ἀνάθεμα	anathemati	devoted
G0332	ἀναθεματίζω	anathematizein	to take an oath
G0333	ἀναθεωρέω	anatheōrōn	to contemplate
G0334	ἀνάθεμα	anathēmasin	devoted
G0335	ἀναίδεια	anaideian	shamelessnes
G0336	ἀναίρεσις	anairesei	murder
G0337	ἀναιρέω	aneilen	to do away with
G0338	ἀναίτιος	anaitioi	innocent
G0339	ἀνακαθίζω	anekathisen	to sit up
G0340	ἀνακαινίζω	anakainizein	to restore
G0341	ἀνακαινόω	anakainoutai	to renew
G0342	ἀνακαίνωσις	anakainōsei	renewal
G0343	ἀνακαλύπτω	anakaluptomenon	to unveil
G0344	ἀνακάμπτω	anakampsai	to return
G0345	ἀνάκειμαι	anakeimenou	to recline
G0346	ἀνακεφαλαιόομαι	anakephalaioutai	to summarise
G0347	ἀνακλίνω	anaklithēsontai	to recline
G0349	ἀνακράζω	anekraxen	to yell
G0350	ἀνακρίνω	anakrinas	to investigate
G0351	ἀνάκρισις	anakriseōs	investigation
G0352	ἀνακύπτω	anakupsai	to straighten up
G0353	ἀναλαμβάνω	anelēphthē	to take up
G0354	ἀνάληψις	analēmpseōs	ascension
G0355	ἀναλίσκω	analōsai	to consume
G0356	ἀναλογία	analogian	proportion
G0357	ἀναλογίζομαι	analogisasthe	to consider
G0358	ἄναλος	analon	unsalty
G0359	ἀνάλυσις	analuseōs	departure
G0360	ἀναλύω	analusē	to depart
G0361	ἀναμάρτητος	anamartētos	sinless
G0362	ἀναμένω	anamenein	to await
G0363	ἀναμιμνήσκω	anamnēstheis	to remind
G0364	ἀνάμνησις	anamnēsin	remembrance
G0365	ἀνανεόομαι	ananeousthai	to renew
G0366	ἀνανήφω	ananēpsōsin	to regain senses
G0367	Ἀνανίας	Hananias	Ananias
G0368	ἀναντίρρητος	anantirrētōn	indisputable
G0369	ἀναντιρρήτως	anantirrētōs	without objection
G0370	ἀνάξιος	anaxioi	unworthy
G0371	ἀναξίως	anaxiōs	unworthily
G0372	ἀνάπαυσις	anapausin	rest
G0373	ἀναπαύω	anapausō	to give rest
G0374	ἀναπείθω	anapeithei	to persuade
G0375	ἀναπέμπω	anepempsen	to send back
G0376	ἀνάπηρος	anapeirous	crippled
G0377	ἀναπίπτω	anapesein	to recline
G0378	ἀναπληρόω	anaplēroutai	to fulfil
G0379	ἀναπολόγητος	anapologētous	inexcusable
G0380	ἀναπτύσσω	anaptuxas	to unroll
G0381	ἀνάπτω	anēphthē	to kindle
G0382	ἀναρίθμητος	anarithmētos	countless
G0383	ἀνασείω	aneseisan	to incite
G0384	ἀνασκευάζω	anaskeuazontes	to upset
G0385	ἀνασπάω	anaspasei	to pull up
G0386	ἀνάστασις	anastasin	resurrection
G0387	ἀναστατόω	anastatōsantes	to cause trouble
G0388	ἀνασταυρόω	anastaurountas	to recrucify
G0389	ἀναστενάζω	anastenaxas	to sigh deeply
G0390	ἀναστρέφω	anastrepsantes	to live/return
G0391	ἀναστροφή	anastrophēn	behaviour
G0392	ἀνατάσσω	anataxasthai	to compile
G0393	ἀνατέλλω	aneteilen	to rise
G0394	ἀνατίθημι	anetheto	to set before
G0395	ἀνατολή	anatolōn	east
G0396	ἀνατρέπω	anetrepsen	to overturn
G0397	ἀνατρέφω	anetraphē	to bring up
G0398	ἀναφαίνω	anaphainesthai	to appear
G0399	ἀναφέρω	anapherei	to carry up
G0400	ἀναφωνέω	anephōnēsen	to exclaim
G0401	ἀνάχυσις	anachusin	outpouring
G0402	ἀναχωρέω	anechōrēsan	to leave
G0404	ἀναψύχω	anepsuxen	to refresh
G0405	ἀνδραποδιστής	andrapodistais	slave-trader
G0406	Ἀνδρέας	Andrean	Andrew
G0407	ἀνδρίζω	andrizesthe	to act like a man
G0408	Ἀνδρόνικος	Andronikon	Andronicus
G0409	ἀνδροφόνος	androphonois	murderer
G0410	ἀνέγκλητος	anegklētous	irreproachable
G0411	ἀνεκδιήγητος	anekdiēgētō	indescribable
G0412	ἀνεκλάλητος	aneklalētō	inexpressible
G0413	ἀνέκλειπτος	anekleipton	inexhaustible
G0414	ἀνεκτός	anektoteron	bearable
G0415	ἀνελεήμων	aneleēmonas	merciless
G0416	ἀνεμίζομαι	anemizomenō	be wind-blown
G0417	ἄνεμος	anemoi	wind
G0418	ἀνένδεκτος	anendekton	impossible
G0419	ἀνεξερεύνητος	anexeraunēta	unsearchable
G0420	ἀνεξίκακος	anexikakon	not resentful
G0421	ἀνεξιχνίαστος	anexichniastoi	unsearchable
G0422	ἀνεπαίσχυντος	anepaischunton	unashamed
G0423	ἀνεπίληπτος	anepilēmpton	irreproachable
G0424	ἀνέρχομαι	anēlthen	to go up
G0425	ἄνεσις	anesin	rest
G0426	ἀνετάζω	anetazesthai	to question
G0427	ἄνευ	aneu	without
G0428	ἀνεύθετος	Aneuthetou	unsuitable
G0429	ἀνευρίσκω	aneuran	to find
G0430	ἀνέχω	anexomai	to endure
G0431	ἀνεψιός	anepsios	cousin
G0432	ἄνηθον	anēthon	dill
G0433	ἀνήκω	anēken	be fitting
G0434	ἀνήμερος	anēmeroi	brutal
G0435	ἀνήρ	andra	man
G0436	ἀνθίστημι	antistēnai	to oppose
G0437	ἀνθομολογέομαι	anthōmologeito	to praise
G0438	ἄνθος	anthos	flower
G0439	ἀνθρακιά	anthrakian	charcoal fire
G0440	ἄνθραξ	anthrakas	charcoal
G0441	ἀνθρωπάρεσκος	anthrōpareskoi	people-pleaser
G0442	ἀνθρώπινος	anthrōpinōn	human
G0443	ἀνθρωποκτόνος	anthrōpoktonos	murderer
G0444	ἄνθρωπος	anthrōpos	a human
G0446	ἀνθύπατος	anthupatō	proconsul
G0447	ἀνίημι	anethē	to loosen/leave
G0448	ἀνίλεως	aneleos	merciless
G0449	ἄνιπτος	aniptois	unwashed
G0450	ἀνίστημι	anastas	to arise
G0451	Ἄννα	Hanna	Anna
G0452	Ἄννας	Hanna	Annas
G0453	ἀνόητος	anoētoi	foolish
G0454	ἄνοια	anoias	folly
G0455	ἀνοίγω	anoixantes	to open
G0456	ἀνοικοδομέω	anoikodomēsō	to rebuild
G0457	ἄνοιξις	anoixei	opening
G0458	ἀνομία	anomian	lawlessness
G0459	ἄνομος	anomōn	lawless
G0460	ἀνόμως	anomōs	without law
G0461	ἀνορθόω	anōrthōthē	to restore
G0462	ἀνόσιος	anosiois	unholy
G0463	ἀνοχή	anochēs	tolerance
G0464	ἀνταγωνίζομαι	antagōnizomenoi	to struggle
G0465	ἀντάλλαγμα	antallagma	in exchange
G0466	ἀνταναπληρόω	antanaplērō	to fill up in turn
G0467	ἀνταποδίδωμι	antapodounai	to repay
G0468	ἀνταπόδομα	antapodoma	repayment
G0469	ἀνταπόδοσις	antapodosin	reward
G0470	ἀνταποκρίνομαι	antapokrithēnai	to contradict
G0471	ἀντεῖπον	anteipein	to contradict
G0472	ἀντέχω	anthexetai	to cling to
G0473	ἀντί	anti	for
G0474	ἀντιβάλλω	antiballete	to discuss
G0475	ἀντιδιατίθημι	antidiatithemenous	to oppose
G0476	ἀντίδικος	antidikō	opponent
G0477	ἀντίθεσις	antitheseis	opposition
G0478	ἀντικαθίστημι	antikatestēte	to resist
G0479	ἀντικαλέω	antikalesōsin	to invite in return
G0480	ἀντίκειμαι	antikeimenoi	be an opponent
G0481	ἄντικρυς	antikrus	opposite
G0482	ἀντιλαμβάνω	antelabeto	to help
G0483	ἀντιλέγω	antilegomenon	to dispute
G0484	ἀντίληψις	antilēmpseis	help
G0485	ἀντιλογία	antilogias	dispute
G0486	ἀντιλοιδορέω	anteloidorei	to retaliate
G0487	ἀντίλυτρον	antilutron	ransom
G0488	ἀντιμετρέω	antimetrēthēsetai	to return
G0489	ἀντιμισθία	antimisthian	recompense
G0490	Ἀντιόχεια	Antiocheias	Antioch
G0491	Ἀντιοχεύς	Antiochea	Antiochian
G0492	ἀντιπαρέρχομαι	antiparēlthen	to pass
G0493	Ἀντίπας	Antipas	Antipas
G0494	Ἀντιπατρίς	Antipatrida	Antipatris
G0495	ἀντιπέραν	antipera	opposite
G0496	ἀντιπίπτω	antipiptete	to resist
G0497	ἀντιστρατεύομαι	antistrateuomenon	to wage war against
G0498	ἀντιτάσσω	Antitassomenōn	to resist
G0499	ἀντίτυπος	antitupa	representation
G0500	ἀντίχριστος	antichristos	antichrist
G0501	ἀντλέω	antlēsate	to draw
G0502	ἄντλημα	antlēma	bucket
G0503	ἀντοφθαλμέω	antophthalmein	to face
G0504	ἄνυδρος	anudrōn	waterless
G0505	ἀνυπόκριτος	anupokritos	genuine
G0506	ἀνυπότακτος	anupotaktois	insubordinate
G0507	ἄνω	anō	above
G0508	ἀνώγεον	anagaion	an upper room
G0509	ἄνωθεν	anōthen	from above/again
G0510	ἀνωτερικός	anōterika	interior
G0511	ἀνώτερος	anōteron	higher
G0512	ἀνωφελής	anōpheleis	useless
G0513	ἀξίνη	axinē	axe
G0514	ἄξιος	axion	worthy
G0515	ἀξιόω	ēxiōsa	to deem worthy
G0516	ἀξίως	axiōs	appropriately
G0517	ἀόρατος	aorata	invisible
G0518	ἀπαγγέλλω	apangeilate	to announce
G0519	ἀπάγχω	apēgxato	to strangle
G0520	ἀπάγω	apagousa	to lead away
G0521	ἀπαίδευτος	apaideutous	uninstructed
G0522	ἀπαίρω	aparthēa	to take away
G0523	ἀπαιτέω	apaitei	to demand
G0524	ἀπαλγέω	apēlgēkotes	to become callous
G0525	ἀπαλλάσσω	apēllachthai	to release
G0526	ἀπαλλοτριόω	apēllotriōmenoi	to alienate
G0527	ἁπαλός	hapalos	tender
G0528	ἀπαντάω	apantēsei	to meet
G0529	ἀπάντησις	apantēsin	meeting
G0530	ἅπαξ	hapax	once
G0531	ἀπαράβατος	aparabaton	permanent
G0532	ἀπαρασκεύαστος	aparaskeuastous	unprepared
G0533	ἀπαρνέομαι	aparnēsasthō	to deny
G0535	ἀπαρτισμός	apartismon	completion
G0536	ἀπαρχή	aparchēn	firstfruits
G0537	ἅπας	hapantōn	all
G0538	ἀπατάω	apatatō	to trick
G0539	ἀπάτη	apatē	deceit
G0540	ἀπάτωρ	apatōr	fatherless
G0541	ἀπαύγασμα	apaugasma	radiance
G0543	ἀπείθεια	apeitheia	disobedience
G0544	ἀπειθέω	apeithōn	to disobey
G0545	ἀπειθής	apeitheis	disobedient
G0546	ἀπειλέω	apeilēsōmetha	to threaten
G0547	ἀπειλή	apeilēa	threat
G0548	ἄπειμι	apōn	be away
G0549	ἄπειμι	apēesan	to go
G0550	ἀπεῖπον	apeipametha	to renounce
G0551	ἀπείραστος	apeirastos	untempted
G0552	ἄπειρος	apeiros	unacquainted
G0553	ἀπεκδέχομαι	apekdechetai	to expect
G0554	ἀπεκδύομαι	apekdusamenos	to take off
G0555	ἀπέκδυσις	apekdusei	removal
G0556	ἀπελαύνω	apēlasen	to eject
G0557	ἀπελεγμός	apelegmon	discredit
G0558	ἀπελεύθερος	apeleutheros	freedman
G0559	Ἀπελλῆς	Apellēn	Apelles
G0560	ἀπελπίζω	apelpizontes	to despair
G0561	ἀπέναντι	apenanti	opposite
G0562	ἀπέραντος	aperantois	endless
G0563	ἀπερισπάστως	aperispastōs	undivided
G0564	ἀπερίτμητος	aperitmētoi	uncircumcised
G0565	ἀπέρχομαι	apelthein	to go away
G0568	ἀπέχω	apechousin	to have in full
G0569	ἀπιστέω	ēpistēsan	to disbelieve
G0570	ἀπιστία	apistian	unbelief
G0571	ἄπιστος	apistos	unbelieving
G0572	ἁπλότης	haplotēti	openness
G0573	ἁπλοῦς	haplous	sound
G0574	ἁπλῶς	haplōs	without reserve
G0575	ἀπό	apo	away from
G0576	ἀποβαίνω	apobantes	to get out
G0577	ἀποβάλλω	apobalōn	to throw away
G0578	ἀποβλέπω	apeblepen	to look ahead
G0579	ἀπόβλητος	apoblēton	rejected
G0580	ἀποβολή	apobolē	deprivation
G0581	ἀπογενόμενος	apogenomenoi	to cease to be
G0582	ἀπογραφή	apographē	census
G0583	ἀπογράφω	apographesthai	to register
G0584	ἀποδείκνυμι	apodedeigmenon	to display
G0585	ἀπόδειξις	apodeixei	demonstration
G0586	ἀποδεκατόω	apodekatoute	to tithe
G0587	ἀπόδεκτος	apodekton	pleasing
G0588	ἀποδέχομαι	apedexato	to receive
G0589	ἀποδημέω	apedēmēsen	to go abroad
G0590	ἀπόδημος	apodēmos	absent
G0591	ἀποδίδωμι	apodōs	to pay
G0592	ἀποδιορίζω	apodiorizontes	to divide
G0593	ἀποδοκιμάζω	apedokimasan	to reject
G0594	ἀποδοχή	apodochēs	acceptance
G0595	ἀπόθεσις	apothesis	removal
G0596	ἀποθήκη	apothēkēn	storehouse
G0597	ἀποθησαυρίζω	apothēsaurizontas	to store up
G0598	ἀποθλίβω	apothlibousin	to crowd up to
G0599	ἀποθνήσκω	apethanon	to die
G0600	ἀποκαθίστημι	apekatestathē	to restore
G0601	ἀποκαλύπτω	apokaluphthēsetai	to reveal
G0602	ἀποκάλυψις	apokalupsin	revelation
G0603	ἀποκαραδοκία	apokaradokia	eager expectation
G0604	ἀποκαταλλάσσω	apokatallaxē	to reconcile
G0605	ἀποκατάστασις	apokatastaseōs	restoration
G0606	ἀπόκειμαι	apokeimenēn	to lay up
G0607	ἀποκεφαλίζω	apekephalisen	to behead
G0608	ἀποκλείω	apokleisē	to shut
G0609	ἀποκόπτω	apokopson	to cut off
G0610	ἀπόκριμα	apokrima	verdict
G0611	ἀποκρίνω	apokritheis	to answer
G0612	ἀπόκρισις	apokrisesin	answer
G0613	ἀποκρύπτω	apekrupsas	to conceal
G0614	ἀπόκρυφος	apokruphon	concealed
G0615	ἀποκτείνω	apoktennontōn	to kill
G0616	ἀποκυέω	apokuei	to generate
G0617	ἀποκυλίω	apekulisen	to roll away
G0618	ἀπολαμβάνω	apolabomenos	to get back
G0619	ἀπόλαυσις	apolausin	enjoyment
G0620	ἀπολείπω	apolelumenēn	to leave
G0621	ἀπολείχω	epeleichon	to lick
G0622	ἀπολλύω	apolesai	to destroy
G0623	Ἀπολλύων	Apolluōn	Apollyon
G0624	Ἀπολλωνία	Apollōnian	Apollonia
G0625	Ἀπολλῶς	Apollōs	Apollos
G0626	ἀπολογέομαι	apologēsēsthe	to defend oneself
G0627	ἀπολογία	apologias	defence
G0628	ἀπολούω	apolousai	to wash off
G0629	ἀπολύτρωσις	apolutrōsis	redemption
G0630	ἀπολύω	apolusai	to release
G0631	ἀπομάσσω	apomassometha	to wipe off
G0632	ἀπονέμω	aponemontes	to render as due
G0633	ἀπονίπτω	apenipsato	to wash off
G0634	ἀποπίπτω	apepesan	to fall from
G0635	ἀποπλανάω	apoplanan	to mislead
G0636	ἀποπλέω	apepleusan	to set sail
G0638	ἀποπνίγω	apepnigē	to choke
G0639	ἀπορέω	ēporei	be perplexed
G0640	ἀπορία	aporia	perplexity
G0641	ἀπορρίπτω	aporipsantas	to throw off
G0642	ἀπορφανίζω	aporphanisthentes	to orphan
