Igehely	Kapcsolódó igehely	Kapcsolódó igehely magyar megjelenítése
Ezk.39.27	Exo.22.29-Exo.22.30	2Móz 22,29-30
Ezk.39.27	Num.18.12	4Móz 18,12
Ezk.39.28	Psa.126.1-Psa.126.3	Zsolt 126,1-3
Ezk.39.29	Jol.2.28	Jóel 2,28
Ezk.39.29	Act.2.17	Csel 2,17
Ezk.40.1	Ezk.23.21	Ezék 23,21
Ezk.40.3	Dan.10.5-Dan.10.6	Dán 10,5-6
Ezk.40.3	Rev.1.13-Rev.1.15	Jel 1,13-15
Ezk.40.4	Ezk.44.5	Ezék 44,5
Ezk.40.5	Ezk.40.1	Ezék 40,1
Ezk.40.6	Ezk.40.6-Ezk.40.7	Ezék 40,6-7
Ezk.40.7	Ezk.40.5	Ezék 40,5
Ezk.40.8	2Ki.17.19	2Kir 17,19
Ezk.40.9	Lev.19.35-Lev.19.36	3Móz 19,35-36
Ezk.40.10	Ezk.5.1	Ezék 5,1
Ezk.40.10	Ezr.1.1-Ezr.1.5	Ezsdr 1,1-5
Ezk.40.11	Exo.30.13	2Móz 30,13
Ezk.40.13	Ezk.40.11	Ezék 40,11
Ezk.40.15	Isa.26.19	Ésa 26,19
Ezk.40.16	1Ki.6.4	1Kir 6,4
Ezk.40.19	Isa.1.12-Isa.1.17	Ésa 1,12-17
Ezk.40.19	Amo.5.21-Amo.5.24	Ámós 5,21-24
Ezk.40.20	Exo.12.3-Exo.12.20	2Móz 12,3-20
Ezk.40.22	Lev.23.8	3Móz 23,8
Ezk.40.24	Lev.23.34-Lev.23.36	3Móz 23,34-36
Ezk.40.24	Num.29.12-Num.29.34	4Móz 29,12-34
Ezk.40.28	Jas.1.5-Jas.1.6	Jak 1,5-6
Ezk.40.30	Ezk.40.7-Ezk.40.11	Ezék 40,7-11
Ezk.40.31	1Ki.6.29	1Kir 6,29
Ezk.40.32	Job.38.36	Jób 38,36
Ezk.40.34	Ezk.5.5	Ezék 5,5
Ezk.40.34	Amo.8.7	Ámós 8,7
Ezk.40.35	Ezk.5.13	Ezék 5,13
Ezk.40.35	2Ki.15.17-2Ki.15.20	2Kir 15,17-20
Ezk.40.36	Ezk.44.1-Ezk.44.3	Ezék 44,1-3
Ezk.40.37	Gen.41.16	1Móz 41,16
Ezk.40.38	1Ki.7.38	1Kir 7,38
Ezk.40.39	Lev.4.1	3Móz 4,1
Ezk.40.39	Lev.6.1	3Móz 6,1
Ezk.40.40	Psa.78.57	Zsolt 78,57
Ezk.40.41	Lev.25.10-Lev.25.13	3Móz 25,10-13
Ezk.40.42	Ezk.5.15	Ezék 5,15
Ezk.40.42	Ezk.14.3-Ezk.14.4	Ezék 14,3-4
Ezk.40.43	Ezk.4.1-Ezk.4.6	Ezék 4,1-6
Ezk.40.44	Ezk.40.45-Ezk.40.46	Ezék 40,45-46
Ezk.40.46	1Ki.2.35	1Kir 2,35
Ezk.40.47	Ezk.10.13	Ezék 10,13
Ezk.40.48	Ezk.40.20	Ezék 40,20
Ezk.40.49	Jol.3.18	Jóel 3,18
Ezk.41.1	2Ki.15.19-2Ki.15.20	2Kir 15,19-20
Ezk.41.1	2Ki.17.3	2Kir 17,3
Ezk.41.2	Ezk.40.3	Ezék 40,3
Ezk.41.4	1Ki.6.16	1Kir 6,16
Ezk.41.5	Ezk.41.3-Ezk.41.4	Ezék 41,3-4
Ezk.41.6	Ezk.2.4-Ezk.2.11	Ezék 2,4-11
Ezk.41.7	Rev.22.2	Jel 22,2
Ezk.41.8	Ezk.40.5	Ezék 40,5
Ezk.41.9	Ezk.41.6	Ezék 41,6
Ezk.41.9	Ezk.5.11	Ezék 5,11
Ezk.41.9	Gen.41.40-Gen.41.43	1Móz 41,40-43
Ezk.41.10	Ezk.1.7	Ezék 1,7
Ezk.41.11	Rev.22.2	Jel 22,2
Ezk.41.12	Gen.48.5-Gen.48.6	1Móz 48,5-6
Ezk.41.13	Ezk.20.2-Ezk.20.6	Ezék 20,2-6
Ezk.41.13	Exo.3.8	2Móz 3,8
Ezk.41.14	Num.34.7-Num.34.8	4Móz 34,7-8
Ezk.41.15	2Sa.8.8	2Sám 8,8
Ezk.41.16	Num.13.22	4Móz 13,22
Ezk.41.16	Jdg.3.3	Bir 3,3
Ezk.41.18	1Ki.6.29	1Kir 6,29
Ezk.41.20	Ezk.4.15	Ezék 4,15
Ezk.41.20	Ezk.12.11	Ezék 12,11
Ezk.41.21	Ezk.41.11-Ezk.41.12	Ezék 41,11-12
Ezk.41.22	Exo.30.1-Exo.30.2	2Móz 30,1-2
Ezk.41.23	Ezk.47.17	Ezék 47,17
Ezk.41.24	Ezk.41.1	Ezék 41,1
Ezk.41.25	Ezk.41.18	Ezék 41,18
Ezk.42.2	Ezk.1.1	Ezék 1,1
Ezk.42.2	Act.4.19	Csel 4,19
Ezk.42.2	Act.5.29	Csel 5,29
Ezk.42.4	Ezk.45.1	Ezék 45,1
Ezk.42.5	Ezk.9.9	Ezék 9,9
Ezk.42.7	Ezk.40.46	Ezék 40,46
Ezk.42.8	Jer.4.3	Jer 4,3
Ezk.42.9	Ezk.8.7	Ezék 8,7
Ezk.42.10	Lev.25.23	3Móz 25,23
Ezk.42.10	1Ki.21.2-1Ki.21.3	1Kir 21,2-3
Ezk.42.12	Rev.21.16	Jel 21,16
Ezk.42.14	Ezk.44.19	Ezék 44,19
Ezk.42.17	Ezk.45.1	Ezék 45,1
Ezk.42.18	Ezk.42.2	Ezék 42,2
Ezk.42.18	Jer.10.12	Jer 10,12
Ezk.42.19	Ezk.42.7-Ezk.42.13	Ezék 42,7-13
Ezk.42.19	Ezk.2.1-Ezk.2.2	Ezék 2,1-2
Ezk.42.20	Gen.41.8	1Móz 41,8
Ezk.43.1	Ezk.5.15	Ezék 5,15
Ezk.43.2	Ezk.1.24-Ezk.1.28	Ezék 1,24-28
Ezk.43.3	Ezk.1.4	Ezék 1,4
Ezk.43.3	Ezk.8.4	Ezék 8,4
Ezk.43.4	Ezk.5.13	Ezék 5,13
Ezk.43.4	Ezk.7.11	Ezék 7,11
Ezk.43.4	Ezk.8.7	Ezék 8,7
Ezk.43.4	Ezk.8.9-Ezk.8.10	Ezék 8,9-10
Ezk.43.4	2Ki.15.19-2Ki.15.20	2Kir 15,19-20
Ezk.43.5	Ezk.44.4	Ezék 44,4
Ezk.43.6	Gen.25.26	1Móz 25,26
Ezk.43.7	1Ch.28.2	1Krón 28,2
Ezk.43.9	Ezk.43.17-Ezk.43.19	Ezék 43,17-19
Ezk.43.9	Ezk.43.22	Ezék 43,22
Ezk.43.10	Amo.8.5-Amo.8.6	Ámós 8,5-6
Ezk.43.11	Psa.46.5	Zsolt 46,5
Ezk.43.12	2Ki.24.2	2Kir 24,2
Ezk.43.12	Jer.22.18-Jer.22.19	Jer 22,18-19
Ezk.43.13	Gen.10.10	1Móz 10,10
Ezk.43.14	Ezk.5.6	Ezék 5,6
Ezk.43.15	Gen.27.43	1Móz 27,43
Ezk.43.15	Gen.28.10	1Móz 28,10
Ezk.43.15	Gen.29.15-Gen.29.18	1Móz 29,15-18
Ezk.43.18	Ezk.4.5	Ezék 4,5
Ezk.43.19	Ezk.40.46	Ezék 40,46
Ezk.43.20	Psa.1.4	Zsolt 1,4
Ezk.43.20	Psa.35.5	Zsolt 35,5
Ezk.43.20	Psa.37.20	Zsolt 37,20
Ezk.43.20	Isa.17.13	Ésa 17,13
Ezk.43.20	Isa.41.15	Ésa 41,15
Ezk.43.21	Ezk.12.9	Ezék 12,9
Ezk.43.21	Exo.3.14-Exo.3.15	2Móz 3,14-15
Ezk.43.22	Ezk.43.22-Ezk.43.23	Ezék 43,22-23
Ezk.43.23	Ezk.4.7	Ezék 4,7
Ezk.43.23	Ezk.7.15	Ezék 7,15
Ezk.43.23	Ezk.10.1	Ezék 10,1
Ezk.43.24	Lev.2.13	3Móz 2,13
Ezk.43.26	Exo.29.37	2Móz 29,37
Ezk.43.27	1Sa.8.5	1Sám 8,5
Ezk.44.1	Ezk.44.6-Ezk.44.7	Ezék 44,6-7
Ezk.44.2	Ezk.43.1-Ezk.43.2	Ezék 43,1-2
Ezk.44.3	Ezk.46.1-Ezk.46.3	Ezék 46,1-3
Ezk.44.4	Ezk.43.2	Ezék 43,2
Ezk.44.5	Ezk.5.1	Ezék 5,1
Ezk.44.5	Ezr.1.1-Ezr.1.5	Ezsdr 1,1-5
Ezk.44.6	Ezk.1.2	Ezék 1,2
Ezk.44.6	2Ki.25.13-2Ki.25.16	2Kir 25,13-16
Ezk.44.8	Heb.13.15	Zsid 13,15
Ezk.44.9	Ezk.8.3	Ezék 8,3
Ezk.44.10	2Ki.23.9	2Kir 23,9
Ezk.44.13	Ezk.11.11	Ezék 11,11
Ezk.44.15	1Ki.2.35	1Kir 2,35
Ezk.44.17	Lev.16.4	3Móz 16,4
Ezk.44.18	Ezk.44.11	Ezék 44,11
Ezk.44.19	Ezk.42.14	Ezék 42,14
Ezk.44.20	Lev.21.5	3Móz 21,5
Ezk.44.21	Lev.10.9	3Móz 10,9
Ezk.44.22	Lev.21.13-Lev.21.14	3Móz 21,13-14
Ezk.44.23	Jas.1.5-Jas.1.6	Jak 1,5-6
Ezk.44.25	Lev.21.3	3Móz 21,3
Ezk.44.26	Ezk.4.14	Ezék 4,14
Ezk.44.26	Job.12.18	Jób 12,18
Ezk.44.26	Psa.75.8	Zsolt 75,8
Ezk.44.27	Job.38.36	Jób 38,36
Ezk.44.28	Ezk.44.29	Ezék 44,29
Ezk.44.28	Num.18.14	4Móz 18,14
Ezk.44.29	Num.18.14	4Móz 18,14
Ezk.44.30	Exo.22.29-Exo.22.30	2Móz 22,29-30
Ezk.44.30	Num.18.12	4Móz 18,12
Ezk.44.31	Lev.22.8	3Móz 22,8
Ezk.45.1	Ezk.48.8-Ezk.48.9	Ezék 48,8-9
Ezk.45.2	Ezk.6.2	Ezék 6,2
Ezk.45.3	Jer.27.7	Jer 27,7
Ezk.45.5	Ezk.45.17	Ezék 45,17
Ezk.45.6	Ezk.45.1	Ezék 45,1
Ezk.45.10	Lev.19.35-Lev.19.36	3Móz 19,35-36
Ezk.45.12	Exo.30.13	2Móz 30,13
Ezk.45.14	Ezk.45.11	Ezék 45,11
Ezk.45.15	Ezk.1.15	Ezék 1,15
Ezk.45.16	Jer.4.1	Jer 4,1
Ezk.45.17	Lev.23.2-Lev.23.42	3Móz 23,2-42
Ezk.45.18	Ezk.7.14	Ezék 7,14
Ezk.45.18	Luk.1.1-Luk.1.33	Luk 1,1-33
Ezk.45.19	Ezk.45.8	Ezék 45,8
Ezk.45.21	Exo.12.3-Exo.12.20	2Móz 12,3-20
Ezk.45.22	Ezk.45.6	Ezék 45,6
Ezk.45.22	Ezk.5.11	Ezék 5,11
Ezk.45.22	Gen.41.40-Gen.41.43	1Móz 41,40-43
Ezk.45.23	Lev.23.8	3Móz 23,8
Ezk.45.24	Ezk.45.14	Ezék 45,14
Ezk.45.25	Lev.23.34-Lev.23.36	3Móz 23,34-36
Ezk.45.25	Num.29.12-Num.29.34	4Móz 29,12-34
Ezk.46.1	Ezk.3.23-Ezk.3.25	Ezék 3,23-25
Ezk.46.2	Ezk.46.14	Ezék 46,14
Ezk.46.3	Ezk.46.4	Ezék 46,4
Ezk.46.4	Ezk.1.4	Ezék 1,4
Ezk.46.7	Ezr.1.1	Ezsdr 1,1
Ezk.46.8	Ezk.5.1-Ezk.5.30	Ezék 5,1-30
Ezk.46.11	Rom.10.13	Róm 10,13
Ezk.46.12	Ezk.44.1-Ezk.44.3	Ezék 44,1-3
Ezk.46.15	Ezk.46.11	Ezék 46,11
Ezk.46.16	Ezk.1.1	Ezék 1,1
Ezk.46.16	Act.4.19	Csel 4,19
Ezk.46.16	Act.5.29	Csel 5,29
Ezk.46.17	Lev.25.10-Lev.25.13	3Móz 25,10-13
Ezk.46.18	Ezk.46.8	Ezék 46,8
Ezk.46.19	Ezk.12.7	Ezék 12,7
Ezk.46.22	Ezk.2.3	Ezék 2,3
Ezk.46.22	Ezk.4.2	Ezék 4,2
Ezk.46.22	Ezk.5.6	Ezék 5,6
Ezk.46.24	Ezk.46.20	Ezék 46,20
Ezk.47.1	Jol.3.18	Jóel 3,18
Ezk.47.3	Ezk.40.3	Ezék 40,3
Ezk.47.5	Ezk.47.9	Ezék 47,9
Ezk.47.6	Ezk.47.3-Ezk.47.4	Ezék 47,3-4
Ezk.47.7	Psa.93.1-Psa.93.2	Zsolt 93,1-2
Ezk.47.8	Rev.22.2	Jel 22,2
Ezk.47.9	Ezk.47.7-Ezk.47.13	Ezék 47,7-13
Ezk.47.9	Ezk.2.1-Ezk.2.2	Ezék 2,1-2
Ezk.47.10	Gen.41.8	1Móz 41,8
Ezk.47.11	2Ki.13.3-2Ki.13.7	2Kir 13,3-7
Ezk.47.12	Rev.22.2	Jel 22,2
Ezk.47.13	Gen.48.5-Gen.48.6	1Móz 48,5-6
Ezk.47.14	Ezk.20.2-Ezk.20.6	Ezék 20,2-6
Ezk.47.14	Exo.3.8	2Móz 3,8
Ezk.47.15	Num.34.7-Num.34.8	4Móz 34,7-8
Ezk.47.16	2Sa.8.8	2Sám 8,8
Ezk.47.17	Num.13.22	4Móz 13,22
Ezk.47.17	Jdg.3.3	Bir 3,3
Ezk.47.18	Ezk.11.3	Ezék 11,3
Ezk.47.19	Ezk.47.17-Ezk.47.19	Ezék 47,17-19
Ezk.47.19	Ezk.47.22	Ezék 47,22
Ezk.47.20	Ezk.11.16	Ezék 11,16
Ezk.48.1	Ezk.47.17	Ezék 47,17
Ezk.48.7	Ezk.8.4	Ezék 8,4
Ezk.48.8	Ezk.45.1	Ezék 45,1
Ezk.48.9	Ezk.48.22-Ezk.48.23	Ezék 48,22-23
Ezk.48.10	Ezk.11.4	Ezék 11,4
Ezk.48.11	Ezk.40.46	Ezék 40,46
Ezk.48.12	Ezk.48.9-Ezk.48.11	Ezék 48,9-11
Ezk.48.14	Lev.25.23	3Móz 25,23
Ezk.48.14	1Ki.21.2-1Ki.21.3	1Kir 21,2-3
Ezk.48.16	Rev.21.16	Jel 21,16
Ezk.48.17	Jer.25.12	Jer 25,12
Ezk.48.17	Jer.29.10	Jer 29,10
Ezk.48.18	Deu.32.4	5Móz 32,4
Ezk.48.19	Neh.1.5	Nehem 1,5
Ezk.48.19	Deu.7.9	5Móz 7,9
Ezk.48.20	Ezk.1.2	Ezék 1,2
Ezk.48.20	2Ki.25.13-2Ki.25.16	2Kir 25,13-16
Ezk.48.21	Ezk.45.1	Ezék 45,1
Ezk.48.22	Lev.26.14	3Móz 26,14
Ezk.48.22	Lev.26.28-Lev.26.33	3Móz 26,28-33
Ezk.48.23	Ezk.8.3	Ezék 8,3
Ezk.48.24	Isa.28.9	Ésa 28,9
Ezk.48.24	Lam.3.23	Siral 3,23
Ezk.48.25	Ezk.4.1-Ezk.4.3	Ezék 4,1-3
Ezk.48.26	Deu.28.15-Deu.28.63	5Móz 28,15-63
Ezk.48.27	Jer.24.2-Jer.24.3	Jer 24,2-3
Ezk.48.28	Deu.28.15-Deu.28.68	5Móz 28,15-68
Ezk.48.30	Exo.12.37	2Móz 12,37
Ezk.48.30	Exo.13.21-Exo.13.22	2Móz 13,21-22
Ezk.48.30	2Ki.17.13-2Ki.17.20	2Kir 17,13-20
Ezk.48.31	Ezk.48.10-Ezk.48.11	Ezék 48,10-11
Ezk.48.32	Ezk.48.11	Ezék 48,11
Ezk.48.33	Psa.132.13-Psa.132.14	Zsolt 132,13-14
Ezk.48.33	Lam.1.4	Siral 1,4
Ezk.48.34	Isa.48.10-Isa.48.11	Ésa 48,10-11
Ezk.48.35	Psa.46.5	Zsolt 46,5
Dan.1.1	2Ki.24.2	2Kir 24,2
Dan.1.1	Jer.22.18-Jer.22.19	Jer 22,18-19
Dan.1.2	Gen.10.10	1Móz 10,10
Dan.1.3	Dan.4.22-Dan.4.23	Dán 4,22-23
Dan.1.4	Dan.1.18	Dán 1,18
Dan.1.5	Ezr.1.1-Ezr.1.11	Ezsdr 1,1-11
Dan.1.5	Neh.2.1-Neh.2.20	Nehem 2,1-20
Dan.1.6	Jer.50.31-Jer.50.32	Jer 50,31-32
Dan.1.7	Dan.4.5	Dán 4,5
Dan.1.8	Lev.11.1	3Móz 11,1
Dan.1.9	Dan.1.3	Dán 1,3
Dan.1.9	Jer.51.13	Jer 51,13
Dan.1.9	Jer.51.14	Jer 51,14
Dan.1.9	Jer.51.25-Jer.51.28	Jer 51,25-28
Dan.1.9	Jer.27.7	Jer 27,7
Dan.1.12	Dan.2.48	Dán 2,48
Dan.1.12	Dan.6.2	Dán 6,2
Dan.1.13	Jer.27.7	Jer 27,7
Dan.1.14	Act.9.3-Act.9.7	Csel 9,3-7
Dan.1.15	Dan.7.18	Dán 7,18
Dan.1.16	Dan.2.48	Dán 2,48
Dan.1.16	Dan.5.29	Dán 5,29
Dan.1.17	Dan.1.6-Dan.1.7	Dán 1,6-7
Dan.1.18	Dan.1.5	Dán 1,5
Dan.1.19	Dan.1.3-Dan.1.4	Dán 1,3-4
Dan.1.20	Dan.1.21	Dán 1,21
Dan.1.21	Dan.5.1	Dán 5,1
Dan.1.21	Dan.5.30-Dan.5.31	Dán 5,30-31
Dan.1.21	Ezr.1.1-Ezr.1.5	Ezsdr 1,1-5
Dan.2.1	Est.1.19	Eszt 1,19
Dan.2.1	Est.8.8	Eszt 8,8
Dan.2.2	Dan.2.15	Dán 2,15
Dan.2.3	1Ki.8.44-1Ki.8.48	1Kir 8,44-48
Dan.2.4	Jol.1.11	Jóel 1,11
Dan.2.4	Jer.9.17-Jer.9.20	Jer 9,17-20
Dan.2.6	Dan.2.48	Dán 2,48
Dan.2.7	Dan.2.13	Dán 2,13
Dan.2.8	Dan.2.8	Dán 2,8
Dan.2.9	Isa.1.11-Isa.1.16	Ésa 1,11-16
Dan.2.9	Jer.6.20	Jer 6,20
Dan.2.10	Dan.8.5-Dan.8.7	Dán 8,5-7
Dan.2.10	Dan.8.21	Dán 8,21
Dan.2.11	Dan.8.8-Dan.8.22	Dán 8,8-22
Dan.2.12	Isa.48.18	Ésa 48,18
Dan.2.13	Dan.2.33-Dan.2.34	Dán 2,33-34
Dan.2.14	Zep.1.5	Sof 1,5
Dan.2.15	Dan.3.23-Dan.3.25	Dán 3,23-25
Dan.2.15	Dan.3.28	Dán 3,28
Dan.2.16	Dan.2.14	Dán 2,14
Dan.2.17	Dan.2.4	Dán 2,4
Dan.2.18	Jas.1.5-Jas.1.6	Jak 1,5-6
Dan.2.19	Dan.3.29	Dán 3,29
Dan.2.19	Dan.3.31-Dan.3.33	Dán 3,31-33
Dan.2.20	Dan.2.7-Dan.2.11	Dán 2,7-11
Dan.2.21	Dan.4.14	Dán 4,14
Dan.2.21	Job.12.18	Jób 12,18
Dan.2.21	Psa.75.8	Zsolt 75,8
Dan.2.22	Job.38.36	Jób 38,36
Dan.2.23	Dan.8.9	Dán 8,9
Dan.2.23	Dan.2.41-Dan.2.45	Dán 2,41-45
Dan.2.24	Dan.5.3	Dán 5,3
Dan.2.26	Dan.1.7	Dán 1,7
Dan.2.27	Gen.41.16	1Móz 41,16
Dan.2.29	Dan.2.11	Dán 2,11
Dan.2.30	Jol.1.4	Jóel 1,4
Dan.2.30	Jol.2.4	Jóel 2,4
Dan.2.31	Rev.5.11	Jel 5,11
Dan.2.32	Dan.2.8	Dán 2,8
Dan.2.33	Dan.2.25	Dán 2,25
Dan.2.33	Dan.12.7	Dán 12,7
Dan.2.34	Dan.2.2	Dán 2,2
Dan.2.35	Dan.2.44	Dán 2,44
Dan.2.36	Dan.2.3	Dán 2,3
Dan.2.36	Dan.4.2	Dán 4,2
Dan.2.36	Dan.5.6	Dán 5,6
Dan.2.37	Jer.1.11	Jer 1,11
Dan.2.38	Jer.27.6-Jer.27.7	Jer 27,6-7
Dan.2.41	Dan.2.8	Dán 2,8
Dan.2.42	1Ki.12.28-1Ki.12.29	1Kir 12,28-29
Dan.2.43	Dan.11.6	Dán 11,6
Dan.2.44	Dan.7.14	Dán 7,14
Dan.2.44	Luk.1.1-Luk.1.33	Luk 1,1-33
Dan.2.45	Dan.2.13	Dán 2,13
Dan.2.46	Dan.2.18-Dan.2.22	Dán 2,18-22
Dan.2.46	Dan.11.36	Dán 11,36
Dan.2.47	Jer.24.1	Jer 24,1
Dan.2.48	Dan.2.6	Dán 2,6
Dan.2.48	Dan.5.11	Dán 5,11
Dan.2.48	Gen.41.40-Gen.41.43	1Móz 41,40-43
Dan.2.49	Dan.1.7	Dán 1,7
Dan.3.1	Dan.3.14	Dán 3,14
Dan.3.2	Est.1.2	Eszt 1,2
Dan.3.3	Psa.48.2-Psa.48.3	Zsolt 48,2-3
Dan.3.4	Dan.3.20	Dán 3,20
Dan.3.4	Dan.11.2	Dán 11,2
Dan.3.5	Dan.3.21	Dán 3,21
Dan.3.6	Dan.3.3	Dán 3,3
Dan.3.7	Dan.11.3	Dán 11,3
Dan.3.8	Dan.3.22	Dán 3,22
Dan.3.8	Dan.11.4	Dán 11,4
Dan.3.9	Dan.11.16	Dán 11,16
Dan.3.9	Dan.11.41-Dan.11.45	Dán 11,41-45
Dan.3.10	Rev.10.5-Rev.10.6	Jel 10,5-6
Dan.3.11	Dan.3.25	Dán 3,25
Dan.3.11	Dan.11.31	Dán 11,31
Dan.3.12	Dan.2.48-Dan.2.49	Dán 2,48-49
Dan.3.13	Psa.139.8	Zsolt 139,8
Dan.3.13	Jer.51.53	Jer 51,53
Dan.3.13	Oba.1.4	Abd 1,4
Dan.3.14	Dan.3.1	Dán 3,1
Dan.3.15	Dan.3.26-Dan.3.28	Dán 3,26-28
Dan.3.16	Dan.9.21	Dán 9,21
Dan.3.17	Dan.5.8	Dán 5,8
Dan.3.18	Dan.1.1	Dán 1,1
Dan.3.18	Act.4.19	Csel 4,19
Dan.3.18	Act.5.29	Csel 5,29
Dan.3.19	Jer.30.11	Jer 30,11
Dan.3.20	Dan.5.31	Dán 5,31
Dan.3.21	Dan.3.5	Dán 3,5
Dan.3.22	Dan.11.4	Dán 11,4
Dan.3.23	Zec.4.6	Zak 4,6
Dan.3.24	Dan.3.9-Dan.3.11	Dán 3,9-11
Dan.3.25	Deu.30.3	5Móz 30,3
Dan.3.25	Isa.65.21	Ésa 65,21
Dan.3.26	Dan.3.14	Dán 3,14
Dan.3.27	Dan.6.2	Dán 6,2
Dan.3.28	Dan.3.25	Dán 3,25
Dan.3.29	Jer.25.12	Jer 25,12
Dan.3.29	Jer.29.10	Jer 29,10
Dan.3.30	Dan.2.49	Dán 2,49
Dan.3.31	Neh.1.5	Nehem 1,5
Dan.3.31	Deu.7.9	5Móz 7,9
Dan.3.32	Dan.3.22-Dan.3.27	Dán 3,22-27
Dan.3.32	Dan.2.31-Dan.2.45	Dán 2,31-45
Dan.3.33	Dan.2.21	Dán 2,21
Dan.3.33	Psa.93.1-Psa.93.2	Zsolt 93,1-2
Dan.4.1	Lev.26.14	3Móz 26,14
Dan.4.1	Lev.26.28-Lev.26.33	3Móz 26,28-33
Dan.4.2	Dan.4.7-Dan.4.13	Dán 4,7-13
Dan.4.2	Dan.2.1-Dan.2.2	Dán 2,1-2
Dan.4.3	Gen.41.8	1Móz 41,8
Dan.4.4	2Ki.17.13-2Ki.17.20	2Kir 17,13-20
Dan.4.5	Dan.1.7	Dán 1,7
Dan.4.6	Dan.2.48	Dán 2,48
Dan.4.7	Deu.28.15-Deu.28.68	5Móz 28,15-68
Dan.4.8	Ezk.20.35	Ezék 20,35
Dan.4.9	Exo.12.37	2Móz 12,37
Dan.4.9	Exo.13.21-Exo.13.22	2Móz 13,21-22
Dan.4.9	2Ki.17.13-2Ki.17.20	2Kir 17,13-20
Dan.4.10	Jer.25.12	Jer 25,12
Dan.4.11	Num.6.25	4Móz 6,25
Dan.4.11	Est.8.16	Eszt 8,16
Dan.4.12	Dan.4.17-Dan.4.19	Dán 4,17-19
Dan.4.12	Dan.4.22	Dán 4,22
Dan.4.13	Isa.48.10-Isa.48.11	Ésa 48,10-11
Dan.4.14	Dan.2.21	Dán 2,21
Dan.4.15	Dan.2.28-Dan.2.47	Dán 2,28-47
Dan.4.17	Rom.9.25	Róm 9,25
Dan.4.17	1Pe.2.10	1Pét 2,10
Dan.4.18	Dan.4.18	Dán 4,18
Dan.4.19	Dan.2.37-Dan.2.38	Dán 2,37-38
Dan.4.20	Luk.23.33	Luk 23,33
Dan.4.20	Luk.24.21	Luk 24,21
Dan.4.20	Jhn.1.42-Jhn.1.46	Ján 1,42-46
Dan.4.20	Jhn.1.50	Ján 1,50
Dan.4.21	Mat.24.15	Máté 24,15
Dan.4.22	Dan.5.21	Dán 5,21
Dan.4.23	Mic.6.2	Mik 6,2
Dan.4.24	Ezk.22.6-Ezk.22.12	Ezék 22,6-12
Dan.4.24	Amo.4.1	Ámós 4,1
Dan.4.24	Amo.5.7	Ámós 5,7
Dan.4.24	Amo.6.12	Ámós 6,12
Dan.4.24	Amo.8.4-Amo.8.6	Ámós 8,4-6
Dan.4.24	Mic.2.1-Mic.2.2	Mik 2,1-2
Dan.4.24	Mic.2.8-Mic.2.9	Mik 2,8-9
Dan.4.24	Mic.3.2-Mic.3.3	Mik 3,2-3
Dan.4.24	Mic.3.9-Mic.3.11	Mik 3,9-11
Dan.4.24	Mic.6.10-Mic.6.12	Mik 6,10-12
Dan.4.25	Dan.4.22-Dan.4.23	Dán 4,22-23
Dan.4.26	Ezk.40.3	Ezék 40,3
Dan.4.26	Rev.1.13	Jel 1,13
Dan.4.27	Ezk.28.2-Ezk.28.5	Ezék 28,2-5
Dan.4.27	Act.12.22-Act.12.23	Csel 12,22-23
Dan.4.28	Act.9.3-Act.9.7	Csel 9,3-7
Dan.4.29	Dan.7.18	Dán 7,18
Dan.4.31	Dan.3.33	Dán 3,33
Dan.4.32	Isa.40.15-Isa.40.17	Ésa 40,15-17
Dan.4.32	Job.9.12	Jób 9,12
Dan.4.33	Dan.4.3-Dan.4.4	Dán 4,3-4
Dan.4.34	Deu.32.4	5Móz 32,4
Dan.5.1	Dan.9.24-Dan.9.27	Dán 9,24-27
Dan.5.2	Dan.1.2	Dán 1,2
Dan.5.2	2Ki.25.13-2Ki.25.16	2Kir 25,13-16
Dan.5.3	Dan.5.15	Dán 5,15
Dan.5.5	Ezk.8.3	Ezék 8,3
Dan.5.6	Psa.47.9	Zsolt 47,9
Dan.5.7	Dan.4.1-Dan.4.3	Dán 4,1-3
Dan.5.8	Dan.5.13	Dán 5,13
Dan.5.9	Dan.5.30-Dan.5.31	Dán 5,30-31
Dan.5.9	Dan.9.1	Dán 9,1
Dan.5.10	Dan.6.10	Dán 6,10
Dan.5.11	Dan.2.48	Dán 2,48
Dan.5.12	Dan.8.8-Dan.8.22	Dán 8,8-22
Dan.5.13	Dan.5.10-Dan.5.11	Dán 5,10-11
Dan.5.14	Dan.5.11	Dán 5,11
Dan.5.15	Jdg.5.14	Bir 5,14
Dan.5.16	2Ki.15.29	2Kir 15,29
Dan.5.16	2Ki.17.6	2Kir 17,6
Dan.5.17	2Ki.17.19	2Kir 17,19
Dan.5.18	Dan.2.37-Dan.2.38	Dán 2,37-38
Dan.5.19	Exo.34.6	2Móz 34,6
Dan.5.19	Jol.2.13	Jóel 2,13
Dan.5.20	Dan.4.22-Dan.4.23	Dán 4,22-23
Dan.5.23	Jer.50.31-Jer.50.32	Jer 50,31-32
Dan.5.24	Dan.8.9	Dán 8,9
Dan.5.26	Dan.5.3	Dán 5,3
Dan.5.26	Jer.51.13	Jer 51,13
Dan.5.26	Jer.51.14	Jer 51,14
Dan.5.26	Jer.51.25-Jer.51.28	Jer 51,25-28
Dan.5.26	Jer.27.7	Jer 27,7
Dan.5.28	Dan.5.31	Dán 5,31
