Strong_padded	Strong_eredeti	Teljes_szocikk
H4987	H4987	מֹתֶק (môtheq｜mo'-thek｜noun｜masculine｜sweetness) [Heb] מֹתֶק ETCBC: מֹתֶק (subs｜sweetness) OSHL: m.ef.ac TWOT: 1268b GK: H5519 Derivation: from מָתַק; Strong's: sweetness KJV: sweetness.
H4988	H4988	מָתָק (mâthâq｜maw-thawk'｜verb｜become sweet) [Heb] מָתָק, מָתַק ETCBC: מתק (verb｜be sweet) OSHL: m.ef.aa TWOT: 1268c? GK: H5517 Derivation: from מָתַק; Strong's: a dainty, i.e. (generally) food KJV: feed sweetly.
H4989	H4989	מִתְקָה (Mithqâh｜mith-kaw'｜proper noun｜person｜Mithcah) [pn] מִתְקָה ETCBC: מִתְקָה (nmpr｜Mithcah) OSHL: m.ef.ae GK: H5520 Derivation: feminine of מֹתֶק; sweetness; Strong's: Mithkah, a place in the Desert KJV: Mithcah.
H4990	H4990	מִתְרְדָת (Mithrᵉdâth｜mith-red-awth'｜proper noun｜person｜Mithredath) [pn] מִתְרְדָת ETCBC: מִתְרְדָת (nmpr｜Mithredath) OSHL: m.ef.ag GK: H5521 Derivation: of Persian origin; Strong's: Mithredath, the name of two Persians KJV: Mithredath.
H4991	H4991	מַתָּת (mattâth｜mat-tawth'｜noun｜feminine｜gift) [Heb] מַתָּת, מַתַּת ETCBC: מַתַּת (subs｜gift) OSHL: n.gg.al TWOT: 1443d GK: H5522 Greek: δόσις, Ματθάτ Derivation: feminine of מַתָּן abbreviated form; Strong's: a present KJV: gift.
H4992	H4992	מַתַּתָּה (Mattattâh｜mat-tat-taw'｜proper noun｜person｜Mattathah) [pn] מַתַּתָּה ETCBC: מַתַּתָּה (nmpr｜Mattattah) OSHL: n.gg.ap GK: H5523 Greek: Ματταθά Derivation: for מַתִּתְיָה; gift of Jah; Strong's: Mattattah, an Israelite KJV: Mattathah.
H4993	H4993	מַתִּתְיָה (Mattithyâh｜mat-tith-yaw'｜proper noun｜person｜Mattithiah) [pn] מַתִּתְיָה, מַתִּתְיָהוּ ETCBC: מַתִּתְיָה (nmpr｜Mattithiah), מַתִּתְיָהוּ (nmpr｜Mattithiah) OSHL: n.gg.ao GK: H5524, H5525 Greek: Ματταθίας Derivation: or מַתִּתְיָהוּ; from מַתָּת and יָהּ; gift of Jah; Strong's: Mattithjah, the name of four Israelites KJV: Mattithiah. n
H4994	H4994	נָא (nâʼ｜naw｜particle, disjunctive particle｜I) [Heb] נָא ETCBC: נָא (intj｜yeah) OSHL: n.ab.aa TWOT: 1269 GK: H5528 Greek: ἀξιόω, νῦν, ὡσαννά Derivation: a primitive particle of incitement and entreaty, which may usually be rendered; Strong's: 'I pray', 'now', or 'then'; added mostly to verbs (in the Imperative or Future), or to interjections, occasionally to an adverb or conjunction KJV: I beseech (pray) thee (you), go to, now, oh.
H4995	H4995	נָא (nâʼ｜naw｜adjective｜raw) [Heb] נָא ETCBC: נָא (adjv｜raw) OSHL: n.df.ab TWOT: 1358a GK: H5529 Derivation: apparently from נוּא in the sense of harshness from refusal; Strong's: properly, tough, i.e. uncooked (flesh) KJV: raw.
H4996	H4996	נֹא (Nôʼ｜no｜proper noun｜location｜No. Compare) [pn] נֹא, נׄא ETCBC: נֹא (nmpr｜Thebes), נֹא אָמֹון (nmpr｜Thebes) OSHL: n.ab.ac GK: H5530, H5531 Derivation: of Egyptian origin; Strong's: No (i.e. Thebes), the capital of Upper Egypt KJV: No. Compare אָמֹון.
H4997	H4997	נֹאד (nôʼd｜node｜noun｜masculine｜skin-bottle) [Heb] נֹאד, נׄאד ETCBC: נֹאד (subs｜skin-bottle) OSHL: n.ab.ad TWOT: 1270 GK: H5532 Greek: ἀσκός, ζωή Derivation: or נאֹוד Typo: lemma נֹאוד vowel, corrected to נאֹוד Typo: xlit nôʼwd corrected to nʼôwd ; also (feminine) נֹאדָה; from an unused root of uncertain signification; Strong's: a (skin or leather) bag (for fluids) KJV: bottle.
H4998	H4998	נָאָה (nâʼâh｜naw-aw'｜verb｜be comely) [Heb] נָאָה ETCBC: נאה (verb｜be lovely) OSHL: n.ac.aa TWOT: 1271 GK: H5533 Greek: θυσιαστήριον, πρέπω, ῥήγνυμι Derivation: a primitive root; Strong's: properly, to be at home, i.e. (by implication) to be pleasant (or suitable), i.e. beautiful KJV: be beautiful, become, be comely.
H4999	H4999	נָאָה (nâʼâh｜naw-aw'｜noun｜feminine｜pasture) [Heb] נָאָה, נָוָה ETCBC: נָוֶה (adjv｜[uncertain]), נָוָה (subs｜pasture) OSHL: n.bx.ae TWOT: 1322a GK: H5661 Greek: νομή, οἶκος, τόπος, ὥρα, ὡραῖος, Ναΐν Derivation: from נָאָה; Strong's: a home; figuratively, a pasture KJV: habitation, house, pasture, pleasant place.
H5000	H5000	נָאוֶה (nâʼveh｜naw-veh'｜adjective｜comely) [Heb] נָאוֶה ETCBC: נָאוֶה (adjv｜lovely) OSHL: n.ac.ab TWOT: 1271a GK: H5534 Derivation: from נָאָה or נָוֶה; Strong's: suitable, or beautiful KJV: becometh, comely, seemly.
H5001	H5001	נָאַם (nâʼam｜naw-am'｜verb｜utter a prophecy) [Heb] נָאַם ETCBC: נאם (verb｜speak) OSHL: n.ad.ac TWOT: 1272 GK: H5535 Greek: λέγω, φημί Derivation: a primitive root; Strong's: properly, to whisper, i.e. (by implication) to utter as aoracle KJV: say.
H5002	H5002	נְאֻם (nᵉʼum｜neh-oom'｜noun｜masculine｜utterance) [Heb] נְאֻם ETCBC: נְאֻם (subs｜speech) OSHL: n.ad.ab TWOT: 1272a GK: H5536 Greek: λέγω Derivation: from נָאַם; Strong's: an oracle KJV: (hath) said, saith.
H5003	H5003	נָאַף (nâʼaph｜naw-af'｜verb｜commit adultery) [Heb] נָאַף ETCBC: נאף (verb｜commit adultery) OSHL: n.ae.aa TWOT: 1273 GK: H5537 Greek: μοιχάω, μοιχεία, μοιχεύω, μοιχός Derivation: a primitive root; Strong's: to commit adultery; figuratively, to apostatize KJV: adulterer(-ess), commit(-ing) adultery, woman that breaketh wedlock.
H5004	H5004	נִאֻף (niʼuph｜nee-oof'｜noun｜masculine｜adultery) [Heb] נִאֻף, נִאֻפִים ETCBC: נִאֻפִים (subs｜adultery) OSHL: n.ae.ab TWOT: 1273a GK: H5539 Greek: μοιχεία Derivation: from נָאַף; Strong's: adultery KJV: adultery.
H5005	H5005	נַאֲפוּף (naʼăphûwph｜nah-af-oof'｜noun｜masculine｜adultery) [Heb] נַאֲפוּף, נַאֲפוּפִים ETCBC: נַאֲפוּפִים (subs｜adultery) OSHL: n.ae.ac TWOT: 1273b GK: H5538 Greek: μοιχεία Derivation: from נָאַף; Strong's: adultery KJV: adultery.
H5006	H5006	נָאַץ (nâʼats｜naw-ats'｜verb｜contemn) [Heb] נָאַץ ETCBC: נאץ (verb｜contemn) OSHL: n.af.aa TWOT: 1274 GK: H5540, H5914 Greek: ἀθετέω, ἀπωθέομαι, βλασφημέω, ἐκκλίνω, ζηλόω, μυκτηρίζω, παροξύνω, παροργίζω Derivation: a primitive root; in Ecclesiastes 12:5, by interchange for נוּץ, to bloom Strong's: to scorn; KJV: abhor, (give occasion to) blaspheme, contemn, despise, flourish, [idiom] great, provoke.
H5007	H5007	נְאָצָה (nᵉʼâtsâh｜neh-aw-tsaw'｜noun｜feminine｜contempt) [Heb] נְאָצָה, נֶאָצָה ETCBC: נְאָצָה (subs｜contumely), נֶאָצָה (subs｜contumely) OSHL: n.af.ab, n.af.ac TWOT: 1274a 1274b GK: H5541, H5542 Greek: βλασφημία, ἔλεγχος, ὀργή, παροργισμός Derivation: or נֶאָצָה; from נָאַץ; Strong's: scorn KJV: blasphemy.
H5008	H5008	נָאַק (nâʼaq｜naw-ak'｜verb｜groan) [Heb] נָאַק ETCBC: נאק (verb｜groan) OSHL: n.ag.aa TWOT: 1275 GK: H5543 Derivation: a primitive root; Strong's: to groan KJV: groan.
H5009	H5009	נְאָקָה (nᵉʼâqâh｜neh-aw-kaw'｜noun｜feminine｜groan) [Heb] נְאָקָה ETCBC: נְאָקָה (subs｜groaning) OSHL: n.ag.ab TWOT: 1275a GK: H5544 Greek: στεναγμός Derivation: from נָאַק; Strong's: a groan KJV: groaning.
H5010	H5010	נָאַר (nâʼar｜naw-ar'｜verb｜abhor) [Heb] נָאַר ETCBC: נאר (verb｜abandon) OSHL: n.ah.aa TWOT: 1276 GK: H5545 Derivation: a primitive root; Strong's: to reject KJV: abhor, make void.
H5011	H5011	נֹב (Nôb｜nobe｜proper noun｜location｜Nob) [pn] נֹב, נׄב ETCBC: נֹב (nmpr｜Nob) OSHL: n.ah.ab GK: H5546 Derivation: the same as נֹוב; fruit; Strong's: Nob, a place in Palestine KJV: Nob.
H5012	H5012	נָבָא (nâbâʼ｜naw-baw'｜verb｜prophesy) [Heb] נָבָא ETCBC: נבא (verb｜speak as prophet) OSHL: n.ai.ac TWOT: 1277 GK: H5547 Greek: ἀποφθέγγομαι, λαλέω, προφητεύω Derivation: a primitive root; Strong's: to prophesy, i.e. speak (or sing) by inspiration (in prediction or simple discourse) KJV: prophesy(-ing), make self a prophet.
H5013	H5013	נְבָא (nᵉbâʼ｜neb-aw'｜verb｜see) [Arc] נְבָא ETCBC: נבא (verb｜prophesy) OSHL: xn.aa.aa TWOT: 2843a GK: H10451 Derivation: (Aramaic) corresponding to נָבָא Strong's: {to prophesy, i.e. speak (or sing) by inspiration (in prediction or simple discourse) to prophesy, i.e. speak (or sing) by inspiration (in prediction or simple discourse)} KJV: prophesy.
H5014	H5014	נָבַב (nâbab｜naw-bab'｜verb｜hollow out) [Heb] נָבַב, נָבוּב ETCBC: נבב (verb｜be hollow) OSHL: n.aj.aa TWOT: 1278 GK: H5548, H5554 Derivation: a primitive root; Strong's: to pierce; to be hollow, or (figuratively) foolish KJV: hollow, vain.
H5015	H5015	נְבֹו (Nᵉbôw｜neb-o'｜proper noun｜location｜Nebo) [pn] נְבֹו ETCBC: נְבֹו (nmpr｜[mountain]), נְבֹו (nmpr｜Nabu) OSHL: n.aj.ac, n.aj.ad TWOT: 1279 1280 GK: H5549, H5550, H5551 Derivation: probably of foreign derivation; Strong's: Nebo, the name of a Babylonian deity, also of a mountain in Moab, and of a place in Palestine KJV: Nebo.
H5016	H5016	נְבוּאָה (nᵉbûwʼâh｜neb-oo-aw'｜noun｜feminine｜prophecy) [Heb] נְבוּאָה ETCBC: נְבוּאָה (subs｜prophecy) OSHL: n.ai.ad TWOT: 1277b GK: H5553 Greek: προφητεία Derivation: from נָבָא; Strong's: a prediction (spoken or written) KJV: prophecy.
H5017	H5017	נְבוּאָה (nᵉbûwʼâh｜neb-oo-aw｜noun｜feminine｜prophesying) [Arc] נְבוּאָה ETCBC: נְבוּאָה (subs｜prophecy) OSHL: xn.aa.ac TWOT: 2843b GK: H10452 Greek: λόγος Derivation: (Aramaic) corresponding to נְבוּאָה; Strong's: inspired teaching KJV: prophesying.
H5018	H5018	נְבוּזַרְאֲדָן (Nᵉbûwzarʼădân｜neb-oo-zar-ad-awn'｜proper noun｜person｜Nebuzaradan) [pn] נְבוּזַרְאֲדָן, נְבוּזַר־אֲדָן ETCBC: נְבוּזַרְאֲדָן (nmpr｜Nebuzaradan) OSHL: n.aj.ae GK: H5555 Typo: xlit Nᵉbûwzarădân corrected to Nᵉbûwzarʼădân Derivation: of foreign origin; Strong's: Nebuzaradan, a Babylonian general KJV: Nebuzaradan.
H5019	H5019	נְבוּכַדְנֶאצַּר (Nᵉbûwkadneʼtstsar｜neb-oo-kad-nets-tsar'｜proper noun｜person｜Nebuchadnezzar) [pn] נְבוּכַדְנֶאצַּר, נְבוּכַדְנֶצַּר, נְבוּכַדְנֶצֹּור, נְבוּכַדְרֶאצַּר, נְבוּכַדְרֶאצֹּור ETCBC: נְבוּכַדְנֶאצַּר (nmpr｜Nebuchadnezzar), נְבוּכַדְרֶאצַּר (nmpr｜Nebuchadnezzar) OSHL: n.aj.af GK: H5556, H5557 Derivation: or נְבֻּכַדְנֶאצַּר; (2 Kings 24:1,10), or נְבוּכַדְנֶצַּר; (Esther 2:6; Daniel 1:18), or נְבוּכַדְרֶאצַּר; or נְבוּכַדְרֶאצֹּור; (Ezra 2:1; Jeremiah 49:28), or foreign derivation; Strong's: Nebukadnetstsar (or -retstsar, or -retstsor), king of Babylon KJV: Nebuchadnezzar, Nebuchadrezzar.
H5020	H5020	נְבוּכַדְנֶצַּר (Nᵉbûwkadnetstsar｜neb-oo-kad-nets-tsar'｜proper noun｜person｜Nebuchadnezzar) [Arc] נְבוּכַדְנֶצַּר ETCBC: נְבוּכַדְנֶצַּר (nmpr｜Nebuchadnezzar) OSHL: xn.aa.ad GK: H10453 Derivation: (Aramaic) corresponding to נְבוּכַדְנֶאצַּר Strong's: {Nebukadnetstsar (or -retstsar, or -retstsor), king of Babylon} KJV: Nebuchadnezzar.
H5021	H5021	נְבוּשַׁזְבָּן (Nᵉbûwshazbân｜neb-oo-shaz-bawn'｜proper noun｜person｜Nebushazban) [pn] נְבוּשַׁזְבָּן, נְבוּשַׁז־בָּן ETCBC: נְבוּשַׁזְבָּן (nmpr｜Nebushazban) OSHL: n.aj.ag GK: H5558 Derivation: of foreign derivation; Strong's: Nebushazban, Nebuchadnezzar's chief eunuch KJV: Nebushazban.
H5022	H5022	נָבֹות (Nâbôwth｜naw-both'｜proper noun｜person｜Naboth) [pn] נָבֹות ETCBC: נָבֹות (nmpr｜Naboth) OSHL: n.aj.ah GK: H5559 Derivation: feminine plural from the same as נֹב; fruits; Strong's: Naboth, an Israelite KJV: Naboth.
H5023	H5023	נְבִזְבָּה (nᵉbizbâh｜neb-iz-baw'｜noun｜feminine｜reward) [Arc] נְבִזְבָּה ETCBC: נְבִזְבָּה (subs｜present) OSHL: xn.aa.ae TWOT: 2844 GK: H10454 Greek: δωρεά Derivation: (Aramaic) of uncertain derivation; Strong's: a largess KJV: reward.
H5024	H5024	נָבַח (nâbach｜naw-bakh'｜verb｜bark) [Heb] נָבַח ETCBC: נבח (verb｜bark) OSHL: n.ak.aa TWOT: 1281 GK: H5560 Derivation: a primitive root; Strong's: to bark (as a dog) KJV: bark.
H5025	H5025	נֹבַח (Nôbach｜no'-bach｜proper noun｜location｜Nobah) [pn] נֹבַח, נׄבַח ETCBC: נֹבַח (nmpr｜Nobah), נֹבַח (nmpr｜Nobah) OSHL: n.ak.ab GK: H5561, H5562 Derivation: from נָבַח; a bark; Strong's: Nobach, the name of an Israelite, and of a place East of the Jordan KJV: Nobah.
H5026	H5026	נִבְחַז (Nibchaz｜nib-khaz'｜proper noun｜person｜Nibhaz) [pn] נִבְחַז ETCBC: נִבְחַז (nmpr｜Nibhaz) OSHL: n.ak.ac GK: H5563 Derivation: of foreign origin; Strong's: Nibchaz, a deity of the Avites KJV: Nibhaz.
H5027	H5027	נָבַט (nâbaṭ｜naw-bat'｜proper noun｜person｜look) [Heb] נָבַט ETCBC: נבט (verb｜look at) OSHL: n.al.aa GK: H5564 Greek: ἀναβλέπω, βλέπω, ἐκζητέω, ἐμβλέπω, ἐπιβλέπω, ἐπιστρέφω, κατανοέω, περιβλέπω, προσέρχομαι Derivation: a primitive root; Strong's: to scan, i.e. look intently at; by implication, to regard with pleasure, favor or care KJV: (cause to) behold, consider, look (down), regard, have respect, see.
H5028	H5028	נְבָט (Nᵉbâṭ｜neb-awt'｜proper noun｜person｜Nebat) [pn] נְבָט ETCBC: נְבָט (nmpr｜Nebat) OSHL: n.al.ac GK: H5565 Derivation: from נָבַט; regard; Strong's: Nebat, the father of Jeroboam I KJV: Nebat.
H5029	H5029	נְבִיא (nᵉbîyʼ｜neb-ee'｜noun｜masculine｜prophet) [Arc] נְבִיא ETCBC: נְבִיא (subs｜prophet) OSHL: xn.aa.ab TWOT: 2843a GK: H10455 Greek: Βαρνάβας Derivation: (Aramaic) corresponding to נָבִיא; Strong's: a prophet KJV: prophet.
H5030	H5030	נָבִיא (nâbîyʼ｜naw-bee'｜noun｜masculine｜spokesman) [Heb] נָבִיא ETCBC: נָבִיא (subs｜prophet) OSHL: n.ai.ab TWOT: 1277a GK: H5566 Greek: ψευδοπροφήτης Derivation: from נָבָא; Strong's: a prophet or (generally) inspired man KJV: prophecy, that prophesy, prophet.
H5031	H5031	נְבִיאָה (nᵉbîyʼâh｜neb-ee-yaw'｜noun｜feminine｜prophetess) [Heb] נְבִיאָה ETCBC: נְבִיאָה (subs｜prophetess) OSHL: n.ai.ae TWOT: 1277c GK: H5567 Greek: προφῆτις Derivation: feminine of נָבִיא; Strong's: a prophetess or (generally) inspired woman; by implication, a poetess; by association a prophet's wife KJV: prophetess.
H5032	H5032	נְבָיֹות (Nᵉbâyôwth｜neb-aw-yoth'｜proper noun｜person｜Nebaioth) [pn] נְבָיֹות, נְבָיׄות ETCBC: נְבָיֹות (nmpr｜Nebaioth) OSHL: n.al.ad GK: H5568 Derivation: or נְבָיֹת; feminine plural from נוּב; fruitfulnesses; Strong's: Nebajoth, a son of Ismael, and the country settled by him KJV: Nebaioth, Nebajoth.
H5033	H5033	נֵבֶךְ (nêbek｜nay'-bek｜noun｜masculine｜spring) [Heb] נֵבֶךְ ETCBC: נֵבֶךְ (subs｜sandy ground) OSHL: n.al.ae TWOT: 1283 GK: H5569 Greek: πηγή Derivation: from an unused root meaning to burst forth; Strong's: a fountain KJV: spring.
H5034	H5034	נָבֵל (nâbêl｜naw-bale'｜verb｜be senseless｜sink down) [Heb] נָבֵל, נָבַל ETCBC: נבל (verb｜wither) OSHL: n.ao.aa, n.an.aa TWOT: 1286 GK: H5570, H5571 Greek: ἀκαθαρσία, ἀποβάλλω, ἀπόλλυμι, ἀποπίπτω, ἀποῤῥίπτω, ἀτιμάζω, ἀφίστημι, καταφθείρω, παλαιόω, πίπτω, φθείρω, φθορά Derivation: a primitive root; Strong's: to wilt; generally, to fall away, fail, faint; figuratively, to be foolish or (morally) wicked; causatively, to despise, disgrace KJV: disgrace, dishounour, lightly esteem, fade (away, -ing), fall (down, -ling, off), do foolishly, come to nought, [idiom] surely, make vile, wither.
H5035	H5035	נֶבֶל (nebel｜neh'-bel｜noun｜masculine｜bag｜harp) [Heb] נֶבֶל, נֶֶבֶל, נֵבֶל ETCBC: נֵבֶל (subs｜jar), נֵבֶל (subs｜harp) OSHL: n.am.ab, n.am.ac TWOT: 1284a 1284b GK: H5574, H5575 Greek: ἀγγεῖον, ἀσκός, εὐφροσύνη, κιθάρα, ψαλμός Derivation: or נֵבֶל; from נָבֵל; Strong's: a skin-bag for liquids (from collapsing when empty); hence, a vase (as similar in shape when full); also a lyre (as having a body of like form) KJV: bottle, pitcher, psaltery, vessel, viol.
H5036	H5036	נָבָל (nâbâl｜naw-bawl'｜adjective｜foolish) [Heb] נָבָל ETCBC: נָבָל (adjv｜stupid) OSHL: n.an.ab TWOT: 1285a GK: H5572 Greek: ἀπαίδευτος, ἀσύνετος, ἄφρων, μωρός Derivation: from נָבֵל; Strong's: stupid; wicked (especially impious) KJV: fool(-ish, -ish man, -ish woman), vile person.
H5037	H5037	נָבָל (Nâbâl｜naw-bawl'｜proper noun｜person｜Nabal) [pn] נָבָל ETCBC: נָבָל (nmpr｜Nabal) OSHL: n.an.ac GK: H5573 Derivation: the same as נָבָל; dolt; Strong's: Nabal, an Israelite KJV: Nabal.
H5038	H5038	נְבֵלָה (nᵉbêlâh｜neb-ay-law'｜noun｜feminine｜carcass) [Heb] נְבֵלָה ETCBC: נְבֵלָה (subs｜corpse) OSHL: n.ao.ab TWOT: 1286a GK: H5577 Greek: νεκρός, σῶμα Derivation: from נָבֵל; Strong's: a flabby thing, i.e. a carcase or carrion (human or bestial, often collectively); figuratively, an idol KJV: (dead) body, (dead) carcase, dead of itself, which died, (beast) that (which) dieth of itself.
H5039	H5039	נְבָלָה (nᵉbâlâh｜neb-aw-law'｜noun｜feminine｜senselessness) [Heb] נְבָלָה ETCBC: נְבָלָה (subs｜stupidity) OSHL: n.an.ad TWOT: 1285b GK: H5576 Greek: ἄδικος, ἀνομία, ἀσχήμων, ἀφροσύνη, γυνή Derivation: feminine of נָבָל; Strong's: foolishness, i.e. (morally) wickedness; concretely, a crime; by extension, punishment KJV: folly, vile, villany.
H5040	H5040	נַבְלוּת (nablûwth｜nab-looth'｜noun｜feminine｜immodesty) [Heb] נַבְלוּת ETCBC: נַבְלוּת (subs｜vagina) OSHL: n.an.ae TWOT: 1285c GK: H5578 Derivation: from נָבָל; Strong's: properly, disgrace, i.e. the (female) pudenda KJV: lewdness.
H5041	H5041	נְבַלָּט (Nᵉballâṭ｜neb-al-lawt'｜proper noun｜location｜Neballat) [pn] נְבַלָּט ETCBC: נְבַלָּט (nmpr｜Neballat) OSHL: n.ao.ac GK: H5579 Derivation: apparently from נָבָל and לָט; foolish secrecy; Strong's: Neballat, a place in Palestine KJV: Neballat.
H5042	H5042	נָבַע (nâbaʻ｜naw-bah'｜verb｜flow) [Heb] נָבַע ETCBC: נבע (verb｜bubble) OSHL: n.ap.aa TWOT: 1287 GK: H5580 Greek: ἀναγγέλλω, ἀποκρίνομαι, ἀποφθέγγομαι, ἐρεύγομαι, φθέγγομαι Derivation: a primitive root; Strong's: to gush forth; figuratively, to utter (good or bad words); specifically, to emit (a foul odor) KJV: belch out, flowing, pour out, send forth, utter (abundantly).
H5043	H5043	נֶבְרְשָׁא (nebrᵉshâʼ｜neb-reh-shaw'｜noun｜feminine｜the candlestick) [Arc] נֶבְרְשָׁא, נֶבְרְשָׁה ETCBC: נֶבְרְשָׁה (subs｜lamp) OSHL: xn.aa.af TWOT: 2845 GK: H10456 Greek: λαμπάς, φῶς Derivation: (Aramaic) from an unused root meaning to shine; Strong's: a light; plural (collectively) a chandelier KJV: candlestick.
H5044	H5044	נִבְשָׁן (Nibshân｜nib-shawn'｜proper noun｜location｜Nibshan) [pn] נִבְשָׁן ETCBC: נִבְשָׁן (nmpr｜Nibshan) OSHL: b.dl.ac GK: H5581 Derivation: of uncertain derivation; Strong's: Nibshan, a place in Palestine KJV: Nibshan.
H5045	H5045	נֶגֶב (negeb｜neh'-gheb｜noun｜masculine｜south-country) [Heb] נֶגֶב ETCBC: נֶגֶב (subs｜south) OSHL: n.aq.ab TWOT: 1288a GK: H5582 Greek: ἔρημος, λίψ, μεσημβρία, νότος Derivation: from an unused root meaning to be parched; Strong's: the south (from its drought); specifically, the Negeb or southern district of Judah, occasionally, Egypt (as south to Palestine) KJV: south (country, side, -ward).
H5046	H5046	נָגַד (nâgad｜naw-gad'｜verb｜be conspicuous) [Heb] נָגַד ETCBC: נגד (verb｜report) OSHL: n.ar.aa TWOT: 1289 GK: H5583 Greek: ἀγγελία, ἀναγγέλλω, ἀπαγγέλλω, ἀποκαλύπτω, γινώσκω, δεικνύω, λαλέω, προλέγω, σημαίνω, ὑποδείκνυμι Derivation: a primitive root; Strong's: properly, to front, i.e. stand boldly out opposite; by implication (causatively), to manifest; figuratively, to announce (always by word of mouth to one present); specifically, to expose, predict, explain, praise KJV: bewray, [idiom] certainly, certify, declare(-ing), denounce, expound, [idiom] fully, messenger, plainly, profess, rehearse, report, shew (forth), speak, [idiom] surely, tell, utter.
H5047	H5047	נְגַד (nᵉgad｜neg-ad'｜verb｜stream) [Arc] נְגַד ETCBC: נגד (verb｜flow) OSHL: xn.ab.aa TWOT: 2846 GK: H10457 Greek: ἑλκύω Derivation: (Aramaic) corresponding to נָגַד; Strong's: to flow (through the idea of clearing the way) KJV: issue.
H5048	H5048	נֶגֶד (neged｜neh'-ghed｜adjective｜what is conspicuous) [Heb] נֶגֶד ETCBC: נֶגֶד (subs｜counterpart) OSHL: n.ar.ab TWOT: 1289a GK: H5584 Greek: βλέπω, ἐναντίον, ἐναντίον, ἐναντίος, ἐναντίος, ἔρχομαι, εὐθέως, εὐθύς, ἔχω, ὅμοιος, οὖς Derivation: from נָגַד; Strong's: a front, i.e. part opposite; specifically a counterpart, or mate; usually (adverbial, especially with preposition) over against or before KJV: about, (over) against, [idiom] aloof, [idiom] far (off), [idiom] from, over, presence, [idiom] other side, sight, [idiom] to view.
H5049	H5049	נֶגֶד (neged｜neh'-ghed｜preposition｜in front of) [Arc] נֶגֶד ETCBC: נֶגֶד (subs｜toward) OSHL: xn.ab.ab TWOT: 2846a GK: H10458 Derivation: (Aramaic) corresponding to נֶגֶד; Strong's: opposite KJV: toward.
H5050	H5050	נָגַהּ (nâgahh｜naw-gah'｜verb｜shine) [Heb] נָגַהּ ETCBC: נָגַהּ (verb｜shine) OSHL: n.as.aa TWOT: 1290 GK: H5585 Greek: ἀναβαίνω, δίδωμι, ἐκλάμπω, λάμπω, φωτίζω Derivation: a primitive root; Strong's: to glitter; causatively, to illuminate KJV: (en-) lighten, (cause to) shine.
H5051	H5051	נֹגַהּ (nôgahh｜no'-gah｜noun｜feminine｜brightness) [Heb] נֹגַהּ, נׄגַהּ ETCBC: נֹגַהּ (subs｜brightness) OSHL: n.as.ab TWOT: 1290a GK: H5586 Greek: ἀνατολή, λαμπρότης, φέγγος, φῶς Derivation: from נָגַהּ; Strong's: brilliancy (literally or figuratively) KJV: bright(-ness), light, (clear) shining.
H5052	H5052	נֹגַהּ (Nôgahh｜no'-gah｜proper noun｜person｜Nogah) [pn] נֹגַהּ, נׄגַהּ ETCBC: נֹגַהּ (nmpr｜Nogah) OSHL: n.as.ac GK: H5587 Greek: Ναγγαί Derivation: the same as נֹגַהּ; Strong's: Nogah, a son of David KJV: Nogah.
H5053	H5053	נֹגַהּ (nôgahh｜no'-gah｜noun｜feminine｜brightness) [Arc] נֹגַהּ, נְגַהּ ETCBC: נְגַהּ (subs｜dawn) OSHL: xn.ab.ac TWOT: 2847 GK: H10459 Derivation: (Aramaic) corresponding to נֹגַהּ; Strong's: dawn KJV: morning.
H5054	H5054	נְגֹהָה (nᵉgôhâh｜neg-o-haw'｜noun｜feminine｜brightness) [Heb] נְגֹהָה ETCBC: נְגֹהָה (subs｜brightness) OSHL: n.as.ad TWOT: 1290b GK: H5588 Greek: αὐγή Derivation: feminine of נֹגַהּ; Strong's: splendor KJV: brightness.
H5055	H5055	נָגַח (nâgach｜naw-gakh'｜verb｜push) [Heb] נָגַח ETCBC: נגח (verb｜gore) OSHL: n.at.aa TWOT: 1291 GK: H5590 Derivation: a primitive root; Strong's: to butt with the horns; figuratively, to war against KJV: gore, push (down, -ing).
H5056	H5056	נַגָּח (naggâch｜nag-gawkh'｜adjective｜addicted to goring) [Heb] נַגָּח ETCBC: נַגָּח (adjv｜goring) OSHL: n.at.ab TWOT: 1291a GK: H5591 Derivation: from נָגַח; Strong's: butting, i.e. vicious KJV: used (wont) to push.
H5057	H5057	נָגִיד (nâgîyd｜naw-gheed'｜noun｜masculine｜leader) [Heb] נָגִיד ETCBC: נָגִיד (subs｜chief) OSHL: n.ar.ac TWOT: 1289b GK: H5592 Greek: ἄρχων, βασιλεύς, ἐπιστάτης, ἡγέομαι, σεμνός Derivation: or נָגִד; from נָגַד; Strong's: a commander (as occupying the front), civil, military or religious; generally (abstractly, plural), honorable themes KJV: captain, chief, excellent thing, (chief) governor, leader, noble, prince, (chief) ruler.
H5058	H5058	נְגִינָה (nᵉgîynâh｜neg-ee-naw'｜noun｜feminine｜music) [Heb] נְגִינָה ETCBC: נְגִינָה (subs｜music) OSHL: n.av.ab TWOT: 1292.1a GK: H5593 Greek: κιθάρα, ὕμνος, ᾠδή Derivation: or נְגִינַת; (Psalm 61:title), from נָגַן; Strong's: properly, instrumental music; by implication, a stringed instrument; by extension, a poem set to music; specifically, an epigram KJV: stringed instrument, musick, Neginoth (plural), song.
