Igehely	Szósorszám	Strong-szám	Angol szó
Gen.42.4	5	H7971	sent
Gen.42.4	6	H251	not with his brethren;
Gen.42.4	7	H559	for he said,
Gen.42.4	8	H6435	Lest peradventure
Gen.42.4	9	H611	harm
Gen.42.4	10	H7122	befall him.
Gen.42.5	1	H1121	And the sons
Gen.42.5	2	H3478	of Israel
Gen.42.5	3	H935	came
Gen.42.5	4	H7666	to buy
Gen.42.5	5	H8432	among
Gen.42.5	6	H935	those that came:
Gen.42.5	7	H7458	for the famine
Gen.42.5	8	H776	was in the land
Gen.42.5	9	H3667	of Canaan.
Gen.42.6	1	H3130	And Joseph
Gen.42.6	2	H7989	was the governor
Gen.42.6	3	H776	over the land;
Gen.42.6	4	H7666	he it was that sold
Gen.42.6	5	H5971	to all the people
Gen.42.6	6	H776	of the land.
Gen.42.6	7	H3130	And Joseph's
Gen.42.6	8	H251	brethren
Gen.42.6	9	H935	came,
Gen.42.6	10	H7812	and bowed down
Gen.42.6	11	H639	themselves to him with their faces
Gen.42.6	12	H776	to the earth.
Gen.42.7	1	H3130	And Joseph
Gen.42.7	2	H7200	saw
Gen.42.7	3	H251	his brethren,
Gen.42.7	4	H5234	and he knew
Gen.42.7	5	H5234	them, but made himself strange
Gen.42.7	6	H1696	unto them, and spake
Gen.42.7	7	H7186	roughly
Gen.42.7	8	H559	with them; and he said
Gen.42.7	9	H370	unto them, Whence
Gen.42.7	10	H935	come
Gen.42.7	11	H559	ye? And they said,
Gen.42.7	12	H776	From the land
Gen.42.7	13	H3667	of Canaan
Gen.42.7	14	H7666	to buy
Gen.42.7	15	H400	food.
Gen.42.8	1	H3130	And Joseph
Gen.42.8	2	H5234	knew
Gen.42.8	3	H251	his brethren,
Gen.42.8	4	H5234	but they knew not him.
Gen.42.9	1	H3130	And Joseph
Gen.42.9	2	H2142	remembered
Gen.42.9	3	H2472	the dreams
