Igehely	Szósorszám	Strong-szám	Angol szó
Gen.18.11	9	H802	of women.
Gen.18.12	1	H8283	And Sarah
Gen.18.12	2	H6711	laughed
Gen.18.12	3	H7130	within herself,
Gen.18.12	4	H559	saying,
Gen.18.12	5	H310	After
Gen.18.12	6	H1086	I am waxed old
Gen.18.12	7	H5730	shall I have pleasure,
Gen.18.12	8	H113	my lord
Gen.18.12	9	H2204	being old also?
Gen.18.13	1	H3068	And Jehovah
Gen.18.13	2	H559	said
Gen.18.13	3	H85	unto Abraham,
Gen.18.13	4	H4100	Wherefore
Gen.18.13	5	H8283	did Sarah
Gen.18.13	6	H6711	laugh,
Gen.18.13	7	H559	saying,
Gen.18.13	8	H552	Shall I of a surety
Gen.18.13	9	H3205	bear
Gen.18.13	10	H589	a child, who
Gen.18.13	11	H2204	am old?
Gen.18.14	1	H6381	Is
Gen.18.14	2	H1697	anything
Gen.18.14	3	H6381	too hard
Gen.18.14	4	H3068	for Jehovah?
Gen.18.14	5	H4150	At the set
Gen.18.14	6	H7725	time I will return
Gen.18.14	7	H6256	unto thee, when the season
Gen.18.14	8	H2416	cometh round,
Gen.18.14	9	H8283	and Sarah
Gen.18.14	10	H1121	shall have a son.
Gen.18.15	1	H8283	Then Sarah
Gen.18.15	2	H3584	denied,
Gen.18.15	3	H559	saying,
Gen.18.15	4	H6711	I laughed
Gen.18.15	5	H3372	not; for she was afraid.
Gen.18.15	6	H559	And he said,
Gen.18.15	7	H3808	Nay;
Gen.18.15	8	H6711	but thou didst laugh.
Gen.18.16	1	H582	And the men
Gen.18.16	2	H6965	rose up
Gen.18.16	3	H8259	from thence, and looked
Gen.18.16	4	H6440	toward
Gen.18.16	5	H5467	Sodom:
Gen.18.16	6	H85	and Abraham
Gen.18.16	7	H1980	went
Gen.18.16	8	H7971	with them to bring them on the way.
Gen.18.17	1	H3068	And Jehovah
Gen.18.17	2	H559	said,
Gen.18.17	3	H3680	Shall I hide
Gen.18.17	4	H85	from Abraham
Gen.18.17	5	H834	that which
Gen.18.17	6	H6213	I do;
Gen.18.18	1	H85	seeing that Abraham
Gen.18.18	2	H1419	shall surely become a great
Gen.18.18	3	H6099	and mighty
Gen.18.18	4	H1471	nation,
Gen.18.18	5	H1471	and all the nations
Gen.18.18	6	H776	of the earth
Gen.18.18	7	H1288	shall be blessed in him?
Gen.18.19	1	H3045	For I have known
Gen.18.19	2	H834	him, to the end that
Gen.18.19	3	H6680	he may command
Gen.18.19	4	H1121	his children
Gen.18.19	5	H1004	and his household
Gen.18.19	6	H310	after him,
Gen.18.19	7	H8104	that they may keep
Gen.18.19	8	H1870	the way
Gen.18.19	9	H3068	of Jehovah,
Gen.18.19	10	H6213	to do
Gen.18.19	11	H6666	righteousness
Gen.18.19	12	H6666	and justice;
Gen.18.19	13	H3068	to the end that Jehovah
Gen.18.19	14	H935	may bring
Gen.18.19	15	H85	upon Abraham
Gen.18.19	16	H1696	that which he hath spoken of him.
Gen.18.20	1	H3068	And Jehovah
Gen.18.20	2	H559	said,
Gen.18.20	3	H2201	Because the cry
Gen.18.20	4	H5467	of Sodom
Gen.18.20	5	H6017	and Gomorrah
Gen.18.20	6	H7227	is great,
Gen.18.20	7	H2403	and because their sin
Gen.18.20	8	H3966	is very
Gen.18.20	9	H3513	grievous;
Gen.18.21	1	H3381	I will go down
Gen.18.21	2	H7200	now, and see
Gen.18.21	3	H6213	whether they have done
Gen.18.21	4	H3617	altogether
Gen.18.21	5	H6818	according to the cry
Gen.18.21	6	H935	of it, which is come
Gen.18.21	7	H3045	unto me; and if not, I will know.
Gen.18.22	1	H582	And the men
Gen.18.22	2	H6437	turned
Gen.18.22	3	H3212	from thence, and went
Gen.18.22	4	H5467	toward Sodom:
Gen.18.22	5	H85	but Abraham
Gen.18.22	6	H5975	stood
Gen.18.22	7	H5750	yet
Gen.18.22	8	H6440	before
Gen.18.22	9	H3068	Jehovah.
Gen.18.23	1	H85	And Abraham
Gen.18.23	2	H5066	drew near,
Gen.18.23	3	H559	and said,
Gen.18.23	4	H5595	Wilt thou consume
Gen.18.23	5	H6662	the righteous
Gen.18.23	6	H5973	with
Gen.18.23	7	H7563	the wicked?
Gen.18.24	1	H3426	Peradventure there are
Gen.18.24	2	H2572	fifty
Gen.18.24	3	H6662	righteous
Gen.18.24	4	H8432	within
Gen.18.24	5	H5892	the city:
Gen.18.24	6	H5595	wilt thou consume
Gen.18.24	7	H5375	and not spare
Gen.18.24	8	H4725	the place
Gen.18.24	9	H4616	for
Gen.18.24	10	H2572	the fifty
Gen.18.24	11	H6662	righteous
Gen.18.24	12	H7130	that are therein?
Gen.18.25	1	H2486	That be far
Gen.18.25	2	H6213	from thee to do
Gen.18.25	3	H1697	after this manner,
Gen.18.25	4	H4191	to slay
Gen.18.25	5	H6662	the righteous
Gen.18.25	6	H7563	with the wicked,
Gen.18.25	7	H6662	that so the righteous
Gen.18.25	8	H7563	should be as the wicked;
Gen.18.25	9	H2486	that be far
Gen.18.25	10	H8199	from thee: shall not the Judge
Gen.18.25	11	H776	of all the earth
Gen.18.25	12	H6213	do
Gen.18.25	13	H4941	right?
Gen.18.26	1	H3068	And Jehovah
Gen.18.26	2	H559	said,
Gen.18.26	3	H4672	If I find
Gen.18.26	4	H5467	in Sodom
Gen.18.26	5	H2572	fifty
Gen.18.26	6	H6662	righteous
Gen.18.26	7	H8432	within
Gen.18.26	8	H5892	the city,
Gen.18.26	9	H5375	then I will spare
Gen.18.26	10	H4725	all the place for their sake.
Gen.18.27	1	H85	And Abraham
Gen.18.27	2	H6030	answered
Gen.18.27	3	H559	and said,
Gen.18.27	4	H2974	Behold now, I have taken upon me
Gen.18.27	5	H1696	to speak
Gen.18.27	6	H136	unto the Lord,
Gen.18.27	7	H595	who
Gen.18.27	8	H6083	am but dust
Gen.18.27	9	H665	and ashes:
Gen.18.28	1	H2637	peradventure there shall lack
Gen.18.28	2	H2568	five
Gen.18.28	3	H2572	of the fifty
Gen.18.28	4	H6662	righteous:
Gen.18.28	5	H7843	wilt thou destroy
Gen.18.28	6	H5892	all the city
Gen.18.28	7	H2568	for lack of five?
Gen.18.28	8	H559	And he said,
Gen.18.28	9	H7843	I will not destroy
Gen.18.28	10	H4672	it, if I find
Gen.18.28	11	H705	there forty
Gen.18.28	12	H2568	and five.
Gen.18.29	1	H1696	And he spake
Gen.18.29	2	H3254	unto him yet again,
Gen.18.29	3	H559	and said,
Gen.18.29	4	H705	Peradventure there shall be forty
Gen.18.29	5	H4672	found
Gen.18.29	6	H559	there. And he said,
Gen.18.29	7	H6213	I will not do
Gen.18.29	8	H705	it for the forty's sake.
Gen.18.30	1	H559	And he said,
Gen.18.30	2	H4994	Oh
Gen.18.30	3	H136	let not the Lord
Gen.18.30	4	H2734	be angry,
Gen.18.30	5	H1696	and I will speak:
Gen.18.30	6	H7970	peradventure there shall thirty
Gen.18.30	7	H4672	be found
Gen.18.30	8	H559	there. And he said,
Gen.18.30	9	H6213	I will not do
Gen.18.30	10	H4672	it, if I find
Gen.18.30	11	H7970	thirty there.
Gen.18.31	1	H559	And he said,
Gen.18.31	2	H2974	Behold now, I have taken upon me
Gen.18.31	3	H1696	to speak
Gen.18.31	4	H136	unto the Lord:
Gen.18.31	5	H6242	peradventure there shall be twenty
Gen.18.31	6	H4672	found
Gen.18.31	7	H559	there. And he said,
Gen.18.31	8	H7843	I will not destroy
Gen.18.31	9	H6242	it for the twenty's sake.
Gen.18.32	1	H559	And he said,
Gen.18.32	2	H136	Oh let not the Lord
Gen.18.32	3	H2734	be angry,
Gen.18.32	4	H1696	and I will speak
Gen.18.32	5	H389	yet
Gen.18.32	6	H6471	but this once:
Gen.18.32	7	H6235	peradventure ten
Gen.18.32	8	H4672	shall be found
Gen.18.32	9	H559	there. And he said,
Gen.18.32	10	H7843	I will not destroy
Gen.18.32	11	H6235	it for the ten's sake.
Gen.18.33	1	H3068	And Jehovah
Gen.18.33	2	H3212	went his way,
Gen.18.33	3	H834	as soon as
Gen.18.33	4	H3615	he had left
Gen.18.33	5	H1696	off communing
Gen.18.33	6	H85	with Abraham:
Gen.18.33	7	H85	and Abraham
Gen.18.33	8	H7725	returned
Gen.18.33	9	H4725	unto his place.
Gen.19.1	1	H8147	And the two
Gen.19.1	2	H4397	angels
Gen.19.1	3	H935	came
Gen.19.1	4	H5467	to Sodom
Gen.19.1	5	H6153	at even;
Gen.19.1	6	H3876	and Lot
Gen.19.1	7	H3427	sat
Gen.19.1	8	H8179	in the gate
Gen.19.1	9	H5467	of Sodom:
Gen.19.1	10	H3876	and Lot
Gen.19.1	11	H7200	saw
Gen.19.1	12	H6965	them, and rose up
Gen.19.1	13	H7125	to meet
Gen.19.1	14	H7812	them; and he bowed
Gen.19.1	15	H639	himself with his face
Gen.19.1	16	H776	to the earth;
Gen.19.2	1	H559	and he said,
Gen.19.2	2	H113	Behold now, my lords,
Gen.19.2	3	H5493	turn aside,
Gen.19.2	4	H5650	I pray you, into your servant's
Gen.19.2	5	H1004	house,
Gen.19.2	6	H3885	and tarry all night,
Gen.19.2	7	H7364	and wash
Gen.19.2	8	H7272	your feet,
Gen.19.2	9	H7925	and ye shall rise up early,
Gen.19.2	10	H1980	and go
Gen.19.2	11	H1870	on your way.
Gen.19.2	12	H559	And they said,
Gen.19.2	13	H3885	Nay; but we will abide
Gen.19.2	14	H7339	in the street
Gen.19.2	15	H3885	all night.
Gen.19.3	1	H6484	And he urged
Gen.19.3	2	H3966	them greatly;
Gen.19.3	3	H5493	and they turned in
Gen.19.3	4	H935	unto him, and entered
Gen.19.3	5	H1004	into his house;
Gen.19.3	6	H6213	and he made
Gen.19.3	7	H4960	them a feast,
Gen.19.3	8	H644	and did bake
Gen.19.3	9	H4682	unleavened bread,
Gen.19.3	10	H398	and they did eat.
Gen.19.4	1	H7901	But before they lay down,
Gen.19.4	2	H582	the men
Gen.19.4	3	H5892	of the city,
Gen.19.4	4	H582	even the men
Gen.19.4	5	H5467	of Sodom,
Gen.19.4	6	H5437	compassed
Gen.19.4	7	H1004	the house
Gen.19.4	8	H5437	round,
Gen.19.4	9	H5288	both young
Gen.19.4	10	H2205	and old,
Gen.19.4	11	H5971	all the people
Gen.19.4	12	H7097	from every quarter;
Gen.19.5	1	H7121	and they called
Gen.19.5	2	H3876	unto Lot,
Gen.19.5	3	H559	and said
Gen.19.5	4	H582	unto him, Where are the men
Gen.19.5	5	H935	that came in
Gen.19.5	6	H3915	to thee this night?
Gen.19.5	7	H3318	bring them out
Gen.19.5	8	H3045	unto us, that we may know them.
Gen.19.6	1	H3876	And Lot
Gen.19.6	2	H3318	went out
Gen.19.6	3	H1817	unto them to the door,
Gen.19.6	4	H5462	and shut
Gen.19.6	5	H1817	the door
Gen.19.6	6	H310	after him.
Gen.19.7	1	H559	And he said,
Gen.19.7	2	H251	I pray you, my brethren,
Gen.19.7	3	H7489	do not so wickedly.
Gen.19.8	1	H8147	Behold now, I have two
Gen.19.8	2	H1323	daughters
Gen.19.8	3	H3045	that have not known
Gen.19.8	4	H376	man;
Gen.19.8	5	H3318	let me, I pray you, bring them out
Gen.19.8	6	H6213	unto you, and do
Gen.19.8	7	H2896	ye to them as is good
Gen.19.8	8	H5869	in your eyes:
Gen.19.8	9	H411	only unto these
Gen.19.8	10	H582	men
Gen.19.8	11	H6213	do
Gen.19.8	12	H408	nothing,
Gen.19.8	13	H935	forasmuch as they are come
Gen.19.8	14	H6738	under the shadow
Gen.19.8	15	H6982	of my roof.
Gen.19.9	1	H559	And they said,
Gen.19.9	2	H5066	Stand
Gen.19.9	3	H1973	back.
Gen.19.9	4	H559	And they said,
Gen.19.9	5	H259	This one
Gen.19.9	6	H935	fellow came in
Gen.19.9	7	H1481	to sojourn,
Gen.19.9	8	H8199	and he will needs
Gen.19.9	9	H8199	be a judge:
Gen.19.9	10	H7489	now will we deal worse
Gen.19.9	11	H6484	with thee, than with them. And they pressed
Gen.19.9	12	H3966	sore
Gen.19.9	13	H376	upon the man,
Gen.19.9	14	H3876	even Lot,
Gen.19.9	15	H5066	and drew near
Gen.19.9	16	H7665	to break
Gen.19.9	17	H1817	the door.
Gen.19.10	1	H582	But the men
Gen.19.10	2	H7971	put forth
Gen.19.10	3	H3027	their hand,
Gen.19.10	4	H935	and brought
Gen.19.10	5	H3876	Lot
Gen.19.10	6	H1004	into the house
Gen.19.10	7	H5462	to them, and shut
Gen.19.10	8	H1817	to the door.
Gen.19.11	1	H5221	And they smote
Gen.19.11	2	H582	the men
Gen.19.11	3	H6607	that were at the door
Gen.19.11	4	H1004	of the house
Gen.19.11	5	H5575	with blindness,
Gen.19.11	6	H6996	both small
Gen.19.11	7	H1419	and great,
Gen.19.11	8	H3811	so that they wearied
Gen.19.11	9	H4672	themselves to find
Gen.19.11	10	H6607	the door.
Gen.19.12	1	H582	And the men
Gen.19.12	2	H559	said
Gen.19.12	3	H3876	unto Lot,
Gen.19.12	4	H6311	Hast thou here
Gen.19.12	5	H4310	any
Gen.19.12	6	H2860	besides? son-in-law,
Gen.19.12	7	H1121	and thy sons,
Gen.19.12	8	H1323	and thy daughters,
Gen.19.12	9	H834	and whomsoever
Gen.19.12	10	H5892	thou hast in the city,
Gen.19.12	11	H3318	bring them out
Gen.19.12	12	H4725	of the place:
Gen.19.13	1	H587	for we
Gen.19.13	2	H7843	will destroy
Gen.19.13	3	H4725	this place,
Gen.19.13	4	H6818	because the cry of them
Gen.19.13	5	H1431	is waxed
Gen.19.13	6	H854	great
Gen.19.13	7	H6440	before
Gen.19.13	8	H3068	Jehovah;
Gen.19.13	9	H3068	and Jehovah
Gen.19.13	10	H7971	hath sent
Gen.19.13	11	H7843	us to destroy it.
Gen.19.14	1	H3876	And Lot
Gen.19.14	2	H3318	went out,
Gen.19.14	3	H1696	and spake
Gen.19.14	4	H2860	unto his sons-in-law,
Gen.19.14	5	H3947	who married
Gen.19.14	6	H1323	his daughters,
Gen.19.14	7	H559	and said,
Gen.19.14	8	H6965	Up,
Gen.19.14	9	H3318	get you out
Gen.19.14	10	H4725	of this place;
Gen.19.14	11	H3068	for Jehovah
Gen.19.14	12	H7843	will destroy
Gen.19.14	13	H5892	the city.
Gen.19.14	14	H5869	But he seemed unto
Gen.19.14	15	H2860	his sons-in-law
Gen.19.14	16	H6711	as one that mocked.
Gen.19.15	1	H3644	And when
Gen.19.15	2	H7837	the morning
Gen.19.15	3	H5927	arose,
Gen.19.15	4	H4397	then the angels
Gen.19.15	5	H213	hastened
Gen.19.15	6	H3876	Lot,
Gen.19.15	7	H559	saying,
Gen.19.15	8	H6965	Arise,
Gen.19.15	9	H3947	take
Gen.19.15	10	H802	thy wife,
Gen.19.15	11	H8147	and thy two
Gen.19.15	12	H1323	daughters
Gen.19.15	13	H4672	that are here,
Gen.19.15	14	H5595	lest thou be consumed
Gen.19.15	15	H5771	in the iniquity
Gen.19.15	16	H5892	of the city.
Gen.19.16	1	H4102	But he lingered;
Gen.19.16	2	H582	and the men
Gen.19.16	3	H2388	laid hold
Gen.19.16	4	H3027	upon his hand,
Gen.19.16	5	H3027	and upon the hand
Gen.19.16	6	H802	of his wife,
Gen.19.16	7	H3027	and upon the hand
Gen.19.16	8	H8147	of his two
Gen.19.16	9	H1323	daughters,
Gen.19.16	10	H3068	Jehovah
Gen.19.16	11	H2551	being merciful
Gen.19.16	12	H3240	unto him: and they brought him
Gen.19.16	13	H3318	forth,
Gen.19.16	14	H3240	and set him
Gen.19.16	15	H5892	without the city.
Gen.19.17	1	H3318	And it came to pass, when they had brought them forth
Gen.19.17	2	H2351	abroad,
Gen.19.17	3	H559	that he said,
Gen.19.17	4	H4422	Escape
Gen.19.17	5	H5921	for
Gen.19.17	6	H5315	thy life;
Gen.19.17	7	H5027	look
Gen.19.17	8	H310	not behind thee,
Gen.19.17	9	H5975	neither stay
Gen.19.17	10	H3603	thou in all the Plain;
Gen.19.17	11	H4422	escape
Gen.19.17	12	H2022	to the mountain,
Gen.19.17	13	H5595	lest thou be consumed.
Gen.19.18	1	H3876	And Lot
Gen.19.18	2	H559	said
Gen.19.18	3	H113	unto them, Oh, not so, my lord:
Gen.19.19	1	H5650	behold now, thy servant
Gen.19.19	2	H4672	hath found
Gen.19.19	3	H2580	favor
Gen.19.19	4	H5869	in thy sight,
Gen.19.19	5	H1431	and thou hast magnified
Gen.19.19	6	H2617	thy lovingkindness,
Gen.19.19	7	H6213	which thou hast showed
Gen.19.19	8	H5978	unto me
Gen.19.19	9	H2421	in saving
Gen.19.19	10	H5315	my life;
Gen.19.19	11	H3201	and I cannot
Gen.19.19	12	H4422	escape
Gen.19.19	13	H2022	to the mountain,
Gen.19.19	14	H7451	lest evil
Gen.19.19	15	H1692	overtake
Gen.19.19	16	H4191	me, and I die:
Gen.19.20	1	H5892	behold now, this city
Gen.19.20	2	H7138	is near
Gen.19.20	3	H5127	to flee
Gen.19.20	4	H1931	unto, and it
Gen.19.20	5	H4705	is a little one.
Gen.19.20	6	H4422	Oh let me escape
Gen.19.20	7	H4705	thither (is it not a little one?),
Gen.19.20	8	H5315	and my soul
Gen.19.20	9	H2421	shall live.
Gen.19.21	1	H559	And he said
Gen.19.21	2	H2009	unto him, See,
Gen.19.21	3	H5375	I have accepted
Gen.19.21	4	H6440	thee
Gen.19.21	5	H1697	concerning this thing
Gen.19.21	6	H2015	also, that I will not overthrow
Gen.19.21	7	H5892	the city
Gen.19.21	8	H834	of which
Gen.19.21	9	H1696	thou hast spoken.
Gen.19.22	1	H4116	Haste
Gen.19.22	2	H4422	thee, escape
Gen.19.22	3	H3201	thither; for I cannot
Gen.19.22	4	H6213	do
Gen.19.22	5	H1697	anything
Gen.19.22	6	H935	till thou be come
Gen.19.22	7	H8034	thither. Therefore the name
Gen.19.22	8	H5892	of the city
Gen.19.22	9	H7121	was called
Gen.19.22	10	H6820	Zoar.
Gen.19.23	1	H8121	The sun
Gen.19.23	2	H3318	was risen
Gen.19.23	3	H776	upon the earth
Gen.19.23	4	H3876	when Lot
Gen.19.23	5	H935	came
Gen.19.23	6	H6820	unto Zoar.
Gen.19.24	1	H3068	Then Jehovah
Gen.19.24	2	H4305	rained
Gen.19.24	3	H5467	upon Sodom
Gen.19.24	4	H6017	and upon Gomorrah
Gen.19.24	5	H1614	brimstone
Gen.19.24	6	H784	and fire
Gen.19.24	7	H3068	from Jehovah
Gen.19.24	8	H8064	out of heaven;
Gen.19.25	1	H2015	and he overthrew
Gen.19.25	2	H411	those
Gen.19.25	3	H5892	cities,
Gen.19.25	4	H3603	and all the Plain,
Gen.19.25	5	H3427	and all the inhabitants
Gen.19.25	6	H5892	of the cities,
Gen.19.25	7	H6780	and that which grew
Gen.19.25	8	H127	upon the ground.
Gen.19.26	1	H802	But his wife
Gen.19.26	2	H5027	looked back
Gen.19.26	3	H310	from behind him,
Gen.19.26	4	H5333	and she became a pillar
Gen.19.26	5	H4417	of salt.
Gen.19.27	1	H85	And Abraham
Gen.19.27	2	H7925	gat up early
Gen.19.27	3	H1242	in the morning
Gen.19.27	4	H4725	to the place
Gen.19.27	5	H5975	where he had stood
Gen.19.27	6	H6440	before
Gen.19.27	7	H3068	Jehovah:
Gen.19.28	1	H8259	and he looked
Gen.19.28	2	H6440	toward
Gen.19.28	3	H5467	Sodom
Gen.19.28	4	H6017	and Gomorrah,
Gen.19.28	5	H6440	and toward
Gen.19.28	6	H776	all the land
Gen.19.28	7	H3603	of the Plain,
Gen.19.28	8	H7200	and beheld,
Gen.19.28	9	H7008	and, lo, the smoke
Gen.19.28	10	H776	of the land
Gen.19.28	11	H5927	went up
Gen.19.28	12	H7008	as the smoke
Gen.19.28	13	H3536	of a furnace.
Gen.19.29	1	H430	And it came to pass, when God
Gen.19.29	2	H7843	destroyed
Gen.19.29	3	H5892	the cities
Gen.19.29	4	H3603	of the Plain,
Gen.19.29	5	H430	that God
Gen.19.29	6	H2142	remembered
Gen.19.29	7	H85	Abraham,
Gen.19.29	8	H7971	and sent
Gen.19.29	9	H3876	Lot
Gen.19.29	10	H8432	out of the midst
Gen.19.29	11	H2018	of the overthrow,
Gen.19.29	12	H2015	when he overthrew
Gen.19.29	13	H5892	the cities
Gen.19.29	14	H2004	in which
Gen.19.29	15	H3876	Lot
Gen.19.29	16	H3427	dwelt.
Gen.19.30	1	H3876	And Lot
Gen.19.30	2	H5927	went up
Gen.19.30	3	H6820	out of Zoar,
Gen.19.30	4	H3427	and dwelt
Gen.19.30	5	H2022	in the mountain,
Gen.19.30	6	H8147	and his two
Gen.19.30	7	H1323	daughters
Gen.19.30	8	H3372	with him; for he feared
Gen.19.30	9	H3427	to dwell
Gen.19.30	10	H6820	in Zoar:
Gen.19.30	11	H3427	and he dwelt
Gen.19.30	12	H4631	in a cave,
Gen.19.30	13	H8147	he and his two
Gen.19.30	14	H1323	daughters.
Gen.19.31	1	H1067	And the first-born
Gen.19.31	2	H559	said
Gen.19.31	3	H6810	unto the younger,
Gen.19.31	4	H1	Our father
Gen.19.31	5	H2204	is old,
Gen.19.31	6	H376	and there is not a man
Gen.19.31	7	H776	in the earth
Gen.19.31	8	H935	to come in
Gen.19.31	9	H1870	unto us after the manner
Gen.19.31	10	H776	of all the earth:
Gen.19.32	1	H3212	come,
Gen.19.32	2	H8248	let us make
Gen.19.32	3	H1	our father
Gen.19.32	4	H8248	drink
Gen.19.32	5	H3196	wine,
Gen.19.32	6	H7901	and we will lie
Gen.19.32	7	H2421	with him, that we may preserve
Gen.19.32	8	H2233	seed
Gen.19.32	9	H1	of our father.
Gen.19.33	1	H8248	And they made
Gen.19.33	2	H1	their father
Gen.19.33	3	H8248	drink
Gen.19.33	4	H3196	wine
Gen.19.33	5	H3915	that night:
Gen.19.33	6	H1067	and the first-born
Gen.19.33	7	H935	went in,
Gen.19.33	8	H7901	and lay
Gen.19.33	9	H1	with her father;
Gen.19.33	10	H3045	and he knew
Gen.19.33	11	H7901	not when she lay down,
Gen.19.33	12	H6965	nor when she arose.
Gen.19.34	1	H4283	And it came to pass on the morrow,
Gen.19.34	2	H1067	that the first-born
Gen.19.34	3	H559	said
Gen.19.34	4	H6810	unto the younger,
Gen.19.34	5	H7901	Behold, I lay
Gen.19.34	6	H570	yesternight
Gen.19.34	7	H1	with my father:
Gen.19.34	8	H8248	let us make him drink
Gen.19.34	9	H3196	wine
Gen.19.34	10	H3915	this night
Gen.19.34	11	H935	also; and go thou in,
Gen.19.34	12	H7901	and lie
Gen.19.34	13	H2421	with him, that we may preserve
Gen.19.34	14	H2233	seed
Gen.19.34	15	H1	of our father.
Gen.19.35	1	H8248	And they made
Gen.19.35	2	H1	their father
Gen.19.35	3	H8248	drink
Gen.19.35	4	H3196	wine
Gen.19.35	5	H1931	that
Gen.19.35	6	H3915	night
Gen.19.35	7	H6810	also: and the younger
Gen.19.35	8	H6965	arose,
Gen.19.35	9	H7901	and lay
Gen.19.35	10	H3045	with him; and he knew
Gen.19.35	11	H7901	not when she lay down,
Gen.19.35	12	H6965	nor when she arose.
Gen.19.36	1	H8147	Thus were both
Gen.19.36	2	H1323	the daughters
Gen.19.36	3	H3876	of Lot
Gen.19.36	4	H2029	with child
Gen.19.36	5	H1	by their father.
Gen.19.37	1	H1067	And the first-born
Gen.19.37	2	H3205	bare
Gen.19.37	3	H1121	a son,
Gen.19.37	4	H7121	and called
Gen.19.37	5	H8034	his name
Gen.19.37	6	H4124	Moab:
Gen.19.37	7	H1931	the same
Gen.19.37	8	H1	is the father
Gen.19.37	9	H4124	of the Moabites
Gen.19.37	10	H3117	unto this day.
Gen.19.38	1	H6810	And the younger,
Gen.19.38	2	H3205	she also bare
Gen.19.38	3	H1121	a son,
Gen.19.38	4	H7121	and called
Gen.19.38	5	H8034	his name
Gen.19.38	6	H1151	Ben-ammi:
Gen.19.38	7	H1	the same is the father
Gen.19.38	8	H1121	of the children
Gen.19.38	9	H5983	of Ammon
Gen.19.38	10	H3117	unto this day.
Gen.20.1	1	H85	And Abraham
Gen.20.1	2	H5265	journeyed
Gen.20.1	3	H776	from thence toward the land
Gen.20.1	4	H5045	of the South,
Gen.20.1	5	H3427	and dwelt
Gen.20.1	6	H6946	between Kadesh
Gen.20.1	7	H7793	and Shur;
Gen.20.1	8	H1481	and he sojourned
Gen.20.1	9	H1642	in Gerar.
Gen.20.2	1	H85	And Abraham
Gen.20.2	2	H559	said
Gen.20.2	3	H413	of
Gen.20.2	4	H8283	Sarah
Gen.20.2	5	H802	his wife,
Gen.20.2	6	H269	She is my sister:
Gen.20.2	7	H40	and Abimelech
Gen.20.2	8	H4428	king
Gen.20.2	9	H1642	of Gerar
Gen.20.2	10	H7971	sent,
Gen.20.2	11	H3947	and took
Gen.20.2	12	H8283	Sarah.
Gen.20.3	1	H430	But God
Gen.20.3	2	H935	came
Gen.20.3	3	H40	to Abimelech
Gen.20.3	4	H2472	in a dream
Gen.20.3	5	H3915	of the night,
Gen.20.3	6	H559	and said
Gen.20.3	7	H4191	to him, Behold, thou art but a dead man,
Gen.20.3	8	H802	because of the woman
Gen.20.3	9	H3947	whom thou hast taken;
Gen.20.3	10	H1167	for she is a man's
Gen.20.3	11	H1166	wife.
Gen.20.4	1	H40	Now Abimelech
Gen.20.4	2	H7126	had not come near
Gen.20.4	3	H559	her: and he said,
Gen.20.4	4	H136	Lord,
Gen.20.4	5	H2026	wilt thou slay
Gen.20.4	6	H6662	even a righteous
Gen.20.4	7	H1471	nation?
Gen.20.5	1	H559	Said
Gen.20.5	2	H1931	he not himself unto me, She
Gen.20.5	3	H269	is my sister?
Gen.20.5	4	H1931	and she,
Gen.20.5	5	H1571	even
Gen.20.5	6	H1931	she
Gen.20.5	7	H559	herself said,
Gen.20.5	8	H251	He is my brother:
Gen.20.5	9	H8537	in the integrity
Gen.20.5	10	H3824	of my heart
Gen.20.5	11	H5356	and the innocency
Gen.20.5	12	H3709	of my hands
Gen.20.5	13	H6213	have I done this.
Gen.20.6	1	H430	And God
Gen.20.6	2	H559	said
Gen.20.6	3	H2472	unto him in the dream,
Gen.20.6	4	H1571	Yea,
Gen.20.6	5	H3045	I know
Gen.20.6	6	H8537	that in the integrity
Gen.20.6	7	H3824	of thy heart
Gen.20.6	8	H6213	thou has done
Gen.20.6	9	H2820	this, and I also withheld
Gen.20.6	10	H2398	thee from sinning
Gen.20.6	11	H5414	against me: therefore suffered
Gen.20.6	12	H5060	I thee not to touch her.
Gen.20.7	1	H7725	Now therefore restore
Gen.20.7	2	H376	the man's
Gen.20.7	3	H802	wife;
Gen.20.7	4	H5030	for he is a prophet,
Gen.20.7	5	H6419	and he shall pray
Gen.20.7	6	H1157	for thee,
Gen.20.7	7	H2421	and thou shalt live:
Gen.20.7	8	H7725	and if thou restore
Gen.20.7	9	H3045	her not, know
Gen.20.7	10	H4191	thou that thou shalt surely
Gen.20.7	11	H4191	die, thou, and all that are thine.
Gen.20.8	1	H40	And Abimelech
Gen.20.8	2	H7925	rose early
Gen.20.8	3	H1242	in the morning,
Gen.20.8	4	H7121	and called
Gen.20.8	5	H5650	all his servants,
Gen.20.8	6	H1696	and told
Gen.20.8	7	H1697	all these things
Gen.20.8	8	H241	in their ears:
Gen.20.8	9	H582	and the men
Gen.20.8	10	H3966	were sore
Gen.20.8	11	H3372	afraid.
Gen.20.9	1	H40	Then Abimelech
Gen.20.9	2	H7121	called
Gen.20.9	3	H85	Abraham,
Gen.20.9	4	H559	and said
Gen.20.9	5	H6213	unto him, What hast thou done
Gen.20.9	6	H2398	unto us? and wherein have I sinned
Gen.20.9	7	H935	against thee, that thou hast brought
Gen.20.9	8	H4467	on me and on my kingdom
Gen.20.9	9	H1419	a great
Gen.20.9	10	H2401	sin?
Gen.20.9	11	H6213	thou hast done
Gen.20.9	12	H4639	deeds
