STEPBible_elsodleges	STEPBible_masodlagos	Státusz	Indoklás	Strong-szám	Ragozott alak	Kiejtés	Szótő	Rövid jelentés	Angol tükörfordítás
Ezk.21.28	Ezk.21.33	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1300	בָּרָֽק	ba.Rak	בָּרָק	lightning	lightning
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9003	בַּ	ba.	ב	in	when
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2372	חֲז֥וֹת	cha.Zot	חָזָה	to see	see
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9005	לָ	lo	ל	to	for
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9032	ךְ֙	Kh	Os2f	you	you
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H7723	שָׁ֔וְא	Shav'	שָׁוְא	vanity	falsehood
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9003	בִּ	bi	ב	in	when
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H7080	קְסָם	k.som-	קָסַם	to divine	divine
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9005	לָ֖	la	ל	to	for
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9032	ךְ	kh	Os2f	you	you
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3577	כָּזָ֑ב	ka.Zav	כָּזָב	lie	falsehood
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9005	לָ	la.	ל	to	to
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5414	תֵ֣ת	Tet	נָתַן	to give	give
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0853	אוֹתָ֗	'o.Ta	אֵת	[Obj.]	<obj.>
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9032	ךְ	kh	Os2f	you	you
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0413	אֶֽל	'el-	אֶל	to(wards)	to
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H6677	צַוְּארֵי֙	tza.ve.Rei	צַוָּאר	neck	[the] necks of
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2491	חַֽלְלֵ֣י	cha.Lei	חָלָל	profaned	[those] profaned of
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H7563	רְשָׁעִ֔ים	re.sha.'Im	רָשָׁע	wicked	wicked [people]
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0834	אֲשֶׁר	'a.Sher-	אֲשֶׁר	which	whom
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0935	בָּ֣א	ba'	בּוֹא	to come (in)	it has come
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3117	יוֹמָ֔	yo.Ma	יוֹם	day;_when	day
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9028	ם	m	Pp3m	their	their
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9003	בְּ	be.	ב	in	at
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H6256	עֵ֖ת	'Et	עֵת	time	a time of
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5771	עֲוֹ֥ן	'a.Von	עָוֺן	iniquity	punishment of
Ezk.21.29	Ezk.21.34	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H7093	קֵֽץ	Ketz	קֵץ	end	[the] end
Ezk.21.30	Ezk.21.35	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H7725	הָשַׁ֖ב	ha.Shav	שׁוּב	to return	put back
Ezk.21.30	Ezk.21.35	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0413	אֶל	'el-	אֶל	to(wards)	into
Ezk.21.30	Ezk.21.35	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H8593	תַּעְרָ֑	ta'.Ra	תַּ֫עַר	razor	sheath
Ezk.21.30	Ezk.21.35	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9024	הּ	h	Ps3f	her	its
Ezk.21.30	Ezk.21.35	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9003	בִּ	bi	ב	in	in
Ezk.21.30	Ezk.21.35	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H4725	מְק֧וֹם	m.Kom	מָקוֹם	standing place	[the] place
Ezk.21.30	Ezk.21.35	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0834	אֲשֶׁר	'a.Sher-	אֲשֶׁר	which	<of> where
Ezk.21.30	Ezk.21.35	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1254	נִבְרֵ֛את	niv.Ret	בָּרָא	to create	you were created
Ezk.21.30	Ezk.21.35	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9003	בְּ	be.	ב	in	in
Ezk.21.30	Ezk.21.35	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0776	אֶ֥רֶץ	'E.retz	אֶ֫רֶץ	land	[the] land of
Ezk.21.30	Ezk.21.35	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H4351	מְכֻרוֹתַ֖יִ	me.khu.ro.Ta.yi	מְכֹרָה	origin	origins
Ezk.21.30	Ezk.21.35	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9022	ךְ	kh	Ps2f	your	your
Ezk.21.30	Ezk.21.35	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H8199	אֶשְׁפֹּ֥ט	'esh.Pot	שָׁפַט	to judge	I will judge
Ezk.21.30	Ezk.21.35	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0853	אֹתָֽ	'o.Ta	אֵת	[Obj.]	<obj.>
Ezk.21.30	Ezk.21.35	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9032	ךְ	kh	Os2f	you	you
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9001	וְ	ve.	ו	&	and
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H8210	שָׁפַכְתִּ֤י	sha.fakh.Ti	שָׁפַךְ	to pour	I will pour out
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5921	עָלַ֙יִ	'a.La.yi	עַל	upon	on
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9032	ךְ֙	kh	Os2f	you	you
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2195	זַעְמִ֔	za'.M	זַ֫עַם	indignation	indignation
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9020	י	i	Ps1c	my	my
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9003	בְּ	be.	ב	in	with
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0784	אֵ֥שׁ	'Esh	אֵשׁ	fire	[the] fire of
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5678	עֶבְרָתִ֖	'ev.ra.T	עֶבְרָה	fury	wrath
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9020	י	i	Ps1c	my	my
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H6315	אָפִ֣יחַ	'a.Fi.ach	פּוּחַ	to breathe	I will blow
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5921	עָלָ֑יִ	'a.La.yi	עַל	upon	on
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9032	ךְ	kh	Os2f	you	you
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9001	וּ	u.	ו	&	and
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5414	נְתַתִּ֗י	ne.ta.Ti	נָתַן	to give	I will give
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9032	ךְ	kh	Os2f	you	you
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9003	בְּ	be.	ב	in	in
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3027	יַד֙	Yad	יָד	hand	[the] hand of
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0582	אֲנָשִׁ֣ים	'a.na.Shim	אֱנוֹשׁ	human	men
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1197	בֹּֽעֲרִ֔ים	bo.'a.Rim	בָּעַר	be brutish	brutish
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2796	חָרָשֵׁ֖י	cha.ra.Shei	חָרָשׁ	artificer	craftsmen of
Ezk.21.31	Ezk.21.36	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H4889	מַשְׁחִֽית	mash.Chit	מַשְׁחִית	destruction	destruction
Ezk.21.32	Ezk.21.37	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9005	לָ	la.	ל	to	for the
Ezk.21.32	Ezk.21.37	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0784	אֵ֤שׁ	'Esh	אֵשׁ	fire	fire
Ezk.21.32	Ezk.21.37	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1961	תִּֽהְיֶה֙	tih.Yeh	הָיָה	to be	you will become
Ezk.21.32	Ezk.21.37	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9005	לְ	le.	ל	to	<into>
Ezk.21.32	Ezk.21.37	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0402	אָכְלָ֔ה	'okh.Lah	אׇכְלָה	food	fuel
Ezk.21.32	Ezk.21.37	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1818	דָּמֵ֥	da.Me	דָּם	blood	blood
Ezk.21.32	Ezk.21.37	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9022	ךְ	kh	Ps2f	your	your
Ezk.21.32	Ezk.21.37	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1961	יִהְיֶ֖ה	yih.Yeh	הָיָה	to be	it will be
Ezk.21.32	Ezk.21.37	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9003	בְּ	be.	ב	in	in
Ezk.21.32	Ezk.21.37	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H8432	ת֣וֹךְ	Tokh	תָּ֫וֶךְ	midst	[the] midst of
Ezk.21.32	Ezk.21.37	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9009	הָ	ha.	ה	the	the
Ezk.21.32	Ezk.21.37	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0776	אָ֑רֶץ	'A.retz	אֶ֫רֶץ	land	land
Ezk.21.32	Ezk.21.37	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3808	לֹ֣א	lo'	לֹא	not	not
Ezk.21.32	Ezk.21.37	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2142	תִזָּכֵ֔רִי	ti.za.Khe.ri	זָכַר	to remember	you will be remembered
Ezk.21.32	Ezk.21.37	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3588	כִּ֛י	ki	כִּי	for	for
Ezk.21.32	Ezk.21.37	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0589	אֲנִ֥י	'a.Ni	אֲנִי, אָֽנֹכִ֫י	I	I
Ezk.21.32	Ezk.21.37	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3068	יְהוָ֖ה	Yah.weh	יהוה	LORD	Yahweh
Ezk.21.32	Ezk.21.37	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1696	דִּבַּֽרְתִּי	di.Bar.ti	דָבַר	to speak	I have spoken
