Karoli_igehely	Heber_vers	Latin_vers	Gorog_LXX_vers	Elteres_tipusa	Karoli_egyezik_hol
Eszt 13:10	Est.--	Est.13:10 / C:3-4	Est.4:17c	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 13:11	Est.--	Est.13:11 / C:4	Est.4:17d	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 13:11	Est.--	Est.13:11 / C:3-4	Est.4:17d	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 13:12	Est.--	Est.13:12 / C:5	Est.4:17e	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 13:12	Est.--	Est.13:12 / C:5-6	Est.4:17e	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 13:13	Est.--	Est.13:13 / C:6	Est.4:17f	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 13:13	Est.--	Est.13:13 / C:5-6	Est.4:17f	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 13:14	Est.--	Est.13:14 / C:7	Est.4:17g	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 13:15	Est.--	Est.13:15 / C:8	Est.4:17h	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 13:16	Est.--	Est.13:16 / C:9	Est.4:17i	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 13:17	Est.--	Est.13:17 / C:10	Est.4:17j	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 13:18	Est.--	Est.13:18 / C:11	Est.4:17k	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 13:2	Est.--	Est.13:2 / B:2	Est.3:13b	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 13:3	Est.--	Est.13:3 / B:3	Est.3:13c	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 13:4	Est.--	Est.13:4 / B:4	Est.3:13d	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 13:5	Est.--	Est.13:5 / B:5	Est.3:13e	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 13:6	Est.--	Est.13:6 / B:6	Est.3:13f	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 13:7	Est.--	Est.13:7 / B:7	Est.3:13g	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 13:8	Est.--	Est.13:8 [C:1]	Est.4:17a	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 13:9	Est.--	Est.13:9 / C:2	Est.4:17b	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:1	Est.--	Est.14:1 / C:12	Est.4:17l	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:1	Est.--	Est.14:1 / C:12-13	Est.4:17l	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:10	Est.--	Est.14:10 / C:21	Est.4:17u	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:11	Est.--	Est.14:11 / C:22	Est.4:17v	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:11	Est.--	Est.14:11 / C:22-23	Est.4:17v	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:12	Est.--	Est.14:12 / C:23	Est.4:17w	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:12	Est.--	Est.14:12 / C:22-23	Est.4:17w	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:13	Est.--	Est.14:13 / C:24	Est.4:17x	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:14	Est.--	Est.14:14 / C:25	Est.4:17y	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:15	Est.--	Est.14:15 / C:26	Est.4:17z	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:16	Est.--	Est.14:16 / C:27	Est.4:17aa	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:17	Est.--	Est.14:17 / C:28	Est.4:17ab	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:18	Est.--	Est.14:18 / C:29	Est.4:17ac	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:19	Est.--	Est.14:19 / C:30	Est.4:17ad	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:2	Est.--	Est.14:2 / C:13	Est.4:17m	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:2	Est.--	Est.14:2 / C:12-13	Est.4:17m	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:3	Est.--	Est.14:3 / C:14	Est.4:17n	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:3	Est.--	Est.14:3 / C:14-15	Est.4:17n	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:4	Est.--	Est.14:4 / C:15	Est.4:17o	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:4	Est.--	Est.14:4 / C:14-15	Est.4:17o	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:5	Est.--	Est.14:5 / C:16	Est.4:17p	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:5	Est.--	Est.14:5 / C:16-17	Est.4:17p	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:6	Est.--	Est.14:6 / C:17	Est.4:17q	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:6	Est.--	Est.14:6 / C:16-17	Est.4:17q	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:7	Est.--	Est.14:7 / C:18	Est.4:17r	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:8	Est.--	Est.14:8 / C:19	Est.4:17s	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 14:9	Est.--	Est.14:9 / C:20	Est.4:17t	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 15:1	Est.--	Est.15:1 / D:1	Est.5:1a	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 15:1	Est.--	Est.15:1a / D:1a	Est.5:1a1	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 15:1	Est.--	Est.15:1a / D:1	Est.5:1a1	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 15:10	Est.--	Est.15:10 / D:10	Est.5:2d	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 15:10	Est.--	Est.15:13 / D:10	Est.5:2d	Renumber	ELLENORZESRE_VAR
Eszt 15:11	Est.--	Est.15:11 / D:11	Est.5:2e	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 15:11	Est.--	Est.15:14 / D:11	Est.5:2e	Renumber	ELLENORZESRE_VAR
Eszt 15:12	Est.--	Est.15:12 / D:12	Est.5:2f	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 15:12	Est.--	Est.15:15 / D:12	Est.5:2f	Renumber	ELLENORZESRE_VAR
Eszt 15:13	Est.--	Est.15:13 / D:13	Est.5:2g	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 15:13	Est.--	Est.15:16 / D:13	Est.5:2g	Renumber	ELLENORZESRE_VAR
Eszt 15:14	Est.--	Est.15:14 / D:14	Est.5:2h	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 15:14	Est.--	Est.15:17 / D:14	Est.5:2h	Renumber	ELLENORZESRE_VAR
Eszt 15:15	Est.--	Est.15:15 / D:15	Est.5:2i	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 15:15	Est.--	Est.15:18 / D:15	Est.5:2i	Renumber	ELLENORZESRE_VAR
Eszt 15:16	Est.--	Est.15:16 / D:16	Est.5:2j	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 15:16	Est.--	Est.15:19 / D:16	Est.5:2j	Renumber	ELLENORZESRE_VAR
Eszt 15:2	Est.--	Est.15:2 / D:2	Est.5:1b	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 15:3	Est.--	Est.15:3 / D:3	Est.5:1c	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 15:4	Est.--	Est.15:4 / D:4	Est.5:1d	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 15:5	Est.--	Est.15:5 / D:5	Est.5:1e	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 15:6	Est.--	Est.15:6 / D:6	Est.5:1f	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 15:7	Est.--	Est.15:7 / D:7	Est.5:2a	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 15:8	Est.--	Est.15:8 / D:8	Est.5:2b	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 15:8	Est.--	Est.15:11 / D:8	Est.5:2b	Renumber	ELLENORZESRE_VAR
Eszt 15:9	Est.--	Est.15:9 / D:9	Est.5:2c	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 15:9	Est.--	Est.15:12 / D:9	Est.5:2c	Renumber	ELLENORZESRE_VAR
Eszt 16:1	Est.--	Est.16:1 / E:1	Est.8:12a	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:10	Est.--	Est.16:10 / E:10	Est.8:12j	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:11	Est.--	Est.16:11 / E:11	Est.8:12k	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:12	Est.--	Est.16:12 / E:12	Est.8:12l	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:13	Est.--	Est.16:13 / E:13	Est.8:12m	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:14	Est.--	Est.16:14 / E:14	Est.8:12n	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:15	Est.--	Est.16:15 / E:15	Est.8:12o	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:16	Est.--	Est.16:16 / E:16	Est.8:12p	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:17	Est.--	Est.16:17 / E:17	Est.8:12q	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:18	Est.--	Est.16:18 / E:18	Est.8:12r	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:19	Est.--	Est.16:19 / E:19	Est.8:12s	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:2	Est.--	Est.16:2 / E:2	Est.8:12b	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:20	Est.--	Est.16:20 / E:20	Est.8:12t	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:21	Est.--	Est.16:21 / E:21	Est.8:12u	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:22	Est.--	Est.16:22 / E:22	Est.8:12v	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:23	Est.--	Est.16:23 / E:23	Est.8:12w	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:24	Est.--	Est.16:24 / E:24	Est.8:12x	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:3	Est.--	Est.16:3 / E:3	Est.8:12c	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:4	Est.--	Est.16:4 / E:4	Est.8:12d	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:5	Est.--	Est.16:5 / E:5	Est.8:12e	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:6	Est.--	Est.16:6 / E:6	Est.8:12f	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:7	Est.--	Est.16:7 / E:7	Est.8:12g	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:8	Est.--	Est.16:8 / E:8	Est.8:12h	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 16:9	Est.--	Est.16:9 / E:9	Est.8:12i	Concatenation/Merge	ELLENORZESRE_VAR
Eszt 1:10	Est.1:10	Est.1:10	Est.1:10	Renumber	Heber,Latin,Gorog
Eszt 1:11	Est.1:11	Est.1:11	Est.1:11	Renumber	Heber,Latin,Gorog
Eszt 1:12	Est.1:12	Est.1:12	Est.1:12	Renumber	Heber,Latin,Gorog
Eszt 1:13	Est.1:13	Est.1:13	Est.1:13	Renumber	Heber,Latin,Gorog
Eszt 1:14	Est.1:14	Est.1:14	Est.1:14	Renumber	Heber,Latin,Gorog
Eszt 1:15	Est.1:15	Est.1:15	Est.1:15	Renumber	Heber,Latin,Gorog
Eszt 1:16	Est.1:16	Est.1:16	Est.1:16	Renumber	Heber,Latin,Gorog
Eszt 1:17	Est.1:17	Est.1:17	Est.1:17	Renumber	Heber,Latin,Gorog
Eszt 1:18	Est.1:18	Est.1:18	Est.1:18	Renumber	Heber,Latin,Gorog
Eszt 1:19	Est.1:19	Est.1:19	Est.1:19	Renumber	Heber,Latin,Gorog
Eszt 1:2	Est.1:2	Est.1:2	Est.1:2	Renumber	Heber,Latin,Gorog
Eszt 1:20	Est.1:20	Est.1:20	Est.1:20	Renumber	Heber,Latin,Gorog
Eszt 1:21	Est.1:21	Est.1:21	Est.1:21	Renumber	Heber,Latin,Gorog
Eszt 1:22	Est.1:22	Est.1:22	Est.1:22	Renumber	Heber,Latin,Gorog
Eszt 1:3	Est.1:3	Est.1:3	Est.1:3	Renumber	Heber,Latin,Gorog
Eszt 1:4	Est.1:4	Est.1:4	Est.1:4	Renumber	Heber,Latin,Gorog
Eszt 1:5	Est.1:5	Est.1:5	Est.1:5	Renumber	Heber,Latin,Gorog
Eszt 1:6	Est.1:6	Est.1:6	Est.1:6	Renumber	Heber,Latin,Gorog
Eszt 1:7	Est.1:7	Est.1:7	Est.1:7	Renumber	Heber,Latin,Gorog
Eszt 1:8	Est.1:8	Est.1:8	Est.1:8	Renumber	Heber,Latin,Gorog
Eszt 1:9	Est.1:9	Est.1:9	Est.1:9	Renumber	Heber,Latin,Gorog
Eszt 3:13	Est.3:13	Est.3:13; 13:1-15 / B:1-7	Est.3:13*a-g	Concatenation/Merge	Heber
Eszt 3:13	Est.3:13	Est.3:13; 13:1-7 / B:1-7	Est.3:13*a-g	Renumber	Heber
Eszt 3:14	Est.--	Est.3:14	Est.3:14	Renumber	Latin,Gorog
Eszt 3:15	Est.--	Est.3:15	Est.3:15	Renumber	Latin,Gorog
Eszt 4:17	Est.4:17	Est.4:17; 13:8-18+14:1-19 [C:1-30]	Est.4:17*a-ad	Concatenation/Merge	Heber
Eszt 5:1	Est.5:1	Est.5:1; 15:1-6 / D:1-6	Est.5:1*a-f	Concatenation/Merge	Heber
Eszt 5:1	Est.--	Est.15:1-16 / D:1-16	Est.5:1; 15:1-16	Concatenation/Merge	EGYIK_SEM
Eszt 5:10	Est.5:10	Est.5:10	Est.5:10	Renumber	Heber,Latin,Gorog
Eszt 5:11	Est.5:11	Est.5:11	Est.5:11	Renumber	Heber,Latin,Gorog
Eszt 5:12	Est.5:12	Est.5:12	Est.5:12	Renumber	Heber,Latin,Gorog
Eszt 5:13	Est.5:13	Est.5:13	Est.5:13	Renumber	Heber,Latin,Gorog
Eszt 5:14	Est.5:14	Est.5:14	Est.5:14	Renumber	Heber,Latin,Gorog
Eszt 5:2	Est.5:2	Est.5:2; 15:7-16 / D:7-16	Est.5:2*a-j	Renumber	Heber
Eszt 5:3	Est.5:3	Est.5:3	Est.5:3	Renumber	Heber,Latin,Gorog
Eszt 5:4	Est.5:4	Est.5:4	Est.5:4	Renumber	Heber,Latin,Gorog
Eszt 5:5	Est.5:5	Est.5:5	Est.5:5	Renumber	Heber,Latin,Gorog
Eszt 5:6	Est.5:6	Est.5:6	Est.5:6	Renumber	Heber,Latin,Gorog
Eszt 5:7	Est.5:7	Est.5:7	Est.5:7	Renumber	Heber,Latin,Gorog
Eszt 5:8	Est.5:8	Est.5:8	Est.5:8	Renumber	Heber,Latin,Gorog
Eszt 5:9	Est.5:9	Est.5:9	Est.5:9	Renumber	Heber,Latin,Gorog
Eszt 8:12	Est.8:12	Est.8:12; 16:1-24 / E:1-24	Est.8:12*a-x	Concatenation/Merge	Heber
Eszt 8:13	Est.8:13	Est.8:13	Est.8:13	Renumber	Heber,Latin,Gorog
Eszt 8:14	Est.8:14	Est.8:14	Est.8:14	Renumber	Heber,Latin,Gorog
Eszt 8:15	Est.8:15	Est.8:15	Est.8:15	Renumber	Heber,Latin,Gorog
Eszt 8:16	Est.8:16	Est.8:16	Est.8:16	Renumber	Heber,Latin,Gorog
Eszt 8:17	Est.8:17	Est.8:17	Est.8:17	Renumber	Heber,Latin,Gorog
Eszt 9:31	Est.9:31	Est.9:31	Est.9:31	Renumber	Heber,Latin,Gorog
Eszt 9:32	Est.9:32	Est.9:32	Est.9:32	Renumber	Heber,Latin,Gorog
Ez 20:45	Ezk.21:1	Ezk.20:45	Ezk.20:45	Renumber	ELLENORZESRE_VAR
Ez 20:46	Ezk.21:2	Ezk.20:46	Ezk.20:46	Renumber	ELLENORZESRE_VAR
Ez 20:47	Ezk.21:3	Ezk.20:47	Ezk.20:47	Renumber	ELLENORZESRE_VAR
Ez 20:48	Ezk.21:4	Ezk.20:48	Ezk.20:48	Renumber	ELLENORZESRE_VAR
Ez 20:49	Ezk.21:5	Ezk.20:49	Ezk.20:49	Renumber	ELLENORZESRE_VAR
Ez 21:1	Ezk.21:6	Ezk.21:1	Ezk.21:1	Renumber	ELLENORZESRE_VAR
Ez 21:10	Ezk.21:15	Ezk.21:10	Ezk.21:10	Renumber	ELLENORZESRE_VAR
Ez 21:11	Ezk.21:16	Ezk.21:11	Ezk.21:11	Renumber	ELLENORZESRE_VAR
Ez 21:12	Ezk.21:17	Ezk.21:12	Ezk.21:12	Renumber	ELLENORZESRE_VAR
Ez 21:13	Ezk.21:18	Ezk.21:13	Ezk.21:13	Renumber	ELLENORZESRE_VAR
Ez 21:14	Ezk.21:19	Ezk.21:14	Ezk.21:14	Renumber	ELLENORZESRE_VAR
Ez 21:15	Ezk.21:20	Ezk.21:15	Ezk.21:15	Renumber	ELLENORZESRE_VAR
Ez 21:16	Ezk.21:21	Ezk.21:16	Ezk.21:16	Renumber	ELLENORZESRE_VAR
Ez 21:17	Ezk.21:22	Ezk.21:17	Ezk.21:17	Renumber	ELLENORZESRE_VAR
Ez 21:18	Ezk.21:23	Ezk.21:18	Ezk.21:18	Renumber	ELLENORZESRE_VAR
Ez 21:19	Ezk.21:24	Ezk.21:19	Ezk.21:19	Renumber	ELLENORZESRE_VAR
Ez 21:2	Ezk.21:7	Ezk.21:2	Ezk.21:2	Renumber	ELLENORZESRE_VAR
Ez 21:20	Ezk.21:25	Ezk.21:20	Ezk.21:20	Renumber	ELLENORZESRE_VAR
Ez 21:21	Ezk.21:26	Ezk.21:21	Ezk.21:21	Renumber	ELLENORZESRE_VAR
Ez 21:22	Ezk.21:27	Ezk.21:22	Ezk.21:22	Renumber	ELLENORZESRE_VAR
Ez 21:23	Ezk.21:28	Ezk.21:23	Ezk.21:23	Renumber	ELLENORZESRE_VAR
Ez 21:24	Ezk.21:29	Ezk.21:24	Ezk.21:24	Renumber	ELLENORZESRE_VAR
Ez 21:25	Ezk.21:30	Ezk.21:25	Ezk.21:25	Renumber	ELLENORZESRE_VAR
Ez 21:26	Ezk.21:31	Ezk.21:26	Ezk.21:26	Renumber	ELLENORZESRE_VAR
Ez 21:27	Ezk.21:32	Ezk.21:27	Ezk.21:27	Renumber	ELLENORZESRE_VAR
Ez 21:28	Ezk.21:33	Ezk.21:28	Ezk.21:28	Renumber	ELLENORZESRE_VAR
Ez 21:29	Ezk.21:34	Ezk.21:29	Ezk.21:29	Renumber	ELLENORZESRE_VAR
Ez 21:3	Ezk.21:8	Ezk.21:3	Ezk.21:3	Renumber	ELLENORZESRE_VAR
Ez 21:30	Ezk.21:35	Ezk.21:30	Ezk.21:30	Renumber	ELLENORZESRE_VAR
Ez 21:31	Ezk.21:36	Ezk.21:31	Ezk.21:31	Renumber	ELLENORZESRE_VAR
Ez 21:32	Ezk.21:37	Ezk.21:32	Ezk.21:32	Renumber	ELLENORZESRE_VAR
Ez 21:4	Ezk.21:9	Ezk.21:4	Ezk.21:4	Renumber	ELLENORZESRE_VAR
Ez 21:5	Ezk.21:10	Ezk.21:5	Ezk.21:5	Renumber	ELLENORZESRE_VAR
Ez 21:6	Ezk.21:11	Ezk.21:6	Ezk.21:6	Renumber	ELLENORZESRE_VAR
Ez 21:7	Ezk.21:12	Ezk.21:7	Ezk.21:7	Renumber	ELLENORZESRE_VAR
Ez 21:8	Ezk.21:13	Ezk.21:8	Ezk.21:8	Renumber	ELLENORZESRE_VAR
Ez 21:9	Ezk.21:14	Ezk.21:9	Ezk.21:9	Renumber	ELLENORZESRE_VAR
Ez 2:10	Ezk.2:10	Ezk.2:9b	Ezk.2:10	Concatenation/Merge	Heber,Gorog
Ez 2:9	Ezk.2:9	Ezk.2:9a	Ezk.2:9	Concatenation/Merge	Heber,Gorog
Ez 7:3	Ezk.7:3	Ezk.7:3	Ezk.7:7	Renumber	Heber,Latin
Ez 7:4	Ezk.7:4	Ezk.7:4	Ezk.7:8	Renumber	Heber,Latin
Ez 7:5	Ezk.7:5	Ezk.7:5	Ezk.7:9	Renumber	Heber,Latin
Ez 7:6	Ezk.7:6	Ezk.7:6	Ezk.7:3	Renumber	Heber,Latin
Ez 7:7	Ezk.7:7	Ezk.7:7	Ezk.7:4	Renumber	Heber,Latin
Ez 7:8	Ezk.7:8	Ezk.7:8	Ezk.7:5	Renumber	Heber,Latin
Ez 7:9	Ezk.7:9	Ezk.7:9	Ezk.7:6	Renumber	Heber,Latin
Hag 1:15	Hag.1:15	Hag.2:1	Hag.1:15	Renumber	Heber,Gorog
Hag 1:15	Hag.1:15	Hag.2:1	Hag.--	Renumber	Heber
Hag 2:1	Hag.2:1	Hag.2:2	Hag.2:1	Renumber	Heber,Gorog
Hag 2:10	Hag.2:10	Hag.2:11	Hag.2:10	Renumber	Heber,Gorog
Hag 2:11	Hag.2:11	Hag.2:12	Hag.2:11	Renumber	Heber,Gorog
Hag 2:12	Hag.2:12	Hag.2:13	Hag.2:12	Renumber	Heber,Gorog
Hag 2:13	Hag.2:13	Hag.2:14	Hag.2:13	Renumber	Heber,Gorog
Hag 2:14	Hag.2:14	Hag.2:15	Hag.2:14	Renumber	Heber,Gorog
Hag 2:15	Hag.2:15	Hag.2:16	Hag.2:15	Renumber	Heber,Gorog
Hag 2:16	Hag.2:16	Hag.2:17	Hag.2:16	Renumber	Heber,Gorog
Hag 2:17	Hag.2:17	Hag.2:18	Hag.2:17	Renumber	Heber,Gorog
Hag 2:18	Hag.2:18	Hag.2:19	Hag.2:18	Renumber	Heber,Gorog
Hag 2:19	Hag.2:19	Hag.2:20	Hag.2:19	Renumber	Heber,Gorog
Hag 2:2	Hag.2:2	Hag.2:3	Hag.2:2	Renumber	Heber,Gorog
Hag 2:20	Hag.2:20	Hag.2:21	Hag.2:20	Renumber	Heber,Gorog
Hag 2:21	Hag.2:21	Hag.2:22	Hag.2:21	Renumber	Heber,Gorog
Hag 2:22	Hag.2:22	Hag.2:23	Hag.2:22	Renumber	Heber,Gorog
Hag 2:23	Hag.2:23	Hag.2:24	Hag.2:23	Renumber	Heber,Gorog
Hag 2:3	Hag.2:3	Hag.2:4	Hag.2:3	Renumber	Heber,Gorog
Hag 2:4	Hag.2:4	Hag.2:5	Hag.2:4	Renumber	Heber,Gorog
Hag 2:5	Hag.2:5	Hag.2:6	Hag.2:5	Renumber	Heber,Gorog
Hag 2:6	Hag.2:6a	Hag.2:7a	Hag.2:6a	Concatenation/Merge	EGYIK_SEM
Hag 2:6	Hag.2:6	Hag.2:7	Hag.2:6	Renumber	Heber,Gorog
Hag 2:7	Hag.2:7	Hag.2:8	Hag.2:7	Renumber	Heber,Gorog
Hag 2:8	Hag.2:8	Hag.2:9	Hag.2:8	Renumber	Heber,Gorog
Hag 2:9	Hag.2:9	Hag.2:10	Hag.2:9	Renumber	Heber,Gorog
Hós 11:12	Hos.12:1	Hos.11:12	Hos.11:12	Renumber	ELLENORZESRE_VAR
Hós 12:1	Hos.12:2	Hos.12:1	Hos.12:1	Renumber	Latin,Gorog
Hós 12:10	Hos.12:11	Hos.12:10	Hos.12:10	Renumber	Latin,Gorog
Hós 12:11	Hos.12:12	Hos.12:11	Hos.12:11	Renumber	Latin,Gorog
Hós 12:12	Hos.12:13	Hos.12:12	Hos.12:12	Renumber	Latin,Gorog
Hós 12:13	Hos.12:14	Hos.12:13	Hos.12:13	Renumber	Latin,Gorog
Hós 12:14	Hos.12:15	Hos.12:14	Hos.12:14	Renumber	Latin,Gorog
Hós 12:2	Hos.12:3	Hos.12:2	Hos.12:2	Renumber	Latin,Gorog
Hós 12:3	Hos.12:4	Hos.12:3	Hos.12:3	Renumber	Latin,Gorog
Hós 12:4	Hos.12:5	Hos.12:4	Hos.12:4	Renumber	Latin,Gorog
Hós 12:5	Hos.12:6	Hos.12:5	Hos.12:5	Renumber	Latin,Gorog
Hós 12:6	Hos.12:7	Hos.12:6	Hos.12:6	Renumber	Latin,Gorog
Hós 12:7	Hos.12:8	Hos.12:7	Hos.12:7	Renumber	Latin,Gorog
Hós 12:8	Hos.12:9	Hos.12:8	Hos.12:8	Renumber	Latin,Gorog
Hós 12:9	Hos.12:10	Hos.12:9	Hos.12:9	Renumber	Latin,Gorog
Hós 13:16	Hos.14:1	Hos.14:1	Hos.14:1	Renumber	EGYIK_SEM
Hós 14:1	Hos.14:2	Hos.14:2	Hos.14:2	Renumber	EGYIK_SEM
Hós 14:2	Hos.14:3	Hos.14:3	Hos.14:3	Renumber	EGYIK_SEM
Hós 14:3	Hos.14:4	Hos.14:4	Hos.14:4	Renumber	EGYIK_SEM
Hós 14:4	Hos.14:5	Hos.14:5	Hos.14:5	Renumber	EGYIK_SEM
Hós 14:5	Hos.14:6	Hos.14:6	Hos.14:6	Renumber	EGYIK_SEM
Hós 14:6	Hos.14:7	Hos.14:7	Hos.14:7	Renumber	EGYIK_SEM
Hós 14:7	Hos.14:8	Hos.14:8	Hos.14:8	Renumber	EGYIK_SEM
Hós 14:8	Hos.14:9	Hos.14:9	Hos.14:9	Renumber	EGYIK_SEM
Hós 14:9	Hos.14:10	Hos.14:10	Hos.14:10	Renumber	EGYIK_SEM
Hós 1:10	Hos.2:1	Hos.1:10	Hos.1:10	Renumber	Latin,Gorog
Hós 1:11	Hos.2:2	Hos.1:11	Hos.1:11	Renumber	Latin,Gorog
Hós 2:1	Hos.2:3	Hos.2:1	Hos.2:1	Renumber	Latin,Gorog
Hós 2:10	Hos.2:12	Hos.2:10	Hos.2:10	Renumber	Latin,Gorog
Hós 2:11	Hos.2:13	Hos.2:11	Hos.2:11	Renumber	Latin,Gorog
Hós 2:12	Hos.2:14	Hos.2:12	Hos.2:12	Renumber	Latin,Gorog
Hós 2:13	Hos.2:15	Hos.2:13	Hos.2:13	Renumber	Latin,Gorog
Hós 2:14	Hos.2:16	Hos.2:14	Hos.2:14	Renumber	Latin,Gorog
Hós 2:15	Hos.2:17	Hos.2:15	Hos.2:15	Renumber	Latin,Gorog
Hós 2:16	Hos.2:18	Hos.2:16	Hos.2:16	Renumber	Latin,Gorog
Hós 2:17	Hos.2:19	Hos.2:17	Hos.2:17	Renumber	Latin,Gorog
Hós 2:18	Hos.2:20	Hos.2:18	Hos.2:18	Renumber	Latin,Gorog
Hós 2:19	Hos.2:21	Hos.2:19	Hos.2:19	Renumber	Latin,Gorog
Hós 2:2	Hos.2:4	Hos.2:2	Hos.2:2	Renumber	Latin,Gorog
Hós 2:20	Hos.2:22	Hos.2:20	Hos.2:20	Renumber	Latin,Gorog
Hós 2:21	Hos.2:23	Hos.2:21	Hos.2:21	Renumber	Latin,Gorog
Hós 2:22	Hos.2:24	Hos.2:22	Hos.2:22	Renumber	Latin,Gorog
Hós 2:23	Hos.2:25a	Hos.2:23	Hos.2:25a	Concatenation/Merge	Latin
Hós 2:23	Hos.2:25	Hos.2:23-24	Hos.2:23	Renumber	Gorog
Hós 2:3	Hos.2:5	Hos.2:3	Hos.2:3	Renumber	Latin,Gorog
Hós 2:4	Hos.2:6	Hos.2:4	Hos.2:4	Renumber	Latin,Gorog
Hós 2:5	Hos.2:7	Hos.2:5	Hos.2:5	Renumber	Latin,Gorog
