sorszam	level	oldal	bbox	hocr_sor	gepi_jelzesek	itelet
358	531	519	338,765,1965,811	1 John iv. 2, ᾿Ιησοῦς Χριστὸς ἐν σαρκὶ éednrvOads; 2 John 7, ἐρχόμενος ἐν σαρκί;	c5_nem_igazolt	
359	531	519	337,821,1965,867	1 Tim. iii. 16, ἐφανερώθη ἐν σαρκί; Col. 1. 22, ὑμᾶς ἀποκατήλλαξεν ἐν τῷ σώματι τῆς	c5_nem_igazolt	
360	531	519	333,875,1962,922	σαρκὸς αὐτοῦ, with which cf. Heb. x. 20, ἐνεκαίνισεν ἡμῖν ὁδὸν ... διὰ τοῦ καταπετάσ-	c5_nem_igazolt	
361	531	519	331,931,1964,977	ματος τοῦτ᾽ ἔστιν τῆς σαρκὸς αὐτοῦ. Comp. Heb. xii. 9, of τῆς σαρκὸς ἡμῶν πατέρες,	(csak görög, jelzés nélkül)	
362	531	519	332,986,1964,1033	opposed to τῷ πατρὶ τῶν πνευμάτων. --- John i. 14, ὁ λόγος σὰρξ ἐγένετο, σάρξ is called	(csak görög, jelzés nélkül)	
363	531	519	331,1042,1963,1088	that which the Logos became, that wherein it manifested itself (ἐν σαρκὶ ἐληλυθώς, see	(csak görög, jelzés nélkül)	
364	531	519	332,1098,1963,1145	under αἷμα, 1 John iv. 6). Comp. Rom. i. 3,ix. 5. In like manner σάρξ denotes human	(csak görög, jelzés nélkül)	
365	531	519	332,1154,1963,1202	nature in its bodily manifestation in 2 Cor. xi. 18, κατὰ σάρκα καυχᾶσθαι; Gal. vi. 13,	(csak görög, jelzés nélkül)	
366	531	519	332,1209,1963,1259	ἐν τῇ ὑμετέρᾳ σαρκὶ καυχ. ; Phil. iii. 3, 4, πεποιθέναι σαρκί, ἐν σαρκί, cf. ver. 5; Rom,	(csak görög, jelzés nélkül)	
367	531	519	331,1264,1963,1314	iv. 1, ri ἐροῦμεν ᾿Αβραὰμ εὑρηκέναι κατὰ σάρκα, cf. vv. 10, 11; Col. ii, 18, νεκροὶ ἐν	c5_nem_igazolt, latin_torzkep	
368	531	519	332,1320,1965,1370	τῇ ἀκροβυστίᾳ τῆς σαρκὸς ὑμῶν; Jude 8, σάρκα μιαίνουσιν; 1 Cor. i. 26, σοφοὶ κατὰ	(csak görög, jelzés nélkül)	
369	531	519	332,1378,1962,1425	σάρκα, parallel with ver. 27, τοῦ κόσμου, cf. vv. 20, 21, 25.— In this application of the	(csak görög, jelzés nélkül)	
370	531	519	334,1431,1963,1479	word we must have regard to what is further to be affirmed concerning σάρξ, and	(csak görög, jelzés nélkül)	
371	531	519	330,1595,1965,1652	iii 4, ἄνθρωποι, parallel with ver. 3, σαρκικοί ἐστε καὶ κατ᾽ ἄνθρωπον περιπατεῖτε ;	(csak görög, jelzés nélkül)	
372	531	519	331,1655,1962,1704	Rom. vi. 19, ἀνθρώπινον λέγω Sia τὴν ἀσθένειαν τῆς σαρκὸς ὑμῶν, as conversely, the	latin_torzkep	
373	531	519	330,1713,1962,1759	peculiarities or idiosyncrasies of the σάρξ in turn affect the nature of the man. Hence	latin_torzkep	
374	531	519	330,1769,1963,1813	its contrast with the καινὴ κτίσις, 2 Cor. v. 16,17, κατὰ σάρκα, ver, 16 (comp. John	(csak görög, jelzés nélkül)	
375	531	519	329,1882,1962,1928	in the one case σάρξ is parallel to ὁ ἔξω ἄνθρωπος, cf. 2 Cor. iv. 16, 11, Col. i. 24, and	(csak görög, jelzés nélkül)	
376	531	519	330,1936,1963,1983	in the other parallel to ὁ πάλαιος ἄνθρωπος, Rom, vi. 6, viii. 3 sqq. Human nature, as	c5_nem_igazolt	
377	531	519	331,1993,1962,2039	every one receives it through the σάρξ, manifests itself in the σάρξ, and is determined	(csak görög, jelzés nélkül)	
378	531	519	333,2049,1962,2093	by it and called after it, and thus it comes to stand in contrast with πνεῦμα, the divine	(csak görög, jelzés nélkül)	
379	531	519	332,2154,1961,2208	sense, Rom. viii. 3, of μὴ κατὰ σάρκα περιπατοῦντες ἀλλὰ κατὰ πνεῦμα ; Gal. iii. 3,	(csak görög, jelzés nélkül)	
380	531	519	333,2214,1962,2260	ἐναρξάμενοι πνεύματι viv σαρκὶ ἐπιτελεῖσθε; v. 17, ἡ σὰρξ ἐπιθυμεῖ κατὰ τοῦ	(csak görög, jelzés nélkül)	
381	531	519	334,2268,1962,2315	πνεύματος, τὸ δὲ πνεῦμα κατὰ τῆς σαρκός ; Matt. xxvi. 41, τὸ μὲν πνεῦμα πρόθυμον, ἡ	(csak görög, jelzés nélkül)	
382	531	519	336,2323,1962,2370	δὲ σὰρξ ἀσθενής; Mark xiv. 38; 1 Cor. v. 5, εἰς ὄλεθρον τῆς σαρκὸς, ἵνα τὸ πνεῦμα	(csak görög, jelzés nélkül)	
383	531	519	335,2379,1963,2426	σωθῇ; 1 Pet. iv. 6; Gal. vi. 8, ὁ σπείρων εἰς τὴν σάρκα ἑαυτοῦ, ἐκ τῆς σαρκὸς θερίσει	(csak görög, jelzés nélkül)	
384	531	519	334,2435,1963,2483	φθοράν' ὁ δὲ σπείρων εἰς τὸ πνεῦμα, ἐκ τοῦ πνεύματος θερίσει ζωὴν αἰώνιον (cf. John	(csak görög, jelzés nélkül)	
385	531	519	338,2547,1963,2592	2 Cor. vii. 1, μολυσμὸς σαρκὲς καὶ πνεύματος, pollution which comes upon human nature	c5_nem_igazolt	
386	531	519	338,2656,1964,2703	in the Christian, cf. 1 Cor, v. 5; Gal. v. 16, 17, 19, iii. 3, ἐναρξάμενοι πνεύματι viv	(csak görög, jelzés nélkül)	
387	599	587	643,344,1665,398	Ψυχικός 587 Ισοψυχος	c5_nem_igazolt	
388	599	587	333,447,1961,502	Ψυχὴ ζῶσα, and therefore ψύχίκος, is different from man as πνευματικός, --- ἔροτη man as	c5_nem_igazolt	
389	599	587	332,504,1963,558	ruled by the Spirit as the renewing and renewed life-principle ; and as ψυχικός, man is a	latin_torzkep	
390	599	587	333,562,1961,608	stranger to τὰ τοῦ πνεύματος τοῦ θεοῦ, so that the διδακτοὶ ἀνθρωπίνης σοφίας λόγοι are	(csak görög, jelzés nélkül)	
391	599	587	333,617,1960,665	eontrasted with the διδακτοὶ πνεύματος, 1 Cor. ii, 18, 14, ψυχικὸς ἄνθρωπος οὐ δύναται	latin_torzkep	
392	599	587	333,672,1962,720	γνῶναι κιτιλ. Τῷ is clear that ψυχικός does not designate the man simply as σαρκικός or	c5_nem_igazolt	
393	599	587	333,728,1961,774	ἁμαρτωλός, nor can be interchanged with these, but signifies man as he is by nature;	(csak görög, jelzés nélkül)	
394	599	587	333,783,1960,829	and because man by nature is σαρκικός and ἁμαρτωλός, he is in his natural state a	(csak görög, jelzés nélkül)	
395	599	587	333,839,1958,885	stranger to what is τοῦ πν., and thus ψυχιεκός comes to denote man as he now %is,—man	c5_nem_igazolt	
396	599	587	331,1117,1956,1165	profane Greek, is evident from Jude 19, οὗτοί εἰσιν... ψυχικοί, πνεῦμα μὴ ἔχοντες, 1.6.	(csak görög, jelzés nélkül)	
397	599	587	331,1163,1956,1218	they are none other than what they are by nature ; itis not said that they have no πνεῦμα, so	latin_torzkep	
398	599	587	331,1228,1957,1274	far as πνεῦμα is a constituent part of human nature,—this would have been expressed by	(csak görög, jelzés nélkül)	
399	599	587	330,1277,1956,1334	μὴ πνεῦμα ἔχοντες ; but they are not in possession of the Spirit which they might have	(csak görög, jelzés nélkül)	
400	599	587	331,1339,1956,1387	possessed (against Beck, bibl. Psychol. p. 53). Πνεῦμα, in antithesis with ψυχικός,	c5_nem_igazolt	
401	599	587	332,1395,1956,1439	signifies the Holy Spirit of redemption. It is distinct from the πνεῦμα so far as this	(csak görög, jelzés nélkül)	
402	599	587	331,1446,1956,1501	belongs to man by nature, and is necessary to his condition as ψυχὴ ζῶσα. ---- Again, in	(csak görög, jelzés nélkül)	
403	599	587	330,1505,1956,1552	Jas. iii, 15, the three predicates, ἐπέγειος, ψυχικός, δαιμονιώδης, applied to the wisdom	c5_nem_igazolt	
404	599	587	330,1562,1956,1607	which cometh not from above, express a progressive enhancement resting upon an inner	latin_torzkep	
405	599	587	332,1615,1956,1664	sequence ; ἐπύγειος as the fit antithesis of dvwferv,—because ἐπύγειος therefore ψυχικός	c5_nem_igazolt	
406	599	587	330,1725,1557,1771	of the Spirit, actually opposed to the Spirit of God, 7c. δαιμονιώδης.	(csak görög, jelzés nélkül)	
407	599	587	405,1783,1955,1829	Thus Christianity has enriched the meaning of this word, adding to its physiological	latin_torzkep	
408	599	587	402,1927,1953,1983	ἔἤλψυχος, ον, lifeless, often in Plato contrasted with ἔμψυχος ; and in Plut. Them.	c5_nem_igazolt	
409	599	587	331,1984,1955,2039	xi., as contrasted with ζῶα ; Wisd. xiii. 18, xiv. 29, of idols. —1 Cor. xiv. 7, τὰ ἄψυχα	c5_nem_igazolt	
410	599	587	333,2037,1955,2092	φωνὴν διδόντα ; ver. 9, οὕτως καὶ ὑμεῖς κιτλ. The opposite term, ἐμψ"., does not occur	c5_nem_igazolt	
411	599	587	409,2241,1952,2289	Σύμψυχος, ov; not in profane Greek except Anton. Polemon. ii. 54 (about A.D.	c5_nem_igazolt	
412	599	587	334,2297,1953,2345	117); it occurs first in Phil. ii, 2, and afterwards in patristic Greek, as also συμψυχέω,	c5_nem_igazolt	
413	599	587	331,2351,1954,2399	συμψυχία. In Phil. ii, 2, τὴν αὐτὴν ἀγάπην ἔχοντες, σύμψυχοι, τὸ ὃν φρονοῦντες, cf.	c5_nem_igazolt	
414	599	587	331,2403,1954,2458	i. 27, μιᾷ ψυχῇ συναθλοῦντες ; Acts iv. 32; 1 Sam. xviii. 1, ἡ ψυχὴ ᾿Ιωναθὰν συνεδέθη	c5_nem_igazolt	
415	599	587	333,2462,1953,2510	τῇ ψυχῇ Δαυίδ, καὶ ἠγάπησεν αὐτὸν ᾿Ιωναθὰν κατὰ τὴν ψυχὴν αὐτοῦ. It signifies	c5_nem_igazolt	
416	599	587	409,2607,1953,2654	Ἰσόψυχος, actuated by the same motives, of like character, like-minded; Aesch,	c5_nem_igazolt, latin_torzkep	
417	919	904	658,362,1668,410	Εὐχαριστέω 904 Xpio	c5_nem_igazolt, latin_torzkep	
418	919	904	399,460,2022,507	Cf. also Eph. v. 20.. This absolute εὐχαριστεῖν is not the same with that in Dem. pro	(csak görög, jelzés nélkül)	
419	919	904	397,515,2012,562	cor, 92, where it is = to be thankful, αἰῶνι παντὶ οὐκ ἐλλείψει εὐχαριστῶν καὶ ποιῶν ὅτι	(csak görög, jelzés nélkül)	
420	919	904	397,569,738,613	ἂν δύνηται ἀγαθόν.	(csak görög, jelzés nélkül)	
421	919	904	472,652,2020,701	Εὐχαριστία ἡ, (a) thankfulness, Dem. pro cor. 91, parallel with ἀρετή. Polyb.	c5_nem_igazolt	
422	919	904	398,875,2020,924	Col. ii, 7, iv. 2; Phil. iv. 6; 1 Thess. iii, 9, εὐχαριστίαν τῷ θεῷ ἀποδοῦναι περί τινος.	(csak görög, jelzés nélkül)	
423	919	904	400,931,2022,978	2 Cor. ix. 11, 12, εὐχαριστία τῷ θεῷ: The plural, 2 Cor. ix. 12. (6) The thankful	(csak görög, jelzés nélkül)	
424	919	904	397,986,2019,1035	praise of God, Eph. v. 4, πορνεία δὲ... μηδὲ ὀνομαξέσθω ἐν ὑμῖν, καθὼς πρέπει ἁγίοις,	c5_nem_igazolt	
425	919	904	398,1041,2012,1091	καὶ αἰσχρότης ἢ μωρολογία ἢ εὐτραπελία, ἃ οὐκ ἀνῆκεν, ἀλλὰ μᾶλλον εὐχαριστία. So	(csak görög, jelzés nélkül)	
426	919	904	397,1099,2019,1145	also Rey. iv. 9, vii. 12, synon. with εὐλογία, and distinguished therefrom only as thanks-	(csak görög, jelzés nélkül)	
427	919	904	397,1156,2017,1202	giving and acknowledgment are from extolling and glorifying exaltation, εὐλογεῖν synon.	latin_torzkep	
428	919	904	398,1210,611,1254	with ὑψοῦν.	(csak görög, jelzés nélkül)	
429	919	904	473,1300,2019,1348	Xoixdés, ἡ, ov, in profane Greek late and very seldom, in biblical Greek only in	(csak görög, jelzés nélkül)	
430	919	904	402,1359,2021,1403	Paul’s writings, 1 Cor. xv. 47, 48, 49, as a strengthening of the preceding ἐκ γῆς in	(csak görög, jelzés nélkül)	
431	919	904	401,1413,2021,1459	ver. 47, and expressing a qualitative antithesis to ἐξ οὐρανοῦ or ἐπουράνιος. In the	(csak görög, jelzés nélkül)	
432	919	904	399,1526,2021,1571	adj., but in close connection with the original the substantive χοῦς as an epithet of man,	(csak görög, jelzés nélkül)	
433	919	904	406,1581,2018,1627	= 5Y in distinction from M18, Gen. ii. 7, ἔπλασεν ὁ θεὸς τὸν ἄνθρωπον χοῦν, ἀπὸ τῆς	(csak görög, jelzés nélkül)	
434	919	904	398,1638,2021,1683	γῆς, WOIST 9 ἜΣ. The LXX. use χοῦς side by side with γῆ, and as frequently to trans-	c5_nem_igazolt, heberdetektor, latin_torzkep	
435	919	904	399,1694,2022,1740	late “5Y; but γῇ is the regular word for YS and TIX, Gen. 111, 10, where one might	latin_torzkep	
436	919	904	399,1747,2022,1793	have expected χοῦς, because M278 had just preceded (ἕως τοῦ ἀποστρέψαι ce εἰς τὴν γῆν,	(csak görög, jelzés nélkül)	
437	919	904	401,1802,1775,1848	ἐξ ἧς ἐλήμφθης) ; yet they translate NAY. ΒΨ by γῆ ef καὶ εἰς γῆν ἀπελεύσῃ.	c5_nem_igazolt	
438	919	904	475,1857,2020,1904	In itself χοῦς is not a term of degradation; cf. Gen. xiii. 16, ὡς τὴν ἄμμον τῆς γῆς,	(csak görög, jelzés nélkül)	
439	919	904	400,1911,2023,1965	for which Ecclus. xliv. 21 has ὡς χοῦν τῆς γῆς. Further cf. Gen. iii, 14; 1 Sam. ii 8 ;	(csak görög, jelzés nélkül)	
440	919	904	403,1970,2019,2014	1 Kings xvi. 2; Job xlii. 6; Ps. cxii. 6, σέ al., where ἼΒΨ is used to designate lowliness	c5_nem_igazolt, latin_torzkep	
441	919	904	401,2023,2021,2070	and humiliation, in which cases the LXX. employ γῆ. The Pauline χοῖκός may how-	c5_nem_igazolt	
442	919	904	404,2136,2023,2182	2 Cor. iv. 7, ἔχομεν τὸν θησαυρὸν τοῦτον ἐν ὀστρακίνοις σκεύεσιν. Thus it is also meant	(csak görög, jelzés nélkül)	
443	919	904	401,2190,2024,2236	in the passage quoted in Walz, rhett. gr. i. 613. 4, γυμνοῖ τούτους τοῦ χοϊκοῦ βάρους,	c5_nem_igazolt	
444	919	904	406,2303,2024,2347	1880), who calls it an audacissima vocabuli novatio on Paul's part, like the term after-	latin_torzkep	
445	919	904	403,2358,2024,2402	wards employed for it, ὑλικός, Theodot. in Clem. Alex. opp. ed. Sylb. p. 346, see	c5_nem_igazolt, latin_torzkep	
446	919	904	403,2411,2024,2459	Wilamowitz ; cf. Orac. Sibyll. viii. 445 sqq., ᾧ θνητῷ περ ἐόντι, τὰ κόσμικα πάντα	c5_nem_igazolt, latin_torzkep	
447	919	904	403,2467,2025,2515	λατρεύσει, καὶ χοϊκῷ πλασθέντι τὰ πανθ᾽ ὑποτάξομεν αὐτῷ; Hesych., πήλινος, γήϊνος ;	c5_nem_igazolt	
448	919	904	405,2526,1124,2570	Clem. Alex. (Zonar), γηγενὴς καὶ γήϊνος.	c5_nem_igazolt	
449	919	904	469,2620,2025,2667	X péw isin the LXX. -- nvin, which is a syn. with py’, rendered ἐπιχέειν, ἐκχέειν (with	c5_nem_igazolt, heberdetektor, latin_torzkep	
450	725	710	560,366,1633,414	Εἰδωλολατρεία 710 ᾿Ελεήμων	c5_nem_igazolt	
451	725	710	382,469,1936,514	Εἰδωλολατρεΐα, ἡ, the heathen cultus in contrast with Christianity, 1 Cor. χ. 14;	c5_nem_igazolt	
452	725	710	306,523,1936,569	Col. iii. 5. ᾿Αθέμιτοι εἰδωλολατρεῖαι, in 1 Pet. iv. 3, are probably such forms of this as	c5_nem_igazolt	
453	725	710	306,580,1935,624	scorn all chastity and morals, such as the feasts of Bacchus, the Hieroduli, εὐ al. In	latin_torzkep	
454	725	710	305,634,1937,681	keeping with this is the combination ἀσέλγεια, εἰδωλολατρεία, φαρμακεία, Gal. v. 20;	(csak görög, jelzés nélkül)	
455	725	710	382,785,1935,829	Σύνοιδα, to know together with, to know in common with another, not anything,	c5_nem_igazolt	
456	725	710	304,894,1937,941	witnesses and confederates, Soph. Ant. 264 sqq., ἦμεν δ᾽ ἑτοῖμοι καὶ μύδρους αἴρειν χεροῖν	c5_nem_igazolt	
457	725	710	306,951,1934,998	καὶ πῦρ διέρπειν Kai θεοὺς ὁρκωμοτεῖν τὸ μήτε δρᾶσαι μήτε τῷ ξυνειδέναι τὸ πρᾶγμα	(csak görög, jelzés nélkül)	
458	725	710	304,1009,1932,1053	βουλεύσαντε μήτ᾽ εἰργασμένῳ But this usage does not rest upon a supposed	(csak görög, jelzés nélkül)	
459	725	710	300,1117,1933,1169	connection with another, for συν signifies only in fellowship, and indicates not the source	(csak görög, jelzés nélkül)	
460	725	710	305,1178,1937,1221	but the kind of knowledge. It is perfectly right when Straube (Jahn and Klotz, Neue	latin_torzkep	
461	725	710	304,1231,1934,1277	Jahrbb. f. Philol. τι. Piidag. 5 suppl. 1837, S. 475) gives as the meaning of συνειδέναι,	c5_nem_igazolt	
462	725	710	305,1290,1936,1332	“ scire una cum altero 1.6. cwm ipso rei de qua potissimum quacritur auctore. Hoc autem	latin_torzkep	
463	725	710	305,1346,1937,1389	‘ scire’ non cadit in eum qui fando vem accepit: neque enim ille pariter atque ipse auctor	latin_torzkep	
464	725	710	305,1398,1937,1449	cognitam rem habet, sed in eum solum qui ipse rei quum fieret interfuit ;” the reason,	latin_torzkep	
465	725	710	306,1511,1936,1557	of the word have fixed it to a special object and relation, Συνειδέναι is used regarding	c5_nem_igazolt	
466	725	710	294,1624,1631,1669	Hence συνειδέναι ἑαυτῷ = to be one's own witness, to be conscious to oneself.	c5_nem_igazolt, latin_torzkep	
467	725	710	380,1716,1934,1760	Ἐλεεινός, 7, ov, Attic = worthy of pity, pitiable, full of misery; not in the LXX.	c5_nem_igazolt	
468	725	710	305,1773,1936,1817	In the N. T. only in 1 Cor. xv. 19, Rev. iii. 17, in combination with ταλαίπωρος.	(csak görög, jelzés nélkül)	
469	725	710	305,1828,1938,1874	The verb ἐλεέω is used in the higher sense to have mercy, in the prayer ἐλέησόν pe, ἡμᾶς,	(csak görög, jelzés nélkül)	
470	725	710	306,1997,1935,2042	xxx, 18, xxxi. 20, xlii, 12; Zech. i. 17; Isa. xliv. 23 (parallels λυτροῦν, SofacOjvar).	c5_nem_igazolt	
471	725	710	309,2104,1937,2153	(sometimes rendered οἰκτείρω), om, Piel, with οἰκτείρω also, rarely to bon, which is	(csak görög, jelzés nélkül)	
472	725	710	307,2163,1898,2209	usually rendered by φείδομαι, sometimes ὉΠ), which is usually rendered by παρακαλεῖν.	c5_nem_igazolt	
473	725	710	385,2247,1937,2294	Ἐλεήμων, ov, compassionate, merciful, once in Homer, sometimes in Aristophanes,	c5_nem_igazolt	
474	725	710	308,2362,1938,2407	Dem., Polyb., Plut.; it is noteworthy that the corresponding adjectives οἰκτέρμων,	c5_nem_igazolt	
475	725	710	308,2415,1935,2461	φιλοικτίρμων, also occur but seldom, in later Greek we have oftenest συμπαθής. In the	c5_nem_igazolt	
476	725	710	308,2468,1937,2522	LXX. =pan, often with οἰκτίρμων = 037, from which it differs as thought and act from	(csak görög, jelzés nélkül)	
477	725	710	293,2585,1937,2629	-and saving grace; compare the combinations with δίκαιος, Ps. exii. 4, exvi. 5 ; 2 Mace.	(csak görög, jelzés nélkül)	
478	895	880	616,433,1666,480	Στοιχεῖον 880 ᾿Αποστρέφω	c5_nem_igazolt	
479	895	880	310,531,1937,578	(cf. Gal. vi. 14, δ οὗ ἐμοὶ κόσμος ἐσταύρωται κἀγὼ κόσμῳ), τέ ὡς ζῶντες ἐν κόσμῳ	(csak görög, jelzés nélkül)	
480	895	880	309,586,1942,632	δογματίζεσθε; The law constitutes and gives elementary nurture and instruction to	(csak görög, jelzés nélkül)	
481	895	880	310,642,1942,687	those who have at present no other sphere of life save the κόσμος, and therefore these	(csak görög, jelzés nélkül)	
482	895	880	309,699,1945,744	στοιχεῖα are such, belonging as they do to the sphere of the κόσμος, and partaking of	latin_torzkep	
483	895	880	310,748,1938,801	its nature; hence Col. ii, 8, κατὰ τὴν παράδοσιν ἀνθρώπων, κατὰ τὰ στοιχεῖα τοῦ	(csak görög, jelzés nélkül)	
484	895	880	309,807,1940,854	κόσμου καὶ οὐ κατὰ Χριστόν, where στοῖχ. τ. «. characterizes as to its contents what	(csak görög, jelzés nélkül)	
485	895	880	309,864,1937,910	παράδοσις ἀνθρ. designates as to its origin (not identical here with the νόμος παιδαγωγός).	(csak görög, jelzés nélkül)	
486	895	880	309,919,1941,965	The στοιχεῖα are the elements which bear in them the nature or character of the world,	(csak görög, jelzés nélkül)	
487	895	880	312,1145,1942,1189	who explains στ. τ. x, as “having to do with things of the outward visible world,” and	(csak görög, jelzés nélkül)	
488	895	880	311,1199,1020,1244	refers to τὸ ἅγιον κοσμικόν, Heb. ix. 1.	(csak görög, jelzés nélkül)	
489	895	880	389,1285,1939,1332	Σ τρέφω. Lachm,, Tisch. Treg., Westc. read στραφῶσιν for ἐπιστραφῶσιν in John	c5_nem_igazolt	
490	895	880	313,1337,1941,1391	xii. 40. Cf. 1 Kings xviii. 37, ἔστρεψας τὴν καρδίαν τοῦ λαοῦ τούτου ὀπίσω : cf. Acts	(csak görög, jelzés nélkül)	
491	895	880	314,1450,1944,1504	the absolute στρέφεσθαι = to turn oneself from the course prescribed, as in Ps. Ixxviii. 9,	(csak görög, jelzés nélkül)	
492	895	880	314,1509,1943,1555	ἐστράφησαν ἐν ἡμέρᾳ πολέμου, the main point being not the whither but the whence,	(csak görög, jelzés nélkül)	
493	895	880	315,1567,1941,1610	the change or turning. In the LXX.= ἼΞΠ (also= ἀνα-, ἀπο-, ἐκ-, ἐπι-, KaTa-, μετα-	c5_nem_igazolt	
494	895	880	317,1620,1944,1666	στρέφω, μεταβάλλωθ. The word denoting moral and religious change is mw; see	c5_nem_igazolt	
495	895	880	317,1677,785,1722	ἀποστρέφειν, ἐπιστρέφειν.	(csak görög, jelzés nélkül)	
496	895	880	393,1755,1945,1803	᾿Αποστρέφω, aor. ἀπέστρεψα; perf. ἀπέστροφα;; aorist middle and passive,	c5_nem_igazolt	
497	895	880	317,1809,1944,1863	ἀπεστράφην ; future, ἀποστραφήσομαι, Num. xxv. 4, xxxii. 15; 2 Sam. xi. 15, οἱ al.;	c5_nem_igazolt	
498	895	880	318,1869,1947,1914	while the future middle ἀποστρέψομαι does not appear in biblical Greek. Primarily	c5_nem_igazolt	
499	895	880	321,2204,1948,2248	a middle, is clear not only from the future ἀποστραφήσομαι peculiar to biblical Greek,	(csak görög, jelzés nélkül)	
500	895	880	322,2258,1949,2303	and the aorist found in Greek usage throughout ἀπεστράφην, but also from the other	c5_nem_igazolt	
501	895	880	322,2314,1947,2359	compound καταστρέφω, whose middle has a middle sense = 7 resign myself to, while the	latin_torzkep	
502	895	880	323,2426,1951,2470	is frequent in the O. T., where it is = Ὃ Hiphil, snp Hiphil, nav Hiphil, 1», 230 Kal	latin_torzkep	
503	895	880	326,2533,1953,2587	ἐπιστρέφω ; also = ἀναστρέφω, ἐπαναστρέφω, ὑποστρέφω, and often is rendered by other	(csak görög, jelzés nélkül)	
504	895	880	325,2589,1953,2638	synonyms. (I.) Transitive, (α) to turn away from = ὙΠ, eg. μαλακίαν ἀπό τινος,	c5_nem_igazolt	
505	895	880	326,2644,1955,2694	Ex, xxiii. 25; Job xxxiii, 17, ἄνθρωπον ἀπὸ ἀδικίας. Prov. iv. 27, τὸν πόδα ἀπὸ ὁδοῦ	(csak görög, jelzés nélkül)	
506	895	880	330,2701,1955,2750	a κακῆς. = DH, always in the combination τὸ πρόσωπον ἀπό τινος, or merely τὸ	(csak görög, jelzés nélkül)	
507	466	454	669,395,1658,440	Ὄνομα 454 Ὄνομα	c5_nem_igazolt	
508	466	454	351,665,1991,710	i. 5, 27, and often. The mention of a name is introduced by the word ὀνόματι (Xen..,	(csak görög, jelzés nélkül)	
509	466	454	352,716,1993,770	Plat. ; cf. Kriiger, ὃ xlviii. 15. 17), Matt. xxvii. 32, Luke i. 5, v. 27, etc., the name itself	(csak görög, jelzés nélkül)	
510	466	454	351,772,1991,826	being in the same case as the substantive; the accusative τοὔνομα --- τὸ ὄνομα, only in	(csak görög, jelzés nélkül)	
511	466	454	352,942,1992,986	sign or token, cf. Isa. lv. 13 with nix, ἔσται εἰς ὄνομα καὶ εἰς σημεῖον αἰώνιον. Gen. xi. 4,	(csak görög, jelzés nélkül)	
512	466	454	354,987,1991,1050	ny wbrnbys, of the tower of Babel. The name is a sign or mark of him who bears it; it	latin_torzkep	
513	466	454	352,1156,1992,1212	faa Wy NBN DIN?, τῷ δὲ ᾿Αδὰμ ody εὑρέθη βοηθὸς ὅμοιος αὐτῷ ; Gen. iii, 20, v. 2, 29,	c5_nem_igazolt, latin_torzkep	
514	466	454	354,1389,1993,1433	sometimes drawn between the name and the thing or fact itself, e.g. Eurip. Or. 454, ὄνομα,	(csak görög, jelzés nélkül)	
515	466	454	355,1444,1993,1491	ἔργον δ᾽ οὐκ ἔχουσιν οἱ φίλοι, cf. Rev. iii. 1, ὄνομα ἔχεις ὅτι Gs, καὶ νεκρὸς el. For this	(csak görög, jelzés nélkül)	
516	466	454	355,1500,1992,1545	significance in the naming of a person, see Matt. i. 21, καλέσεις τὸ ὄνομα αὐτοῦ ᾿Ιησοῦν.	c5_nem_igazolt	
517	466	454	355,1555,1994,1601	αὐτὸς yap σώσει τὸν λαὸν x.T.A.; VV. 23, 25; Luke i. 13, 31, 63, 11, 21; Mark v. 9,	(csak görög, jelzés nélkül)	
518	466	454	354,1612,1991,1655	λεγιὼν ὄνομά pot, ὅτε πολλοί ἐσμεν; Rev. xix. 12, 13, ix. 11, cf. xiii. 17, xv. 2, ete.	(csak görög, jelzés nélkül)	
519	466	454	356,1667,1994,1713	Hence we find changes of name, and the addition of a new name, Mark iii. 16, ἐπέθηκεν	(csak görög, jelzés nélkül)	
520	466	454	356,1724,1992,1770	ὄνομα τῷ Σιμῶνι Πέτρον, ver. 17, cf. Matt. xvi. 18; Luke ix. 54 sq.; Acts iv. 36,	c5_nem_igazolt	
521	466	454	356,1778,1993,1826	xiii. 6, 8; Phil. ii 9, ἐχαρίσατο αὐτῷ ὄνομα τὸ ὑπὲρ πᾶν ὄνομα; Heb. i. 4, τοσούτῳ	(csak görög, jelzés nélkül)	
522	466	454	357,1833,1991,1880	κρείττων γενόμενος τῶν ἀγγέλων ὅσῳ διαφορώτερον παρ᾽ αὐτοὺς κεκληρονόμηκεν ὄνομα.	(csak görög, jelzés nélkül)	
523	466	454	357,1890,1993,1934	Hence, too, the import of such declarations as Rev. ii. 17, τῷ νικῶντε δώσω... ὄνομα	c5_nem_igazolt	
524	466	454	359,1941,1993,1995	καινόν ; iii, 12, γράψω ἐπ᾽ αὐτὸν τὸ ὄνομα τοῦ θεοῦ pov... καὶ TO ὄνομά μου τὸ καινόν,	(csak görög, jelzés nélkül)	
525	466	454	359,2000,1994,2046	xxii. 4. The name represents the person who bears it, see Phil. iv. 3, ὧν τὰ ὀνόμ. ἐν	(csak görög, jelzés nélkül)	
526	466	454	358,2056,1994,2104	βίβλῳ ffs; Luke x. 20; Acts i 15, xix. 13, ἐπεχείρησαν δέ τινες τῶν... ἐξορκιστῶν	(csak görög, jelzés nélkül)	
